schema	ds4_v100_tp_ep_sustained_http.v3
backend	tp_ep_launcher_http

tokens	ctx	slots	generation_requests	status_200	generated_tokens	continuation_tokens	elapsed_s	generated_tok_s	continuation_tok_s	generated_tok_s_decode	continuation_tok_s_decode	ep_ms	dense_ms	compose_ms	compose_reduce_ms	compose_copy_ms	compose_final_ms	gpu_util_avg	gpu_util_max	gpu_mem_used_max_mib
64	262144	32	3	96	6144	6048	8.162948	752.669235	757.403683	977.373068	984.567390	2614.156729	0.000000	3670.569130	543.034734	2734.135125	393.399271	18.982759	40.000000	13184.000000
