semantic_tensor_id	source_name	source_dtype	source_shape	runtime_layout	owning_gpu	layer_id	kernel_family	source_offset	byte_length	shard_file	shard_offset	scale_offset	checksum
blk.22.ffn_gate_exps.weight	blk.22.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	3	22	v100_grouped_mxfp4_pending	81126463488	1140850688	gpu3.weights	15608232704	-1	pending
blk.22.ffn_up_exps.weight	blk.22.ffn_up_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	3	22	v100_grouped_mxfp4_pending	82267314176	1140850688	gpu3.weights	16749083392	-1	pending
blk.22.exp_probs_b	blk.22.exp_probs_b	f32	[256]	source_f32	3	22	ds4_router_f32_i32	83408164864	1024	gpu3.weights	17889934080	-1	pending
blk.22.ffn_gate_inp.weight	blk.22.ffn_gate_inp.weight	f32	[4096x256]	source_f32	3	22	ds4_router_f32_i32	83408165888	4194304	gpu3.weights	17889935104	-1	pending
blk.22.ffn_gate_shexp.weight	blk.22.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	3	22	v100_shared_fp8_dense_pending	83412360192	8454144	gpu3.weights	17894129408	-1	pending
blk.22.ffn_down_shexp.weight	blk.22.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	source_f8_e4m3_b128_blocked	3	22	v100_shared_fp8_dense_pending	83420814336	8454144	gpu3.weights	17902583552	-1	pending
blk.22.ffn_up_shexp.weight	blk.22.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	3	22	v100_shared_fp8_dense_pending	83429268480	8454144	gpu3.weights	17911037696	-1	pending
blk.22.ffn_norm.weight	blk.22.ffn_norm.weight	f32	[4096]	source_f32	3	22	ds4_control_f32	83437722624	16384	gpu3.weights	17919491840	-1	pending
blk.22.hc_attn_base	blk.22.hc_attn_base	f32	[24]	source_f32	3	22	ds4_hc_control_f32	83437739008	96	gpu3.weights	17919508224	-1	pending
blk.22.hc_attn_fn	blk.22.hc_attn_fn	f32	[16384x24]	source_f32	3	22	ds4_hc_control_f32	83437739104	1572864	gpu3.weights	17919508480	-1	pending
blk.22.hc_attn_scale	blk.22.hc_attn_scale	f32	[3]	source_f32	3	22	ds4_hc_control_f32	83439311968	12	gpu3.weights	17921081344	-1	pending
blk.22.hc_ffn_base	blk.22.hc_ffn_base	f32	[24]	source_f32	3	22	ds4_hc_control_f32	83439312000	96	gpu3.weights	17921081600	-1	pending
blk.22.hc_ffn_fn	blk.22.hc_ffn_fn	f32	[16384x24]	source_f32	3	22	ds4_hc_control_f32	83439312096	1572864	gpu3.weights	17921081856	-1	pending
blk.22.hc_ffn_scale	blk.22.hc_ffn_scale	f32	[3]	source_f32	3	22	ds4_hc_control_f32	83440884960	12	gpu3.weights	17922654720	-1	pending
blk.23.attn_sinks	blk.23.attn_sinks	f32	[64]	source_f32_control	3	23	ds4_attention_control	83440884992	256	gpu3.weights	17922654976	-1	pending
blk.23.attn_compress_ape	blk.23.attn_compress_ape	f32	[512x128]	source_f32	3	23	ds4_compressor_bf16_f32_pending	83440885248	262144	gpu3.weights	17922655232	-1	pending
blk.23.attn_compress_norm.weight	blk.23.attn_compress_norm.weight	f32	[512]	source_f32	3	23	ds4_compressor_bf16_f32_pending	83441147392	2048	gpu3.weights	17922917376	-1	pending
blk.23.attn_compress_gate.weight	blk.23.attn_compress_gate.weight	bf16	[4096x512]	source_bf16	3	23	ds4_compressor_bf16_f32_pending	83441149440	4194304	gpu3.weights	17922919424	-1	pending
blk.23.attn_compress_kv.weight	blk.23.attn_compress_kv.weight	bf16	[4096x512]	source_bf16	3	23	ds4_compressor_bf16_f32_pending	83445343744	4194304	gpu3.weights	17927113728	-1	pending
blk.23.attn_kv_a_norm.weight	blk.23.attn_kv_a_norm.weight	f32	[512]	source_f32_control	3	23	ds4_attention_control	83449538048	2048	gpu3.weights	17931308032	-1	pending
blk.23.attn_q_a_norm.weight	blk.23.attn_q_a_norm.weight	f32	[1024]	source_f32_control	3	23	ds4_attention_control	83449540096	4096	gpu3.weights	17931310080	-1	pending
blk.23.attn_kv_latent.weight	blk.23.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	3	23	v100_fp8_dequant_f16_hmma_pending	83449544192	2113536	gpu3.weights	17931314176	-1	pending
blk.23.attn_output_a.weight	blk.23.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	3	23	v100_fp8_dequant_f16_hmma_pending	83451657728	33816576	gpu3.weights	17933427712	-1	pending
blk.23.attn_output_b.weight	blk.23.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	3	23	v100_fp8_dequant_f16_hmma_pending	83485474304	33816576	gpu3.weights	17967244288	-1	pending
blk.23.attn_q_a.weight	blk.23.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	3	23	v100_fp8_dequant_f16_hmma_pending	83519290880	4227072	gpu3.weights	18001060864	-1	pending
blk.23.attn_q_b.weight	blk.23.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	3	23	v100_fp8_dequant_f16_hmma_pending	83523517952	33816576	gpu3.weights	18005287936	-1	pending
blk.23.attn_norm.weight	blk.23.attn_norm.weight	f32	[4096]	source_f32_control	3	23	ds4_attention_control	83557334528	16384	gpu3.weights	18039104512	-1	pending
blk.23.ffn_down_exps.weight	blk.23.ffn_down_exps.weight	mxfp4	[2048x4096x256]	source_mxfp4_grouped	3	23	v100_grouped_mxfp4_pending	83557350912	1140850688	gpu3.weights	18039120896	-1	pending
blk.23.ffn_gate_exps.weight	blk.23.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	3	23	v100_grouped_mxfp4_pending	84698201600	1140850688	gpu3.weights	19179971584	-1	pending
blk.23.ffn_up_exps.weight	blk.23.ffn_up_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	3	23	v100_grouped_mxfp4_pending	85839052288	1140850688	gpu3.weights	20320822272	-1	pending
blk.23.exp_probs_b	blk.23.exp_probs_b	f32	[256]	source_f32	3	23	ds4_router_f32_i32	86979902976	1024	gpu3.weights	21461672960	-1	pending
blk.23.ffn_gate_inp.weight	blk.23.ffn_gate_inp.weight	f32	[4096x256]	source_f32	3	23	ds4_router_f32_i32	86979904000	4194304	gpu3.weights	21461673984	-1	pending
blk.23.ffn_gate_shexp.weight	blk.23.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	3	23	v100_shared_fp8_dense_pending	86984098304	8454144	gpu3.weights	21465868288	-1	pending
blk.23.ffn_down_shexp.weight	blk.23.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	source_f8_e4m3_b128_blocked	3	23	v100_shared_fp8_dense_pending	86992552448	8454144	gpu3.weights	21474322432	-1	pending
blk.23.ffn_up_shexp.weight	blk.23.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	3	23	v100_shared_fp8_dense_pending	87001006592	8454144	gpu3.weights	21482776576	-1	pending
blk.23.ffn_norm.weight	blk.23.ffn_norm.weight	f32	[4096]	source_f32	3	23	ds4_control_f32	87009460736	16384	gpu3.weights	21491230720	-1	pending
blk.23.hc_attn_base	blk.23.hc_attn_base	f32	[24]	source_f32	3	23	ds4_hc_control_f32	87009477120	96	gpu3.weights	21491247104	-1	pending
blk.23.hc_attn_fn	blk.23.hc_attn_fn	f32	[16384x24]	source_f32	3	23	ds4_hc_control_f32	87009477216	1572864	gpu3.weights	21491247360	-1	pending
blk.23.hc_attn_scale	blk.23.hc_attn_scale	f32	[3]	source_f32	3	23	ds4_hc_control_f32	87011050080	12	gpu3.weights	21492820224	-1	pending
blk.23.hc_ffn_base	blk.23.hc_ffn_base	f32	[24]	source_f32	3	23	ds4_hc_control_f32	87011050112	96	gpu3.weights	21492820480	-1	pending
blk.23.hc_ffn_fn	blk.23.hc_ffn_fn	f32	[16384x24]	source_f32	3	23	ds4_hc_control_f32	87011050208	1572864	gpu3.weights	21492820736	-1	pending
blk.23.hc_ffn_scale	blk.23.hc_ffn_scale	f32	[3]	source_f32	3	23	ds4_hc_control_f32	87012623072	12	gpu3.weights	21494393600	-1	pending
blk.24.attn_sinks	blk.24.attn_sinks	f32	[64]	source_f32_control	4	24	ds4_attention_control	87012623104	256	gpu4.weights	0	-1	pending
blk.24.attn_compress_ape	blk.24.attn_compress_ape	f32	[1024x4]	source_f32	4	24	ds4_compressor_bf16_f32_pending	87012623360	16384	gpu4.weights	256	-1	pending
blk.24.attn_compress_norm.weight	blk.24.attn_compress_norm.weight	f32	[512]	source_f32	4	24	ds4_compressor_bf16_f32_pending	87012639744	2048	gpu4.weights	16640	-1	pending
blk.24.attn_compress_gate.weight	blk.24.attn_compress_gate.weight	bf16	[4096x1024]	source_bf16	4	24	ds4_compressor_bf16_f32_pending	87012641792	8388608	gpu4.weights	18688	-1	pending
blk.24.attn_compress_kv.weight	blk.24.attn_compress_kv.weight	bf16	[4096x1024]	source_bf16	4	24	ds4_compressor_bf16_f32_pending	87021030400	8388608	gpu4.weights	8407296	-1	pending
blk.24.indexer.compress_ape	blk.24.indexer.compress_ape	f32	[256x4]	source_f32	4	24	ds4_indexer_mixed_pending	87029419008	4096	gpu4.weights	16795904	-1	pending
blk.24.indexer.compress_norm.weight	blk.24.indexer.compress_norm.weight	f32	[128]	source_f32	4	24	ds4_indexer_mixed_pending	87029423104	512	gpu4.weights	16800000	-1	pending
blk.24.indexer.compress_gate.weight	blk.24.indexer.compress_gate.weight	bf16	[4096x256]	source_bf16	4	24	ds4_indexer_mixed_pending	87029423616	2097152	gpu4.weights	16800512	-1	pending
blk.24.indexer.compress_kv.weight	blk.24.indexer.compress_kv.weight	bf16	[4096x256]	source_bf16	4	24	ds4_indexer_mixed_pending	87031520768	2097152	gpu4.weights	18897664	-1	pending
blk.24.indexer.proj.weight	blk.24.indexer.proj.weight	bf16	[4096x64]	source_bf16	4	24	ds4_indexer_mixed_pending	87033617920	524288	gpu4.weights	20994816	-1	pending
blk.24.indexer.attn_q_b.weight	blk.24.indexer.attn_q_b.weight	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	4	24	ds4_indexer_mixed_pending	87034142208	8454144	gpu4.weights	21519104	-1	pending
blk.24.attn_kv_a_norm.weight	blk.24.attn_kv_a_norm.weight	f32	[512]	source_f32_control	4	24	ds4_attention_control	87042596352	2048	gpu4.weights	29973248	-1	pending
blk.24.attn_q_a_norm.weight	blk.24.attn_q_a_norm.weight	f32	[1024]	source_f32_control	4	24	ds4_attention_control	87042598400	4096	gpu4.weights	29975296	-1	pending
blk.24.attn_kv_latent.weight	blk.24.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	4	24	v100_fp8_dequant_f16_hmma_pending	87042602496	2113536	gpu4.weights	29979392	-1	pending
blk.24.attn_output_a.weight	blk.24.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	4	24	v100_fp8_dequant_f16_hmma_pending	87044716032	33816576	gpu4.weights	32092928	-1	pending
blk.24.attn_output_b.weight	blk.24.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	4	24	v100_fp8_dequant_f16_hmma_pending	87078532608	33816576	gpu4.weights	65909504	-1	pending
blk.24.attn_q_a.weight	blk.24.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	4	24	v100_fp8_dequant_f16_hmma_pending	87112349184	4227072	gpu4.weights	99726080	-1	pending
blk.24.attn_q_b.weight	blk.24.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	4	24	v100_fp8_dequant_f16_hmma_pending	87116576256	33816576	gpu4.weights	103953152	-1	pending
blk.24.attn_norm.weight	blk.24.attn_norm.weight	f32	[4096]	source_f32_control	4	24	ds4_attention_control	87150392832	16384	gpu4.weights	137769728	-1	pending
blk.24.ffn_down_exps.weight	blk.24.ffn_down_exps.weight	mxfp4	[2048x4096x256]	source_mxfp4_grouped	4	24	v100_grouped_mxfp4_pending	87150409216	1140850688	gpu4.weights	137786112	-1	pending
blk.24.ffn_gate_exps.weight	blk.24.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	4	24	v100_grouped_mxfp4_pending	88291259904	1140850688	gpu4.weights	1278636800	-1	pending
blk.24.ffn_up_exps.weight	blk.24.ffn_up_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	4	24	v100_grouped_mxfp4_pending	89432110592	1140850688	gpu4.weights	2419487488	-1	pending
blk.24.exp_probs_b	blk.24.exp_probs_b	f32	[256]	source_f32	4	24	ds4_router_f32_i32	90572961280	1024	gpu4.weights	3560338176	-1	pending
blk.24.ffn_gate_inp.weight	blk.24.ffn_gate_inp.weight	f32	[4096x256]	source_f32	4	24	ds4_router_f32_i32	90572962304	4194304	gpu4.weights	3560339200	-1	pending
blk.24.ffn_gate_shexp.weight	blk.24.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	4	24	v100_shared_fp8_dense_pending	90577156608	8454144	gpu4.weights	3564533504	-1	pending
blk.24.ffn_down_shexp.weight	blk.24.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	source_f8_e4m3_b128_blocked	4	24	v100_shared_fp8_dense_pending	90585610752	8454144	gpu4.weights	3572987648	-1	pending
blk.24.ffn_up_shexp.weight	blk.24.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	4	24	v100_shared_fp8_dense_pending	90594064896	8454144	gpu4.weights	3581441792	-1	pending
blk.24.ffn_norm.weight	blk.24.ffn_norm.weight	f32	[4096]	source_f32	4	24	ds4_control_f32	90602519040	16384	gpu4.weights	3589895936	-1	pending
blk.24.hc_attn_base	blk.24.hc_attn_base	f32	[24]	source_f32	4	24	ds4_hc_control_f32	90602535424	96	gpu4.weights	3589912320	-1	pending
blk.24.hc_attn_fn	blk.24.hc_attn_fn	f32	[16384x24]	source_f32	4	24	ds4_hc_control_f32	90602535520	1572864	gpu4.weights	3589912576	-1	pending
blk.24.hc_attn_scale	blk.24.hc_attn_scale	f32	[3]	source_f32	4	24	ds4_hc_control_f32	90604108384	12	gpu4.weights	3591485440	-1	pending
blk.24.hc_ffn_base	blk.24.hc_ffn_base	f32	[24]	source_f32	4	24	ds4_hc_control_f32	90604108416	96	gpu4.weights	3591485696	-1	pending
blk.24.hc_ffn_fn	blk.24.hc_ffn_fn	f32	[16384x24]	source_f32	4	24	ds4_hc_control_f32	90604108512	1572864	gpu4.weights	3591485952	-1	pending
blk.24.hc_ffn_scale	blk.24.hc_ffn_scale	f32	[3]	source_f32	4	24	ds4_hc_control_f32	90605681376	12	gpu4.weights	3593058816	-1	pending
blk.25.attn_sinks	blk.25.attn_sinks	f32	[64]	source_f32_control	4	25	ds4_attention_control	90605681408	256	gpu4.weights	3593059072	-1	pending
blk.25.attn_compress_ape	blk.25.attn_compress_ape	f32	[512x128]	source_f32	4	25	ds4_compressor_bf16_f32_pending	90605681664	262144	gpu4.weights	3593059328	-1	pending
blk.25.attn_compress_norm.weight	blk.25.attn_compress_norm.weight	f32	[512]	source_f32	4	25	ds4_compressor_bf16_f32_pending	90605943808	2048	gpu4.weights	3593321472	-1	pending
blk.25.attn_compress_gate.weight	blk.25.attn_compress_gate.weight	bf16	[4096x512]	source_bf16	4	25	ds4_compressor_bf16_f32_pending	90605945856	4194304	gpu4.weights	3593323520	-1	pending
blk.25.attn_compress_kv.weight	blk.25.attn_compress_kv.weight	bf16	[4096x512]	source_bf16	4	25	ds4_compressor_bf16_f32_pending	90610140160	4194304	gpu4.weights	3597517824	-1	pending
blk.25.attn_kv_a_norm.weight	blk.25.attn_kv_a_norm.weight	f32	[512]	source_f32_control	4	25	ds4_attention_control	90614334464	2048	gpu4.weights	3601712128	-1	pending
blk.25.attn_q_a_norm.weight	blk.25.attn_q_a_norm.weight	f32	[1024]	source_f32_control	4	25	ds4_attention_control	90614336512	4096	gpu4.weights	3601714176	-1	pending
blk.25.attn_kv_latent.weight	blk.25.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	4	25	v100_fp8_dequant_f16_hmma_pending	90614340608	2113536	gpu4.weights	3601718272	-1	pending
blk.25.attn_output_a.weight	blk.25.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	4	25	v100_fp8_dequant_f16_hmma_pending	90616454144	33816576	gpu4.weights	3603831808	-1	pending
blk.25.attn_output_b.weight	blk.25.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	4	25	v100_fp8_dequant_f16_hmma_pending	90650270720	33816576	gpu4.weights	3637648384	-1	pending
blk.25.attn_q_a.weight	blk.25.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	4	25	v100_fp8_dequant_f16_hmma_pending	90684087296	4227072	gpu4.weights	3671464960	-1	pending
blk.25.attn_q_b.weight	blk.25.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	4	25	v100_fp8_dequant_f16_hmma_pending	90688314368	33816576	gpu4.weights	3675692032	-1	pending
blk.25.attn_norm.weight	blk.25.attn_norm.weight	f32	[4096]	source_f32_control	4	25	ds4_attention_control	90722130944	16384	gpu4.weights	3709508608	-1	pending
blk.25.ffn_down_exps.weight	blk.25.ffn_down_exps.weight	mxfp4	[2048x4096x256]	source_mxfp4_grouped	4	25	v100_grouped_mxfp4_pending	90722147328	1140850688	gpu4.weights	3709524992	-1	pending
blk.25.ffn_gate_exps.weight	blk.25.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	4	25	v100_grouped_mxfp4_pending	91862998016	1140850688	gpu4.weights	4850375680	-1	pending
blk.25.ffn_up_exps.weight	blk.25.ffn_up_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	4	25	v100_grouped_mxfp4_pending	93003848704	1140850688	gpu4.weights	5991226368	-1	pending
blk.25.exp_probs_b	blk.25.exp_probs_b	f32	[256]	source_f32	4	25	ds4_router_f32_i32	94144699392	1024	gpu4.weights	7132077056	-1	pending
blk.25.ffn_gate_inp.weight	blk.25.ffn_gate_inp.weight	f32	[4096x256]	source_f32	4	25	ds4_router_f32_i32	94144700416	4194304	gpu4.weights	7132078080	-1	pending
blk.25.ffn_gate_shexp.weight	blk.25.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	4	25	v100_shared_fp8_dense_pending	94148894720	8454144	gpu4.weights	7136272384	-1	pending
blk.25.ffn_down_shexp.weight	blk.25.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	source_f8_e4m3_b128_blocked	4	25	v100_shared_fp8_dense_pending	94157348864	8454144	gpu4.weights	7144726528	-1	pending
blk.25.ffn_up_shexp.weight	blk.25.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	4	25	v100_shared_fp8_dense_pending	94165803008	8454144	gpu4.weights	7153180672	-1	pending
blk.25.ffn_norm.weight	blk.25.ffn_norm.weight	f32	[4096]	source_f32	4	25	ds4_control_f32	94174257152	16384	gpu4.weights	7161634816	-1	pending
blk.25.hc_attn_base	blk.25.hc_attn_base	f32	[24]	source_f32	4	25	ds4_hc_control_f32	94174273536	96	gpu4.weights	7161651200	-1	pending
blk.25.hc_attn_fn	blk.25.hc_attn_fn	f32	[16384x24]	source_f32	4	25	ds4_hc_control_f32	94174273632	1572864	gpu4.weights	7161651456	-1	pending
blk.25.hc_attn_scale	blk.25.hc_attn_scale	f32	[3]	source_f32	4	25	ds4_hc_control_f32	94175846496	12	gpu4.weights	7163224320	-1	pending
blk.25.hc_ffn_base	blk.25.hc_ffn_base	f32	[24]	source_f32	4	25	ds4_hc_control_f32	94175846528	96	gpu4.weights	7163224576	-1	pending
blk.25.hc_ffn_fn	blk.25.hc_ffn_fn	f32	[16384x24]	source_f32	4	25	ds4_hc_control_f32	94175846624	1572864	gpu4.weights	7163224832	-1	pending
blk.25.hc_ffn_scale	blk.25.hc_ffn_scale	f32	[3]	source_f32	4	25	ds4_hc_control_f32	94177419488	12	gpu4.weights	7164797696	-1	pending
blk.26.attn_sinks	blk.26.attn_sinks	f32	[64]	source_f32_control	4	26	ds4_attention_control	94177419520	256	gpu4.weights	7164797952	-1	pending
blk.26.attn_compress_ape	blk.26.attn_compress_ape	f32	[1024x4]	source_f32	4	26	ds4_compressor_bf16_f32_pending	94177419776	16384	gpu4.weights	7164798208	-1	pending
blk.26.attn_compress_norm.weight	blk.26.attn_compress_norm.weight	f32	[512]	source_f32	4	26	ds4_compressor_bf16_f32_pending	94177436160	2048	gpu4.weights	7164814592	-1	pending
blk.26.attn_compress_gate.weight	blk.26.attn_compress_gate.weight	bf16	[4096x1024]	source_bf16	4	26	ds4_compressor_bf16_f32_pending	94177438208	8388608	gpu4.weights	7164816640	-1	pending
blk.26.attn_compress_kv.weight	blk.26.attn_compress_kv.weight	bf16	[4096x1024]	source_bf16	4	26	ds4_compressor_bf16_f32_pending	94185826816	8388608	gpu4.weights	7173205248	-1	pending
blk.26.indexer.compress_ape	blk.26.indexer.compress_ape	f32	[256x4]	source_f32	4	26	ds4_indexer_mixed_pending	94194215424	4096	gpu4.weights	7181593856	-1	pending
blk.26.indexer.compress_norm.weight	blk.26.indexer.compress_norm.weight	f32	[128]	source_f32	4	26	ds4_indexer_mixed_pending	94194219520	512	gpu4.weights	7181597952	-1	pending
blk.26.indexer.compress_gate.weight	blk.26.indexer.compress_gate.weight	bf16	[4096x256]	source_bf16	4	26	ds4_indexer_mixed_pending	94194220032	2097152	gpu4.weights	7181598464	-1	pending
blk.26.indexer.compress_kv.weight	blk.26.indexer.compress_kv.weight	bf16	[4096x256]	source_bf16	4	26	ds4_indexer_mixed_pending	94196317184	2097152	gpu4.weights	7183695616	-1	pending
blk.26.indexer.proj.weight	blk.26.indexer.proj.weight	bf16	[4096x64]	source_bf16	4	26	ds4_indexer_mixed_pending	94198414336	524288	gpu4.weights	7185792768	-1	pending
blk.26.indexer.attn_q_b.weight	blk.26.indexer.attn_q_b.weight	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	4	26	ds4_indexer_mixed_pending	94198938624	8454144	gpu4.weights	7186317056	-1	pending
blk.26.attn_kv_a_norm.weight	blk.26.attn_kv_a_norm.weight	f32	[512]	source_f32_control	4	26	ds4_attention_control	94207392768	2048	gpu4.weights	7194771200	-1	pending
blk.26.attn_q_a_norm.weight	blk.26.attn_q_a_norm.weight	f32	[1024]	source_f32_control	4	26	ds4_attention_control	94207394816	4096	gpu4.weights	7194773248	-1	pending
blk.26.attn_kv_latent.weight	blk.26.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	4	26	v100_fp8_dequant_f16_hmma_pending	94207398912	2113536	gpu4.weights	7194777344	-1	pending
blk.26.attn_output_a.weight	blk.26.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	4	26	v100_fp8_dequant_f16_hmma_pending	94209512448	33816576	gpu4.weights	7196890880	-1	pending
blk.26.attn_output_b.weight	blk.26.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	4	26	v100_fp8_dequant_f16_hmma_pending	94243329024	33816576	gpu4.weights	7230707456	-1	pending
blk.26.attn_q_a.weight	blk.26.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	4	26	v100_fp8_dequant_f16_hmma_pending	94277145600	4227072	gpu4.weights	7264524032	-1	pending
blk.26.attn_q_b.weight	blk.26.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	4	26	v100_fp8_dequant_f16_hmma_pending	94281372672	33816576	gpu4.weights	7268751104	-1	pending
blk.26.attn_norm.weight	blk.26.attn_norm.weight	f32	[4096]	source_f32_control	4	26	ds4_attention_control	94315189248	16384	gpu4.weights	7302567680	-1	pending
blk.26.ffn_down_exps.weight	blk.26.ffn_down_exps.weight	mxfp4	[2048x4096x256]	source_mxfp4_grouped	4	26	v100_grouped_mxfp4_pending	94315205632	1140850688	gpu4.weights	7302584064	-1	pending
blk.26.ffn_gate_exps.weight	blk.26.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	4	26	v100_grouped_mxfp4_pending	95456056320	1140850688	gpu4.weights	8443434752	-1	pending
blk.26.ffn_up_exps.weight	blk.26.ffn_up_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	4	26	v100_grouped_mxfp4_pending	96596907008	1140850688	gpu4.weights	9584285440	-1	pending
blk.26.exp_probs_b	blk.26.exp_probs_b	f32	[256]	source_f32	4	26	ds4_router_f32_i32	97737757696	1024	gpu4.weights	10725136128	-1	pending
blk.26.ffn_gate_inp.weight	blk.26.ffn_gate_inp.weight	f32	[4096x256]	source_f32	4	26	ds4_router_f32_i32	97737758720	4194304	gpu4.weights	10725137152	-1	pending
blk.26.ffn_gate_shexp.weight	blk.26.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	4	26	v100_shared_fp8_dense_pending	97741953024	8454144	gpu4.weights	10729331456	-1	pending
blk.26.ffn_down_shexp.weight	blk.26.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	source_f8_e4m3_b128_blocked	4	26	v100_shared_fp8_dense_pending	97750407168	8454144	gpu4.weights	10737785600	-1	pending
blk.26.ffn_up_shexp.weight	blk.26.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	4	26	v100_shared_fp8_dense_pending	97758861312	8454144	gpu4.weights	10746239744	-1	pending
blk.26.ffn_norm.weight	blk.26.ffn_norm.weight	f32	[4096]	source_f32	4	26	ds4_control_f32	97767315456	16384	gpu4.weights	10754693888	-1	pending
blk.26.hc_attn_base	blk.26.hc_attn_base	f32	[24]	source_f32	4	26	ds4_hc_control_f32	97767331840	96	gpu4.weights	10754710272	-1	pending
blk.26.hc_attn_fn	blk.26.hc_attn_fn	f32	[16384x24]	source_f32	4	26	ds4_hc_control_f32	97767331936	1572864	gpu4.weights	10754710528	-1	pending
blk.26.hc_attn_scale	blk.26.hc_attn_scale	f32	[3]	source_f32	4	26	ds4_hc_control_f32	97768904800	12	gpu4.weights	10756283392	-1	pending
blk.26.hc_ffn_base	blk.26.hc_ffn_base	f32	[24]	source_f32	4	26	ds4_hc_control_f32	97768904832	96	gpu4.weights	10756283648	-1	pending
blk.26.hc_ffn_fn	blk.26.hc_ffn_fn	f32	[16384x24]	source_f32	4	26	ds4_hc_control_f32	97768904928	1572864	gpu4.weights	10756283904	-1	pending
blk.26.hc_ffn_scale	blk.26.hc_ffn_scale	f32	[3]	source_f32	4	26	ds4_hc_control_f32	97770477792	12	gpu4.weights	10757856768	-1	pending
blk.27.attn_sinks	blk.27.attn_sinks	f32	[64]	source_f32_control	4	27	ds4_attention_control	97770477824	256	gpu4.weights	10757857024	-1	pending
blk.27.attn_compress_ape	blk.27.attn_compress_ape	f32	[512x128]	source_f32	4	27	ds4_compressor_bf16_f32_pending	97770478080	262144	gpu4.weights	10757857280	-1	pending
