semantic_tensor_id	source_name	source_dtype	source_shape	owning_gpu	layer_id	byte_length	status
blk.5.attn_compress_norm.weight	blk.5.attn_compress_norm.weight	f32	[512]	0	5	2048	OK
blk.5.attn_compress_gate.weight	blk.5.attn_compress_gate.weight	bf16	[4096x512]	0	5	4194304	OK
blk.5.attn_compress_kv.weight	blk.5.attn_compress_kv.weight	bf16	[4096x512]	0	5	4194304	OK
blk.5.attn_kv_a_norm.weight	blk.5.attn_kv_a_norm.weight	f32	[512]	0	5	2048	OK
blk.5.attn_q_a_norm.weight	blk.5.attn_q_a_norm.weight	f32	[1024]	0	5	4096	OK
blk.5.attn_kv_latent.weight	blk.5.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	0	5	2113536	OK
blk.5.attn_output_a.weight	blk.5.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	0	5	33816576	OK
blk.5.attn_output_b.weight	blk.5.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	0	5	33816576	OK
blk.5.attn_q_a.weight	blk.5.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	0	5	4227072	OK
blk.5.attn_q_b.weight	blk.5.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	0	5	33816576	OK
blk.5.attn_norm.weight	blk.5.attn_norm.weight	f32	[4096]	0	5	16384	OK
blk.5.ffn_down_exps.weight	blk.5.ffn_down_exps.weight	mxfp4	[2048x4096x256]	0	5	1140850688	OK
blk.5.ffn_gate_exps.weight	blk.5.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	0	5	1140850688	OK
blk.5.ffn_up_exps.weight	blk.5.ffn_up_exps.weight	mxfp4	[4096x2048x256]	0	5	1140850688	OK
blk.5.exp_probs_b	blk.5.exp_probs_b	f32	[256]	0	5	1024	OK
blk.5.ffn_gate_inp.weight	blk.5.ffn_gate_inp.weight	f32	[4096x256]	0	5	4194304	OK
blk.5.ffn_gate_shexp.weight	blk.5.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	0	5	8454144	OK
blk.5.ffn_down_shexp.weight	blk.5.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	0	5	8454144	OK
blk.5.ffn_up_shexp.weight	blk.5.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	0	5	8454144	OK
blk.5.ffn_norm.weight	blk.5.ffn_norm.weight	f32	[4096]	0	5	16384	OK
blk.5.hc_attn_base	blk.5.hc_attn_base	f32	[24]	0	5	96	OK
blk.5.hc_attn_fn	blk.5.hc_attn_fn	f32	[16384x24]	0	5	1572864	OK
blk.5.hc_attn_scale	blk.5.hc_attn_scale	f32	[3]	0	5	12	OK
blk.5.hc_ffn_base	blk.5.hc_ffn_base	f32	[24]	0	5	96	OK
blk.5.hc_ffn_fn	blk.5.hc_ffn_fn	f32	[16384x24]	0	5	1572864	OK
blk.5.hc_ffn_scale	blk.5.hc_ffn_scale	f32	[3]	0	5	12	OK
blk.6.attn_sinks	blk.6.attn_sinks	f32	[64]	1	6	256	OK
blk.6.attn_compress_ape	blk.6.attn_compress_ape	f32	[1024x4]	1	6	16384	OK
blk.6.attn_compress_norm.weight	blk.6.attn_compress_norm.weight	f32	[512]	1	6	2048	OK
blk.6.attn_compress_gate.weight	blk.6.attn_compress_gate.weight	bf16	[4096x1024]	1	6	8388608	OK
blk.6.attn_compress_kv.weight	blk.6.attn_compress_kv.weight	bf16	[4096x1024]	1	6	8388608	OK
blk.6.indexer.compress_ape	blk.6.indexer.compress_ape	f32	[256x4]	1	6	4096	OK
blk.6.indexer.compress_norm.weight	blk.6.indexer.compress_norm.weight	f32	[128]	1	6	512	OK
blk.6.indexer.compress_gate.weight	blk.6.indexer.compress_gate.weight	bf16	[4096x256]	1	6	2097152	OK
blk.6.indexer.compress_kv.weight	blk.6.indexer.compress_kv.weight	bf16	[4096x256]	1	6	2097152	OK
blk.6.indexer.proj.weight	blk.6.indexer.proj.weight	bf16	[4096x64]	1	6	524288	OK
blk.6.indexer.attn_q_b.weight	blk.6.indexer.attn_q_b.weight	f8_e4m3_b128	[1024x8192]	1	6	8454144	OK
blk.6.attn_kv_a_norm.weight	blk.6.attn_kv_a_norm.weight	f32	[512]	1	6	2048	OK
blk.6.attn_q_a_norm.weight	blk.6.attn_q_a_norm.weight	f32	[1024]	1	6	4096	OK
blk.6.attn_kv_latent.weight	blk.6.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	1	6	2113536	OK
blk.6.attn_output_a.weight	blk.6.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	1	6	33816576	OK
blk.6.attn_output_b.weight	blk.6.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	1	6	33816576	OK
blk.6.attn_q_a.weight	blk.6.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	1	6	4227072	OK
blk.6.attn_q_b.weight	blk.6.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	1	6	33816576	OK
blk.6.attn_norm.weight	blk.6.attn_norm.weight	f32	[4096]	1	6	16384	OK
blk.6.ffn_down_exps.weight	blk.6.ffn_down_exps.weight	mxfp4	[2048x4096x256]	1	6	1140850688	OK
blk.6.ffn_gate_exps.weight	blk.6.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	1	6	1140850688	OK
blk.6.ffn_up_exps.weight	blk.6.ffn_up_exps.weight	mxfp4	[4096x2048x256]	1	6	1140850688	OK
blk.6.exp_probs_b	blk.6.exp_probs_b	f32	[256]	1	6	1024	OK
blk.6.ffn_gate_inp.weight	blk.6.ffn_gate_inp.weight	f32	[4096x256]	1	6	4194304	OK
blk.6.ffn_gate_shexp.weight	blk.6.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	1	6	8454144	OK
blk.6.ffn_down_shexp.weight	blk.6.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	1	6	8454144	OK
blk.6.ffn_up_shexp.weight	blk.6.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	1	6	8454144	OK
blk.6.ffn_norm.weight	blk.6.ffn_norm.weight	f32	[4096]	1	6	16384	OK
blk.6.hc_attn_base	blk.6.hc_attn_base	f32	[24]	1	6	96	OK
blk.6.hc_attn_fn	blk.6.hc_attn_fn	f32	[16384x24]	1	6	1572864	OK
blk.6.hc_attn_scale	blk.6.hc_attn_scale	f32	[3]	1	6	12	OK
blk.6.hc_ffn_base	blk.6.hc_ffn_base	f32	[24]	1	6	96	OK
blk.6.hc_ffn_fn	blk.6.hc_ffn_fn	f32	[16384x24]	1	6	1572864	OK
blk.6.hc_ffn_scale	blk.6.hc_ffn_scale	f32	[3]	1	6	12	OK
blk.7.attn_sinks	blk.7.attn_sinks	f32	[64]	1	7	256	OK
blk.7.attn_compress_ape	blk.7.attn_compress_ape	f32	[512x128]	1	7	262144	OK
blk.7.attn_compress_norm.weight	blk.7.attn_compress_norm.weight	f32	[512]	1	7	2048	OK
blk.7.attn_compress_gate.weight	blk.7.attn_compress_gate.weight	bf16	[4096x512]	1	7	4194304	OK
blk.7.attn_compress_kv.weight	blk.7.attn_compress_kv.weight	bf16	[4096x512]	1	7	4194304	OK
blk.7.attn_kv_a_norm.weight	blk.7.attn_kv_a_norm.weight	f32	[512]	1	7	2048	OK
blk.7.attn_q_a_norm.weight	blk.7.attn_q_a_norm.weight	f32	[1024]	1	7	4096	OK
blk.7.attn_kv_latent.weight	blk.7.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	1	7	2113536	OK
blk.7.attn_output_a.weight	blk.7.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	1	7	33816576	OK
blk.7.attn_output_b.weight	blk.7.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	1	7	33816576	OK
blk.7.attn_q_a.weight	blk.7.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	1	7	4227072	OK
blk.7.attn_q_b.weight	blk.7.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	1	7	33816576	OK
blk.7.attn_norm.weight	blk.7.attn_norm.weight	f32	[4096]	1	7	16384	OK
blk.7.ffn_down_exps.weight	blk.7.ffn_down_exps.weight	mxfp4	[2048x4096x256]	1	7	1140850688	OK
blk.7.ffn_gate_exps.weight	blk.7.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	1	7	1140850688	OK
blk.7.ffn_up_exps.weight	blk.7.ffn_up_exps.weight	mxfp4	[4096x2048x256]	1	7	1140850688	OK
blk.7.exp_probs_b	blk.7.exp_probs_b	f32	[256]	1	7	1024	OK
blk.7.ffn_gate_inp.weight	blk.7.ffn_gate_inp.weight	f32	[4096x256]	1	7	4194304	OK
blk.7.ffn_gate_shexp.weight	blk.7.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	1	7	8454144	OK
blk.7.ffn_down_shexp.weight	blk.7.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	1	7	8454144	OK
blk.7.ffn_up_shexp.weight	blk.7.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	1	7	8454144	OK
blk.7.ffn_norm.weight	blk.7.ffn_norm.weight	f32	[4096]	1	7	16384	OK
blk.7.hc_attn_base	blk.7.hc_attn_base	f32	[24]	1	7	96	OK
blk.7.hc_attn_fn	blk.7.hc_attn_fn	f32	[16384x24]	1	7	1572864	OK
blk.7.hc_attn_scale	blk.7.hc_attn_scale	f32	[3]	1	7	12	OK
blk.7.hc_ffn_base	blk.7.hc_ffn_base	f32	[24]	1	7	96	OK
blk.7.hc_ffn_fn	blk.7.hc_ffn_fn	f32	[16384x24]	1	7	1572864	OK
blk.7.hc_ffn_scale	blk.7.hc_ffn_scale	f32	[3]	1	7	12	OK
blk.8.attn_sinks	blk.8.attn_sinks	f32	[64]	1	8	256	OK
blk.8.attn_compress_ape	blk.8.attn_compress_ape	f32	[1024x4]	1	8	16384	OK
blk.8.attn_compress_norm.weight	blk.8.attn_compress_norm.weight	f32	[512]	1	8	2048	OK
blk.8.attn_compress_gate.weight	blk.8.attn_compress_gate.weight	bf16	[4096x1024]	1	8	8388608	OK
blk.8.attn_compress_kv.weight	blk.8.attn_compress_kv.weight	bf16	[4096x1024]	1	8	8388608	OK
blk.8.indexer.compress_ape	blk.8.indexer.compress_ape	f32	[256x4]	1	8	4096	OK
blk.8.indexer.compress_norm.weight	blk.8.indexer.compress_norm.weight	f32	[128]	1	8	512	OK
blk.8.indexer.compress_gate.weight	blk.8.indexer.compress_gate.weight	bf16	[4096x256]	1	8	2097152	OK
blk.8.indexer.compress_kv.weight	blk.8.indexer.compress_kv.weight	bf16	[4096x256]	1	8	2097152	OK
blk.8.indexer.proj.weight	blk.8.indexer.proj.weight	bf16	[4096x64]	1	8	524288	OK
blk.8.indexer.attn_q_b.weight	blk.8.indexer.attn_q_b.weight	f8_e4m3_b128	[1024x8192]	1	8	8454144	OK
blk.8.attn_kv_a_norm.weight	blk.8.attn_kv_a_norm.weight	f32	[512]	1	8	2048	OK
blk.8.attn_q_a_norm.weight	blk.8.attn_q_a_norm.weight	f32	[1024]	1	8	4096	OK
blk.8.attn_kv_latent.weight	blk.8.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	1	8	2113536	OK
blk.8.attn_output_a.weight	blk.8.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	1	8	33816576	OK
blk.8.attn_output_b.weight	blk.8.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	1	8	33816576	OK
blk.8.attn_q_a.weight	blk.8.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	1	8	4227072	OK
blk.8.attn_q_b.weight	blk.8.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	1	8	33816576	OK
blk.8.attn_norm.weight	blk.8.attn_norm.weight	f32	[4096]	1	8	16384	OK
blk.8.ffn_down_exps.weight	blk.8.ffn_down_exps.weight	mxfp4	[2048x4096x256]	1	8	1140850688	OK
blk.8.ffn_gate_exps.weight	blk.8.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	1	8	1140850688	OK
blk.8.ffn_up_exps.weight	blk.8.ffn_up_exps.weight	mxfp4	[4096x2048x256]	1	8	1140850688	OK
blk.8.exp_probs_b	blk.8.exp_probs_b	f32	[256]	1	8	1024	OK
blk.8.ffn_gate_inp.weight	blk.8.ffn_gate_inp.weight	f32	[4096x256]	1	8	4194304	OK
blk.8.ffn_gate_shexp.weight	blk.8.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	1	8	8454144	OK
blk.8.ffn_down_shexp.weight	blk.8.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	1	8	8454144	OK
blk.8.ffn_up_shexp.weight	blk.8.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	1	8	8454144	OK
blk.8.ffn_norm.weight	blk.8.ffn_norm.weight	f32	[4096]	1	8	16384	OK
blk.8.hc_attn_base	blk.8.hc_attn_base	f32	[24]	1	8	96	OK
blk.8.hc_attn_fn	blk.8.hc_attn_fn	f32	[16384x24]	1	8	1572864	OK
blk.8.hc_attn_scale	blk.8.hc_attn_scale	f32	[3]	1	8	12	OK
blk.8.hc_ffn_base	blk.8.hc_ffn_base	f32	[24]	1	8	96	OK
blk.8.hc_ffn_fn	blk.8.hc_ffn_fn	f32	[16384x24]	1	8	1572864	OK
blk.8.hc_ffn_scale	blk.8.hc_ffn_scale	f32	[3]	1	8	12	OK
blk.9.attn_sinks	blk.9.attn_sinks	f32	[64]	1	9	256	OK
blk.9.attn_compress_ape	blk.9.attn_compress_ape	f32	[512x128]	1	9	262144	OK
blk.9.attn_compress_norm.weight	blk.9.attn_compress_norm.weight	f32	[512]	1	9	2048	OK
blk.9.attn_compress_gate.weight	blk.9.attn_compress_gate.weight	bf16	[4096x512]	1	9	4194304	OK
blk.9.attn_compress_kv.weight	blk.9.attn_compress_kv.weight	bf16	[4096x512]	1	9	4194304	OK
blk.9.attn_kv_a_norm.weight	blk.9.attn_kv_a_norm.weight	f32	[512]	1	9	2048	OK
blk.9.attn_q_a_norm.weight	blk.9.attn_q_a_norm.weight	f32	[1024]	1	9	4096	OK
blk.9.attn_kv_latent.weight	blk.9.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	1	9	2113536	OK
blk.9.attn_output_a.weight	blk.9.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	1	9	33816576	OK
blk.9.attn_output_b.weight	blk.9.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	1	9	33816576	OK
blk.9.attn_q_a.weight	blk.9.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	1	9	4227072	OK
blk.9.attn_q_b.weight	blk.9.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	1	9	33816576	OK
blk.9.attn_norm.weight	blk.9.attn_norm.weight	f32	[4096]	1	9	16384	OK
blk.9.ffn_down_exps.weight	blk.9.ffn_down_exps.weight	mxfp4	[2048x4096x256]	1	9	1140850688	OK
blk.9.ffn_gate_exps.weight	blk.9.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	1	9	1140850688	OK
blk.9.ffn_up_exps.weight	blk.9.ffn_up_exps.weight	mxfp4	[4096x2048x256]	1	9	1140850688	OK
blk.9.exp_probs_b	blk.9.exp_probs_b	f32	[256]	1	9	1024	OK
blk.9.ffn_gate_inp.weight	blk.9.ffn_gate_inp.weight	f32	[4096x256]	1	9	4194304	OK
blk.9.ffn_gate_shexp.weight	blk.9.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	1	9	8454144	OK
blk.9.ffn_down_shexp.weight	blk.9.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	1	9	8454144	OK
blk.9.ffn_up_shexp.weight	blk.9.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	1	9	8454144	OK
blk.9.ffn_norm.weight	blk.9.ffn_norm.weight	f32	[4096]	1	9	16384	OK
blk.9.hc_attn_base	blk.9.hc_attn_base	f32	[24]	1	9	96	OK
blk.9.hc_attn_fn	blk.9.hc_attn_fn	f32	[16384x24]	1	9	1572864	OK
blk.9.hc_attn_scale	blk.9.hc_attn_scale	f32	[3]	1	9	12	OK
blk.9.hc_ffn_base	blk.9.hc_ffn_base	f32	[24]	1	9	96	OK
blk.9.hc_ffn_fn	blk.9.hc_ffn_fn	f32	[16384x24]	1	9	1572864	OK
blk.9.hc_ffn_scale	blk.9.hc_ffn_scale	f32	[3]	1	9	12	OK
blk.10.attn_sinks	blk.10.attn_sinks	f32	[64]	1	10	256	OK
blk.10.attn_compress_ape	blk.10.attn_compress_ape	f32	[1024x4]	1	10	16384	OK
blk.10.attn_compress_norm.weight	blk.10.attn_compress_norm.weight	f32	[512]	1	10	2048	OK
blk.10.attn_compress_gate.weight	blk.10.attn_compress_gate.weight	bf16	[4096x1024]	1	10	8388608	OK
blk.10.attn_compress_kv.weight	blk.10.attn_compress_kv.weight	bf16	[4096x1024]	1	10	8388608	OK
blk.10.indexer.compress_ape	blk.10.indexer.compress_ape	f32	[256x4]	1	10	4096	OK
blk.10.indexer.compress_norm.weight	blk.10.indexer.compress_norm.weight	f32	[128]	1	10	512	OK
blk.10.indexer.compress_gate.weight	blk.10.indexer.compress_gate.weight	bf16	[4096x256]	1	10	2097152	OK
blk.10.indexer.compress_kv.weight	blk.10.indexer.compress_kv.weight	bf16	[4096x256]	1	10	2097152	OK
blk.10.indexer.proj.weight	blk.10.indexer.proj.weight	bf16	[4096x64]	1	10	524288	OK
blk.10.indexer.attn_q_b.weight	blk.10.indexer.attn_q_b.weight	f8_e4m3_b128	[1024x8192]	1	10	8454144	OK
blk.10.attn_kv_a_norm.weight	blk.10.attn_kv_a_norm.weight	f32	[512]	1	10	2048	OK
blk.10.attn_q_a_norm.weight	blk.10.attn_q_a_norm.weight	f32	[1024]	1	10	4096	OK
blk.10.attn_kv_latent.weight	blk.10.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	1	10	2113536	OK
blk.10.attn_output_a.weight	blk.10.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	1	10	33816576	OK
blk.10.attn_output_b.weight	blk.10.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	1	10	33816576	OK
blk.10.attn_q_a.weight	blk.10.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	1	10	4227072	OK
blk.10.attn_q_b.weight	blk.10.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	1	10	33816576	OK
blk.10.attn_norm.weight	blk.10.attn_norm.weight	f32	[4096]	1	10	16384	OK
blk.10.ffn_down_exps.weight	blk.10.ffn_down_exps.weight	mxfp4	[2048x4096x256]	1	10	1140850688	OK
blk.10.ffn_gate_exps.weight	blk.10.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	1	10	1140850688	OK
blk.10.ffn_up_exps.weight	blk.10.ffn_up_exps.weight	mxfp4	[4096x2048x256]	1	10	1140850688	OK
blk.10.exp_probs_b	blk.10.exp_probs_b	f32	[256]	1	10	1024	OK
blk.10.ffn_gate_inp.weight	blk.10.ffn_gate_inp.weight	f32	[4096x256]	1	10	4194304	OK
blk.10.ffn_gate_shexp.weight	blk.10.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	1	10	8454144	OK
blk.10.ffn_down_shexp.weight	blk.10.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	1	10	8454144	OK
blk.10.ffn_up_shexp.weight	blk.10.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	1	10	8454144	OK
blk.10.ffn_norm.weight	blk.10.ffn_norm.weight	f32	[4096]	1	10	16384	OK
blk.10.hc_attn_base	blk.10.hc_attn_base	f32	[24]	1	10	96	OK
blk.10.hc_attn_fn	blk.10.hc_attn_fn	f32	[16384x24]	1	10	1572864	OK
blk.10.hc_attn_scale	blk.10.hc_attn_scale	f32	[3]	1	10	12	OK
blk.10.hc_ffn_base	blk.10.hc_ffn_base	f32	[24]	1	10	96	OK
blk.10.hc_ffn_fn	blk.10.hc_ffn_fn	f32	[16384x24]	1	10	1572864	OK
blk.10.hc_ffn_scale	blk.10.hc_ffn_scale	f32	[3]	1	10	12	OK
blk.11.attn_sinks	blk.11.attn_sinks	f32	[64]	1	11	256	OK
blk.11.attn_compress_ape	blk.11.attn_compress_ape	f32	[512x128]	1	11	262144	OK
blk.11.attn_compress_norm.weight	blk.11.attn_compress_norm.weight	f32	[512]	1	11	2048	OK
blk.11.attn_compress_gate.weight	blk.11.attn_compress_gate.weight	bf16	[4096x512]	1	11	4194304	OK
blk.11.attn_compress_kv.weight	blk.11.attn_compress_kv.weight	bf16	[4096x512]	1	11	4194304	OK
blk.11.attn_kv_a_norm.weight	blk.11.attn_kv_a_norm.weight	f32	[512]	1	11	2048	OK
blk.11.attn_q_a_norm.weight	blk.11.attn_q_a_norm.weight	f32	[1024]	1	11	4096	OK
blk.11.attn_kv_latent.weight	blk.11.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	1	11	2113536	OK
blk.11.attn_output_a.weight	blk.11.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	1	11	33816576	OK
blk.11.attn_output_b.weight	blk.11.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	1	11	33816576	OK
blk.11.attn_q_a.weight	blk.11.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	1	11	4227072	OK
blk.11.attn_q_b.weight	blk.11.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	1	11	33816576	OK
blk.11.attn_norm.weight	blk.11.attn_norm.weight	f32	[4096]	1	11	16384	OK
blk.11.ffn_down_exps.weight	blk.11.ffn_down_exps.weight	mxfp4	[2048x4096x256]	1	11	1140850688	OK
blk.11.ffn_gate_exps.weight	blk.11.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	1	11	1140850688	OK
blk.11.ffn_up_exps.weight	blk.11.ffn_up_exps.weight	mxfp4	[4096x2048x256]	1	11	1140850688	OK
blk.11.exp_probs_b	blk.11.exp_probs_b	f32	[256]	1	11	1024	OK
blk.11.ffn_gate_inp.weight	blk.11.ffn_gate_inp.weight	f32	[4096x256]	1	11	4194304	OK
blk.11.ffn_gate_shexp.weight	blk.11.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	1	11	8454144	OK
blk.11.ffn_down_shexp.weight	blk.11.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	1	11	8454144	OK
blk.11.ffn_up_shexp.weight	blk.11.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	1	11	8454144	OK
blk.11.ffn_norm.weight	blk.11.ffn_norm.weight	f32	[4096]	1	11	16384	OK
blk.11.hc_attn_base	blk.11.hc_attn_base	f32	[24]	1	11	96	OK
blk.11.hc_attn_fn	blk.11.hc_attn_fn	f32	[16384x24]	1	11	1572864	OK
blk.11.hc_attn_scale	blk.11.hc_attn_scale	f32	[3]	1	11	12	OK
blk.11.hc_ffn_base	blk.11.hc_ffn_base	f32	[24]	1	11	96	OK
blk.11.hc_ffn_fn	blk.11.hc_ffn_fn	f32	[16384x24]	1	11	1572864	OK
blk.11.hc_ffn_scale	blk.11.hc_ffn_scale	f32	[3]	1	11	12	OK
blk.12.attn_sinks	blk.12.attn_sinks	f32	[64]	2	12	256	OK
blk.12.attn_compress_ape	blk.12.attn_compress_ape	f32	[1024x4]	2	12	16384	OK
blk.12.attn_compress_norm.weight	blk.12.attn_compress_norm.weight	f32	[512]	2	12	2048	OK
blk.12.attn_compress_gate.weight	blk.12.attn_compress_gate.weight	bf16	[4096x1024]	2	12	8388608	OK
blk.12.attn_compress_kv.weight	blk.12.attn_compress_kv.weight	bf16	[4096x1024]	2	12	8388608	OK
blk.12.indexer.compress_ape	blk.12.indexer.compress_ape	f32	[256x4]	2	12	4096	OK
blk.12.indexer.compress_norm.weight	blk.12.indexer.compress_norm.weight	f32	[128]	2	12	512	OK
blk.12.indexer.compress_gate.weight	blk.12.indexer.compress_gate.weight	bf16	[4096x256]	2	12	2097152	OK
blk.12.indexer.compress_kv.weight	blk.12.indexer.compress_kv.weight	bf16	[4096x256]	2	12	2097152	OK
blk.12.indexer.proj.weight	blk.12.indexer.proj.weight	bf16	[4096x64]	2	12	524288	OK
blk.12.indexer.attn_q_b.weight	blk.12.indexer.attn_q_b.weight	f8_e4m3_b128	[1024x8192]	2	12	8454144	OK
blk.12.attn_kv_a_norm.weight	blk.12.attn_kv_a_norm.weight	f32	[512]	2	12	2048	OK
blk.12.attn_q_a_norm.weight	blk.12.attn_q_a_norm.weight	f32	[1024]	2	12	4096	OK
blk.12.attn_kv_latent.weight	blk.12.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	2	12	2113536	OK
blk.12.attn_output_a.weight	blk.12.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	2	12	33816576	OK
blk.12.attn_output_b.weight	blk.12.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	2	12	33816576	OK
blk.12.attn_q_a.weight	blk.12.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	2	12	4227072	OK
blk.12.attn_q_b.weight	blk.12.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	2	12	33816576	OK
blk.12.attn_norm.weight	blk.12.attn_norm.weight	f32	[4096]	2	12	16384	OK
blk.12.ffn_down_exps.weight	blk.12.ffn_down_exps.weight	mxfp4	[2048x4096x256]	2	12	1140850688	OK
blk.12.ffn_gate_exps.weight	blk.12.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	2	12	1140850688	OK
blk.12.ffn_up_exps.weight	blk.12.ffn_up_exps.weight	mxfp4	[4096x2048x256]	2	12	1140850688	OK
blk.12.exp_probs_b	blk.12.exp_probs_b	f32	[256]	2	12	1024	OK
blk.12.ffn_gate_inp.weight	blk.12.ffn_gate_inp.weight	f32	[4096x256]	2	12	4194304	OK
blk.12.ffn_gate_shexp.weight	blk.12.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	2	12	8454144	OK
blk.12.ffn_down_shexp.weight	blk.12.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	2	12	8454144	OK
blk.12.ffn_up_shexp.weight	blk.12.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	2	12	8454144	OK
blk.12.ffn_norm.weight	blk.12.ffn_norm.weight	f32	[4096]	2	12	16384	OK
blk.12.hc_attn_base	blk.12.hc_attn_base	f32	[24]	2	12	96	OK
blk.12.hc_attn_fn	blk.12.hc_attn_fn	f32	[16384x24]	2	12	1572864	OK
blk.12.hc_attn_scale	blk.12.hc_attn_scale	f32	[3]	2	12	12	OK
blk.12.hc_ffn_base	blk.12.hc_ffn_base	f32	[24]	2	12	96	OK
blk.12.hc_ffn_fn	blk.12.hc_ffn_fn	f32	[16384x24]	2	12	1572864	OK
blk.12.hc_ffn_scale	blk.12.hc_ffn_scale	f32	[3]	2	12	12	OK
blk.13.attn_sinks	blk.13.attn_sinks	f32	[64]	2	13	256	OK
blk.13.attn_compress_ape	blk.13.attn_compress_ape	f32	[512x128]	2	13	262144	OK
blk.13.attn_compress_norm.weight	blk.13.attn_compress_norm.weight	f32	[512]	2	13	2048	OK
blk.13.attn_compress_gate.weight	blk.13.attn_compress_gate.weight	bf16	[4096x512]	2	13	4194304	OK
blk.13.attn_compress_kv.weight	blk.13.attn_compress_kv.weight	bf16	[4096x512]	2	13	4194304	OK
blk.13.attn_kv_a_norm.weight	blk.13.attn_kv_a_norm.weight	f32	[512]	2	13	2048	OK
blk.13.attn_q_a_norm.weight	blk.13.attn_q_a_norm.weight	f32	[1024]	2	13	4096	OK
blk.13.attn_kv_latent.weight	blk.13.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	2	13	2113536	OK
blk.13.attn_output_a.weight	blk.13.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	2	13	33816576	OK
