name	layer	gpu	family	dims	elements	ggml_type_id	ggml_type	bytes
blk.42.ffn_up_shexp.weight	42	7	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.42.ffn_norm.weight	42	7	control	[4096]	4096	0	f32	16384
blk.42.hc_attn_base	42	7	hc	[24]	24	0	f32	96
blk.42.hc_attn_fn	42	7	hc	[16384x24]	393216	0	f32	1572864
blk.42.hc_attn_scale	42	7	hc	[3]	3	0	f32	12
blk.42.hc_ffn_base	42	7	hc	[24]	24	0	f32	96
blk.42.hc_ffn_fn	42	7	hc	[16384x24]	393216	0	f32	1572864
blk.42.hc_ffn_scale	42	7	hc	[3]	3	0	f32	12
hc_head_base	-1	-1	hc	[4]	4	0	f32	16
hc_head_fn	-1	-1	hc	[16384x4]	65536	0	f32	262144
hc_head_scale	-1	-1	hc	[1]	1	0	f32	4
output.weight	-1	-1	output_head	[4096x129280]	529530880	30	bf16	1059061760
output_norm.weight	-1	-1	global	[4096]	4096	0	f32	16384
