name	layer	gpu	family	dims	elements	ggml_type_id	ggml_type	bytes
blk.32.ffn_gate_shexp.weight	32	5	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.32.ffn_down_shexp.weight	32	5	shared_expert	[2048x4096]	8388608	42	f8_e4m3_b128	8454144
blk.32.ffn_up_shexp.weight	32	5	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.32.ffn_norm.weight	32	5	control	[4096]	4096	0	f32	16384
blk.32.hc_attn_base	32	5	hc	[24]	24	0	f32	96
blk.32.hc_attn_fn	32	5	hc	[16384x24]	393216	0	f32	1572864
blk.32.hc_attn_scale	32	5	hc	[3]	3	0	f32	12
blk.32.hc_ffn_base	32	5	hc	[24]	24	0	f32	96
blk.32.hc_ffn_fn	32	5	hc	[16384x24]	393216	0	f32	1572864
blk.32.hc_ffn_scale	32	5	hc	[3]	3	0	f32	12
blk.33.attn_sinks	33	5	attention	[64]	64	0	f32	256
blk.33.attn_compress_ape	33	5	compressor	[512x128]	65536	0	f32	262144
blk.33.attn_compress_norm.weight	33	5	compressor	[512]	512	0	f32	2048
blk.33.attn_compress_gate.weight	33	5	compressor	[4096x512]	2097152	30	bf16	4194304
blk.33.attn_compress_kv.weight	33	5	compressor	[4096x512]	2097152	30	bf16	4194304
blk.33.attn_kv_a_norm.weight	33	5	attention	[512]	512	0	f32	2048
blk.33.attn_q_a_norm.weight	33	5	attention	[1024]	1024	0	f32	4096
blk.33.attn_kv_latent.weight	33	5	attention	[4096x512]	2097152	42	f8_e4m3_b128	2113536
blk.33.attn_output_a.weight	33	5	attention	[4096x8192]	33554432	42	f8_e4m3_b128	33816576
blk.33.attn_output_b.weight	33	5	attention	[8192x4096]	33554432	42	f8_e4m3_b128	33816576
blk.33.attn_q_a.weight	33	5	attention	[4096x1024]	4194304	42	f8_e4m3_b128	4227072
blk.33.attn_q_b.weight	33	5	attention	[1024x32768]	33554432	42	f8_e4m3_b128	33816576
blk.33.attn_norm.weight	33	5	attention	[4096]	4096	0	f32	16384
blk.33.ffn_down_exps.weight	33	5	routed_expert	[2048x4096x256]	2147483648	39	mxfp4	1140850688
blk.33.ffn_gate_exps.weight	33	5	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.33.ffn_up_exps.weight	33	5	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.33.exp_probs_b	33	5	router	[256]	256	0	f32	1024
blk.33.ffn_gate_inp.weight	33	5	router	[4096x256]	1048576	0	f32	4194304
blk.33.ffn_gate_shexp.weight	33	5	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.33.ffn_down_shexp.weight	33	5	shared_expert	[2048x4096]	8388608	42	f8_e4m3_b128	8454144
blk.33.ffn_up_shexp.weight	33	5	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.33.ffn_norm.weight	33	5	control	[4096]	4096	0	f32	16384
blk.33.hc_attn_base	33	5	hc	[24]	24	0	f32	96
blk.33.hc_attn_fn	33	5	hc	[16384x24]	393216	0	f32	1572864
blk.33.hc_attn_scale	33	5	hc	[3]	3	0	f32	12
blk.33.hc_ffn_base	33	5	hc	[24]	24	0	f32	96
blk.33.hc_ffn_fn	33	5	hc	[16384x24]	393216	0	f32	1572864
blk.33.hc_ffn_scale	33	5	hc	[3]	3	0	f32	12
blk.34.attn_sinks	34	5	attention	[64]	64	0	f32	256
blk.34.attn_compress_ape	34	5	compressor	[1024x4]	4096	0	f32	16384
blk.34.attn_compress_norm.weight	34	5	compressor	[512]	512	0	f32	2048
blk.34.attn_compress_gate.weight	34	5	compressor	[4096x1024]	4194304	30	bf16	8388608
blk.34.attn_compress_kv.weight	34	5	compressor	[4096x1024]	4194304	30	bf16	8388608
blk.34.indexer.compress_ape	34	5	indexer	[256x4]	1024	0	f32	4096
blk.34.indexer.compress_norm.weight	34	5	indexer	[128]	128	0	f32	512
blk.34.indexer.compress_gate.weight	34	5	indexer	[4096x256]	1048576	30	bf16	2097152
blk.34.indexer.compress_kv.weight	34	5	indexer	[4096x256]	1048576	30	bf16	2097152
blk.34.indexer.proj.weight	34	5	indexer	[4096x64]	262144	30	bf16	524288
blk.34.indexer.attn_q_b.weight	34	5	indexer	[1024x8192]	8388608	42	f8_e4m3_b128	8454144
blk.34.attn_kv_a_norm.weight	34	5	attention	[512]	512	0	f32	2048
blk.34.attn_q_a_norm.weight	34	5	attention	[1024]	1024	0	f32	4096
blk.34.attn_kv_latent.weight	34	5	attention	[4096x512]	2097152	42	f8_e4m3_b128	2113536
blk.34.attn_output_a.weight	34	5	attention	[4096x8192]	33554432	42	f8_e4m3_b128	33816576
blk.34.attn_output_b.weight	34	5	attention	[8192x4096]	33554432	42	f8_e4m3_b128	33816576
blk.34.attn_q_a.weight	34	5	attention	[4096x1024]	4194304	42	f8_e4m3_b128	4227072
blk.34.attn_q_b.weight	34	5	attention	[1024x32768]	33554432	42	f8_e4m3_b128	33816576
blk.34.attn_norm.weight	34	5	attention	[4096]	4096	0	f32	16384
blk.34.ffn_down_exps.weight	34	5	routed_expert	[2048x4096x256]	2147483648	39	mxfp4	1140850688
blk.34.ffn_gate_exps.weight	34	5	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.34.ffn_up_exps.weight	34	5	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.34.exp_probs_b	34	5	router	[256]	256	0	f32	1024
blk.34.ffn_gate_inp.weight	34	5	router	[4096x256]	1048576	0	f32	4194304
blk.34.ffn_gate_shexp.weight	34	5	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.34.ffn_down_shexp.weight	34	5	shared_expert	[2048x4096]	8388608	42	f8_e4m3_b128	8454144
blk.34.ffn_up_shexp.weight	34	5	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.34.ffn_norm.weight	34	5	control	[4096]	4096	0	f32	16384
blk.34.hc_attn_base	34	5	hc	[24]	24	0	f32	96
blk.34.hc_attn_fn	34	5	hc	[16384x24]	393216	0	f32	1572864
blk.34.hc_attn_scale	34	5	hc	[3]	3	0	f32	12
blk.34.hc_ffn_base	34	5	hc	[24]	24	0	f32	96
blk.34.hc_ffn_fn	34	5	hc	[16384x24]	393216	0	f32	1572864
blk.34.hc_ffn_scale	34	5	hc	[3]	3	0	f32	12
blk.35.attn_sinks	35	6	attention	[64]	64	0	f32	256
blk.35.attn_compress_ape	35	6	compressor	[512x128]	65536	0	f32	262144
blk.35.attn_compress_norm.weight	35	6	compressor	[512]	512	0	f32	2048
blk.35.attn_compress_gate.weight	35	6	compressor	[4096x512]	2097152	30	bf16	4194304
blk.35.attn_compress_kv.weight	35	6	compressor	[4096x512]	2097152	30	bf16	4194304
blk.35.attn_kv_a_norm.weight	35	6	attention	[512]	512	0	f32	2048
blk.35.attn_q_a_norm.weight	35	6	attention	[1024]	1024	0	f32	4096
blk.35.attn_kv_latent.weight	35	6	attention	[4096x512]	2097152	42	f8_e4m3_b128	2113536
blk.35.attn_output_a.weight	35	6	attention	[4096x8192]	33554432	42	f8_e4m3_b128	33816576
blk.35.attn_output_b.weight	35	6	attention	[8192x4096]	33554432	42	f8_e4m3_b128	33816576
blk.35.attn_q_a.weight	35	6	attention	[4096x1024]	4194304	42	f8_e4m3_b128	4227072
blk.35.attn_q_b.weight	35	6	attention	[1024x32768]	33554432	42	f8_e4m3_b128	33816576
blk.35.attn_norm.weight	35	6	attention	[4096]	4096	0	f32	16384
blk.35.ffn_down_exps.weight	35	6	routed_expert	[2048x4096x256]	2147483648	39	mxfp4	1140850688
blk.35.ffn_gate_exps.weight	35	6	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.35.ffn_up_exps.weight	35	6	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.35.exp_probs_b	35	6	router	[256]	256	0	f32	1024
blk.35.ffn_gate_inp.weight	35	6	router	[4096x256]	1048576	0	f32	4194304
blk.35.ffn_gate_shexp.weight	35	6	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.35.ffn_down_shexp.weight	35	6	shared_expert	[2048x4096]	8388608	42	f8_e4m3_b128	8454144
blk.35.ffn_up_shexp.weight	35	6	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.35.ffn_norm.weight	35	6	control	[4096]	4096	0	f32	16384
blk.35.hc_attn_base	35	6	hc	[24]	24	0	f32	96
blk.35.hc_attn_fn	35	6	hc	[16384x24]	393216	0	f32	1572864
blk.35.hc_attn_scale	35	6	hc	[3]	3	0	f32	12
blk.35.hc_ffn_base	35	6	hc	[24]	24	0	f32	96
blk.35.hc_ffn_fn	35	6	hc	[16384x24]	393216	0	f32	1572864
blk.35.hc_ffn_scale	35	6	hc	[3]	3	0	f32	12
blk.36.attn_sinks	36	6	attention	[64]	64	0	f32	256
blk.36.attn_compress_ape	36	6	compressor	[1024x4]	4096	0	f32	16384
blk.36.attn_compress_norm.weight	36	6	compressor	[512]	512	0	f32	2048
blk.36.attn_compress_gate.weight	36	6	compressor	[4096x1024]	4194304	30	bf16	8388608
blk.36.attn_compress_kv.weight	36	6	compressor	[4096x1024]	4194304	30	bf16	8388608
blk.36.indexer.compress_ape	36	6	indexer	[256x4]	1024	0	f32	4096
blk.36.indexer.compress_norm.weight	36	6	indexer	[128]	128	0	f32	512
blk.36.indexer.compress_gate.weight	36	6	indexer	[4096x256]	1048576	30	bf16	2097152
blk.36.indexer.compress_kv.weight	36	6	indexer	[4096x256]	1048576	30	bf16	2097152
blk.36.indexer.proj.weight	36	6	indexer	[4096x64]	262144	30	bf16	524288
blk.36.indexer.attn_q_b.weight	36	6	indexer	[1024x8192]	8388608	42	f8_e4m3_b128	8454144
blk.36.attn_kv_a_norm.weight	36	6	attention	[512]	512	0	f32	2048
blk.36.attn_q_a_norm.weight	36	6	attention	[1024]	1024	0	f32	4096
blk.36.attn_kv_latent.weight	36	6	attention	[4096x512]	2097152	42	f8_e4m3_b128	2113536
blk.36.attn_output_a.weight	36	6	attention	[4096x8192]	33554432	42	f8_e4m3_b128	33816576
blk.36.attn_output_b.weight	36	6	attention	[8192x4096]	33554432	42	f8_e4m3_b128	33816576
blk.36.attn_q_a.weight	36	6	attention	[4096x1024]	4194304	42	f8_e4m3_b128	4227072
blk.36.attn_q_b.weight	36	6	attention	[1024x32768]	33554432	42	f8_e4m3_b128	33816576
blk.36.attn_norm.weight	36	6	attention	[4096]	4096	0	f32	16384
blk.36.ffn_down_exps.weight	36	6	routed_expert	[2048x4096x256]	2147483648	39	mxfp4	1140850688
blk.36.ffn_gate_exps.weight	36	6	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.36.ffn_up_exps.weight	36	6	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.36.exp_probs_b	36	6	router	[256]	256	0	f32	1024
blk.36.ffn_gate_inp.weight	36	6	router	[4096x256]	1048576	0	f32	4194304
blk.36.ffn_gate_shexp.weight	36	6	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.36.ffn_down_shexp.weight	36	6	shared_expert	[2048x4096]	8388608	42	f8_e4m3_b128	8454144
blk.36.ffn_up_shexp.weight	36	6	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.36.ffn_norm.weight	36	6	control	[4096]	4096	0	f32	16384
blk.36.hc_attn_base	36	6	hc	[24]	24	0	f32	96
blk.36.hc_attn_fn	36	6	hc	[16384x24]	393216	0	f32	1572864
blk.36.hc_attn_scale	36	6	hc	[3]	3	0	f32	12
blk.36.hc_ffn_base	36	6	hc	[24]	24	0	f32	96
blk.36.hc_ffn_fn	36	6	hc	[16384x24]	393216	0	f32	1572864
blk.36.hc_ffn_scale	36	6	hc	[3]	3	0	f32	12
blk.37.attn_sinks	37	6	attention	[64]	64	0	f32	256
blk.37.attn_compress_ape	37	6	compressor	[512x128]	65536	0	f32	262144
blk.37.attn_compress_norm.weight	37	6	compressor	[512]	512	0	f32	2048
blk.37.attn_compress_gate.weight	37	6	compressor	[4096x512]	2097152	30	bf16	4194304
blk.37.attn_compress_kv.weight	37	6	compressor	[4096x512]	2097152	30	bf16	4194304
blk.37.attn_kv_a_norm.weight	37	6	attention	[512]	512	0	f32	2048
blk.37.attn_q_a_norm.weight	37	6	attention	[1024]	1024	0	f32	4096
blk.37.attn_kv_latent.weight	37	6	attention	[4096x512]	2097152	42	f8_e4m3_b128	2113536
blk.37.attn_output_a.weight	37	6	attention	[4096x8192]	33554432	42	f8_e4m3_b128	33816576
blk.37.attn_output_b.weight	37	6	attention	[8192x4096]	33554432	42	f8_e4m3_b128	33816576
blk.37.attn_q_a.weight	37	6	attention	[4096x1024]	4194304	42	f8_e4m3_b128	4227072
blk.37.attn_q_b.weight	37	6	attention	[1024x32768]	33554432	42	f8_e4m3_b128	33816576
blk.37.attn_norm.weight	37	6	attention	[4096]	4096	0	f32	16384
blk.37.ffn_down_exps.weight	37	6	routed_expert	[2048x4096x256]	2147483648	39	mxfp4	1140850688
blk.37.ffn_gate_exps.weight	37	6	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.37.ffn_up_exps.weight	37	6	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.37.exp_probs_b	37	6	router	[256]	256	0	f32	1024
blk.37.ffn_gate_inp.weight	37	6	router	[4096x256]	1048576	0	f32	4194304
blk.37.ffn_gate_shexp.weight	37	6	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.37.ffn_down_shexp.weight	37	6	shared_expert	[2048x4096]	8388608	42	f8_e4m3_b128	8454144
blk.37.ffn_up_shexp.weight	37	6	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.37.ffn_norm.weight	37	6	control	[4096]	4096	0	f32	16384
blk.37.hc_attn_base	37	6	hc	[24]	24	0	f32	96
blk.37.hc_attn_fn	37	6	hc	[16384x24]	393216	0	f32	1572864
blk.37.hc_attn_scale	37	6	hc	[3]	3	0	f32	12
blk.37.hc_ffn_base	37	6	hc	[24]	24	0	f32	96
blk.37.hc_ffn_fn	37	6	hc	[16384x24]	393216	0	f32	1572864
blk.37.hc_ffn_scale	37	6	hc	[3]	3	0	f32	12
blk.38.attn_sinks	38	6	attention	[64]	64	0	f32	256
blk.38.attn_compress_ape	38	6	compressor	[1024x4]	4096	0	f32	16384
blk.38.attn_compress_norm.weight	38	6	compressor	[512]	512	0	f32	2048
blk.38.attn_compress_gate.weight	38	6	compressor	[4096x1024]	4194304	30	bf16	8388608
blk.38.attn_compress_kv.weight	38	6	compressor	[4096x1024]	4194304	30	bf16	8388608
blk.38.indexer.compress_ape	38	6	indexer	[256x4]	1024	0	f32	4096
blk.38.indexer.compress_norm.weight	38	6	indexer	[128]	128	0	f32	512
blk.38.indexer.compress_gate.weight	38	6	indexer	[4096x256]	1048576	30	bf16	2097152
blk.38.indexer.compress_kv.weight	38	6	indexer	[4096x256]	1048576	30	bf16	2097152
blk.38.indexer.proj.weight	38	6	indexer	[4096x64]	262144	30	bf16	524288
blk.38.indexer.attn_q_b.weight	38	6	indexer	[1024x8192]	8388608	42	f8_e4m3_b128	8454144
blk.38.attn_kv_a_norm.weight	38	6	attention	[512]	512	0	f32	2048
blk.38.attn_q_a_norm.weight	38	6	attention	[1024]	1024	0	f32	4096
blk.38.attn_kv_latent.weight	38	6	attention	[4096x512]	2097152	42	f8_e4m3_b128	2113536
blk.38.attn_output_a.weight	38	6	attention	[4096x8192]	33554432	42	f8_e4m3_b128	33816576
blk.38.attn_output_b.weight	38	6	attention	[8192x4096]	33554432	42	f8_e4m3_b128	33816576
blk.38.attn_q_a.weight	38	6	attention	[4096x1024]	4194304	42	f8_e4m3_b128	4227072
blk.38.attn_q_b.weight	38	6	attention	[1024x32768]	33554432	42	f8_e4m3_b128	33816576
blk.38.attn_norm.weight	38	6	attention	[4096]	4096	0	f32	16384
blk.38.ffn_down_exps.weight	38	6	routed_expert	[2048x4096x256]	2147483648	39	mxfp4	1140850688
blk.38.ffn_gate_exps.weight	38	6	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.38.ffn_up_exps.weight	38	6	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.38.exp_probs_b	38	6	router	[256]	256	0	f32	1024
blk.38.ffn_gate_inp.weight	38	6	router	[4096x256]	1048576	0	f32	4194304
blk.38.ffn_gate_shexp.weight	38	6	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.38.ffn_down_shexp.weight	38	6	shared_expert	[2048x4096]	8388608	42	f8_e4m3_b128	8454144
blk.38.ffn_up_shexp.weight	38	6	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.38.ffn_norm.weight	38	6	control	[4096]	4096	0	f32	16384
blk.38.hc_attn_base	38	6	hc	[24]	24	0	f32	96
blk.38.hc_attn_fn	38	6	hc	[16384x24]	393216	0	f32	1572864
blk.38.hc_attn_scale	38	6	hc	[3]	3	0	f32	12
blk.38.hc_ffn_base	38	6	hc	[24]	24	0	f32	96
blk.38.hc_ffn_fn	38	6	hc	[16384x24]	393216	0	f32	1572864
blk.38.hc_ffn_scale	38	6	hc	[3]	3	0	f32	12
blk.39.attn_sinks	39	6	attention	[64]	64	0	f32	256
blk.39.attn_compress_ape	39	6	compressor	[512x128]	65536	0	f32	262144
blk.39.attn_compress_norm.weight	39	6	compressor	[512]	512	0	f32	2048
blk.39.attn_compress_gate.weight	39	6	compressor	[4096x512]	2097152	30	bf16	4194304
blk.39.attn_compress_kv.weight	39	6	compressor	[4096x512]	2097152	30	bf16	4194304
blk.39.attn_kv_a_norm.weight	39	6	attention	[512]	512	0	f32	2048
blk.39.attn_q_a_norm.weight	39	6	attention	[1024]	1024	0	f32	4096
blk.39.attn_kv_latent.weight	39	6	attention	[4096x512]	2097152	42	f8_e4m3_b128	2113536
blk.39.attn_output_a.weight	39	6	attention	[4096x8192]	33554432	42	f8_e4m3_b128	33816576
blk.39.attn_output_b.weight	39	6	attention	[8192x4096]	33554432	42	f8_e4m3_b128	33816576
blk.39.attn_q_a.weight	39	6	attention	[4096x1024]	4194304	42	f8_e4m3_b128	4227072
blk.39.attn_q_b.weight	39	6	attention	[1024x32768]	33554432	42	f8_e4m3_b128	33816576
blk.39.attn_norm.weight	39	6	attention	[4096]	4096	0	f32	16384
blk.39.ffn_down_exps.weight	39	6	routed_expert	[2048x4096x256]	2147483648	39	mxfp4	1140850688
blk.39.ffn_gate_exps.weight	39	6	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.39.ffn_up_exps.weight	39	6	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.39.exp_probs_b	39	6	router	[256]	256	0	f32	1024
blk.39.ffn_gate_inp.weight	39	6	router	[4096x256]	1048576	0	f32	4194304
blk.39.ffn_gate_shexp.weight	39	6	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.39.ffn_down_shexp.weight	39	6	shared_expert	[2048x4096]	8388608	42	f8_e4m3_b128	8454144
blk.39.ffn_up_shexp.weight	39	6	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.39.ffn_norm.weight	39	6	control	[4096]	4096	0	f32	16384
blk.39.hc_attn_base	39	6	hc	[24]	24	0	f32	96
blk.39.hc_attn_fn	39	6	hc	[16384x24]	393216	0	f32	1572864
blk.39.hc_attn_scale	39	6	hc	[3]	3	0	f32	12
blk.39.hc_ffn_base	39	6	hc	[24]	24	0	f32	96
blk.39.hc_ffn_fn	39	6	hc	[16384x24]	393216	0	f32	1572864
blk.39.hc_ffn_scale	39	6	hc	[3]	3	0	f32	12
blk.40.attn_sinks	40	7	attention	[64]	64	0	f32	256
blk.40.attn_compress_ape	40	7	compressor	[1024x4]	4096	0	f32	16384
blk.40.attn_compress_norm.weight	40	7	compressor	[512]	512	0	f32	2048
blk.40.attn_compress_gate.weight	40	7	compressor	[4096x1024]	4194304	30	bf16	8388608
blk.40.attn_compress_kv.weight	40	7	compressor	[4096x1024]	4194304	30	bf16	8388608
blk.40.indexer.compress_ape	40	7	indexer	[256x4]	1024	0	f32	4096
blk.40.indexer.compress_norm.weight	40	7	indexer	[128]	128	0	f32	512
blk.40.indexer.compress_gate.weight	40	7	indexer	[4096x256]	1048576	30	bf16	2097152
blk.40.indexer.compress_kv.weight	40	7	indexer	[4096x256]	1048576	30	bf16	2097152
blk.40.indexer.proj.weight	40	7	indexer	[4096x64]	262144	30	bf16	524288
blk.40.indexer.attn_q_b.weight	40	7	indexer	[1024x8192]	8388608	42	f8_e4m3_b128	8454144
blk.40.attn_kv_a_norm.weight	40	7	attention	[512]	512	0	f32	2048
blk.40.attn_q_a_norm.weight	40	7	attention	[1024]	1024	0	f32	4096
blk.40.attn_kv_latent.weight	40	7	attention	[4096x512]	2097152	42	f8_e4m3_b128	2113536
blk.40.attn_output_a.weight	40	7	attention	[4096x8192]	33554432	42	f8_e4m3_b128	33816576
blk.40.attn_output_b.weight	40	7	attention	[8192x4096]	33554432	42	f8_e4m3_b128	33816576
blk.40.attn_q_a.weight	40	7	attention	[4096x1024]	4194304	42	f8_e4m3_b128	4227072
blk.40.attn_q_b.weight	40	7	attention	[1024x32768]	33554432	42	f8_e4m3_b128	33816576
blk.40.attn_norm.weight	40	7	attention	[4096]	4096	0	f32	16384
blk.40.ffn_down_exps.weight	40	7	routed_expert	[2048x4096x256]	2147483648	39	mxfp4	1140850688
blk.40.ffn_gate_exps.weight	40	7	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.40.ffn_up_exps.weight	40	7	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.40.exp_probs_b	40	7	router	[256]	256	0	f32	1024
blk.40.ffn_gate_inp.weight	40	7	router	[4096x256]	1048576	0	f32	4194304
blk.40.ffn_gate_shexp.weight	40	7	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.40.ffn_down_shexp.weight	40	7	shared_expert	[2048x4096]	8388608	42	f8_e4m3_b128	8454144
blk.40.ffn_up_shexp.weight	40	7	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.40.ffn_norm.weight	40	7	control	[4096]	4096	0	f32	16384
blk.40.hc_attn_base	40	7	hc	[24]	24	0	f32	96
blk.40.hc_attn_fn	40	7	hc	[16384x24]	393216	0	f32	1572864
blk.40.hc_attn_scale	40	7	hc	[3]	3	0	f32	12
blk.40.hc_ffn_base	40	7	hc	[24]	24	0	f32	96
blk.40.hc_ffn_fn	40	7	hc	[16384x24]	393216	0	f32	1572864
blk.40.hc_ffn_scale	40	7	hc	[3]	3	0	f32	12
blk.41.attn_sinks	41	7	attention	[64]	64	0	f32	256
blk.41.attn_compress_ape	41	7	compressor	[512x128]	65536	0	f32	262144
blk.41.attn_compress_norm.weight	41	7	compressor	[512]	512	0	f32	2048
blk.41.attn_compress_gate.weight	41	7	compressor	[4096x512]	2097152	30	bf16	4194304
blk.41.attn_compress_kv.weight	41	7	compressor	[4096x512]	2097152	30	bf16	4194304
blk.41.attn_kv_a_norm.weight	41	7	attention	[512]	512	0	f32	2048
blk.41.attn_q_a_norm.weight	41	7	attention	[1024]	1024	0	f32	4096
blk.41.attn_kv_latent.weight	41	7	attention	[4096x512]	2097152	42	f8_e4m3_b128	2113536
blk.41.attn_output_a.weight	41	7	attention	[4096x8192]	33554432	42	f8_e4m3_b128	33816576
blk.41.attn_output_b.weight	41	7	attention	[8192x4096]	33554432	42	f8_e4m3_b128	33816576
blk.41.attn_q_a.weight	41	7	attention	[4096x1024]	4194304	42	f8_e4m3_b128	4227072
blk.41.attn_q_b.weight	41	7	attention	[1024x32768]	33554432	42	f8_e4m3_b128	33816576
blk.41.attn_norm.weight	41	7	attention	[4096]	4096	0	f32	16384
blk.41.ffn_down_exps.weight	41	7	routed_expert	[2048x4096x256]	2147483648	39	mxfp4	1140850688
blk.41.ffn_gate_exps.weight	41	7	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.41.ffn_up_exps.weight	41	7	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.41.exp_probs_b	41	7	router	[256]	256	0	f32	1024
blk.41.ffn_gate_inp.weight	41	7	router	[4096x256]	1048576	0	f32	4194304
blk.41.ffn_gate_shexp.weight	41	7	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.41.ffn_down_shexp.weight	41	7	shared_expert	[2048x4096]	8388608	42	f8_e4m3_b128	8454144
blk.41.ffn_up_shexp.weight	41	7	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.41.ffn_norm.weight	41	7	control	[4096]	4096	0	f32	16384
blk.41.hc_attn_base	41	7	hc	[24]	24	0	f32	96
blk.41.hc_attn_fn	41	7	hc	[16384x24]	393216	0	f32	1572864
blk.41.hc_attn_scale	41	7	hc	[3]	3	0	f32	12
blk.41.hc_ffn_base	41	7	hc	[24]	24	0	f32	96
blk.41.hc_ffn_fn	41	7	hc	[16384x24]	393216	0	f32	1572864
blk.41.hc_ffn_scale	41	7	hc	[3]	3	0	f32	12
blk.42.attn_sinks	42	7	attention	[64]	64	0	f32	256
blk.42.attn_compress_ape	42	7	compressor	[1024x4]	4096	0	f32	16384
blk.42.attn_compress_norm.weight	42	7	compressor	[512]	512	0	f32	2048
blk.42.attn_compress_gate.weight	42	7	compressor	[4096x1024]	4194304	30	bf16	8388608
blk.42.attn_compress_kv.weight	42	7	compressor	[4096x1024]	4194304	30	bf16	8388608
blk.42.indexer.compress_ape	42	7	indexer	[256x4]	1024	0	f32	4096
blk.42.indexer.compress_norm.weight	42	7	indexer	[128]	128	0	f32	512
blk.42.indexer.compress_gate.weight	42	7	indexer	[4096x256]	1048576	30	bf16	2097152
blk.42.indexer.compress_kv.weight	42	7	indexer	[4096x256]	1048576	30	bf16	2097152
blk.42.indexer.proj.weight	42	7	indexer	[4096x64]	262144	30	bf16	524288
blk.42.indexer.attn_q_b.weight	42	7	indexer	[1024x8192]	8388608	42	f8_e4m3_b128	8454144
blk.42.attn_kv_a_norm.weight	42	7	attention	[512]	512	0	f32	2048
blk.42.attn_q_a_norm.weight	42	7	attention	[1024]	1024	0	f32	4096
blk.42.attn_kv_latent.weight	42	7	attention	[4096x512]	2097152	42	f8_e4m3_b128	2113536
blk.42.attn_output_a.weight	42	7	attention	[4096x8192]	33554432	42	f8_e4m3_b128	33816576
blk.42.attn_output_b.weight	42	7	attention	[8192x4096]	33554432	42	f8_e4m3_b128	33816576
blk.42.attn_q_a.weight	42	7	attention	[4096x1024]	4194304	42	f8_e4m3_b128	4227072
blk.42.attn_q_b.weight	42	7	attention	[1024x32768]	33554432	42	f8_e4m3_b128	33816576
blk.42.attn_norm.weight	42	7	attention	[4096]	4096	0	f32	16384
blk.42.ffn_down_exps.weight	42	7	routed_expert	[2048x4096x256]	2147483648	39	mxfp4	1140850688
blk.42.ffn_gate_exps.weight	42	7	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.42.ffn_up_exps.weight	42	7	routed_expert	[4096x2048x256]	2147483648	39	mxfp4	1140850688
blk.42.exp_probs_b	42	7	router	[256]	256	0	f32	1024
blk.42.ffn_gate_inp.weight	42	7	router	[4096x256]	1048576	0	f32	4194304
blk.42.ffn_gate_shexp.weight	42	7	shared_expert	[4096x2048]	8388608	42	f8_e4m3_b128	8454144
blk.42.ffn_down_shexp.weight	42	7	shared_expert	[2048x4096]	8388608	42	f8_e4m3_b128	8454144
