2026/05/21 16:05:42.399, 0, 65, 0
2026/05/21 16:05:42.399, 1, 100, 0
2026/05/21 16:05:42.400, 2, 100, 0
2026/05/21 16:05:42.400, 3, 100, 0
2026/05/21 16:05:42.400, 4, 100, 0
2026/05/21 16:05:42.401, 5, 100, 0
2026/05/21 16:05:42.401, 6, 100, 0
2026/05/21 16:05:42.401, 7, 16, 0
2026/05/21 16:05:43.058, 0, 40, 4
2026/05/21 16:05:43.060, 1, 1, 4
2026/05/21 16:05:43.060, 2, 1, 4
2026/05/21 16:05:43.061, 3, 1, 4
2026/05/21 16:05:43.090, 4, 0, 4
2026/05/21 16:05:43.123, 5, 0, 0
2026/05/21 16:05:43.125, 6, 0, 0
2026/05/21 16:05:43.159, 7, 0, 0
2026/05/21 16:05:44.392, 0, 0, 16
2026/05/21 16:05:44.397, 1, 0, 16
2026/05/21 16:05:44.406, 2, 0, 16
2026/05/21 16:05:44.418, 3, 0, 16
2026/05/21 16:05:44.435, 4, 0, 16
2026/05/21 16:05:44.448, 5, 0, 16
2026/05/21 16:05:44.451, 6, 0, 16
2026/05/21 16:05:44.458, 7, 0, 16
2026/05/21 16:05:45.162, 0, 0, 312
2026/05/21 16:05:45.163, 1, 0, 312
2026/05/21 16:05:45.164, 2, 1, 312
2026/05/21 16:05:45.165, 3, 1, 20812
2026/05/21 16:05:45.166, 4, 1, 20812
2026/05/21 16:05:45.167, 5, 0, 312
2026/05/21 16:05:45.169, 6, 0, 312
2026/05/21 16:05:45.169, 7, 0, 312
2026/05/21 16:05:45.760, 0, 2, 21794
2026/05/21 16:05:45.760, 1, 5, 20812
2026/05/21 16:05:45.761, 2, 6, 20812
2026/05/21 16:05:45.761, 3, 18, 20812
2026/05/21 16:05:45.761, 4, 7, 20812
2026/05/21 16:05:45.762, 5, 5, 17406
2026/05/21 16:05:45.762, 6, 6, 17386
2026/05/21 16:05:45.763, 7, 3, 11582
2026/05/21 16:05:46.358, 0, 3, 21794
2026/05/21 16:05:46.358, 1, 3, 20812
2026/05/21 16:05:46.359, 2, 19, 20812
2026/05/21 16:05:46.359, 3, 20, 20812
2026/05/21 16:05:46.360, 4, 12, 20812
2026/05/21 16:05:46.360, 5, 3, 17406
2026/05/21 16:05:46.361, 6, 8, 17386
2026/05/21 16:05:46.361, 7, 5, 11582
2026/05/21 16:05:46.977, 0, 5, 21794
2026/05/21 16:05:46.977, 1, 16, 20812
2026/05/21 16:05:46.977, 2, 22, 20812
2026/05/21 16:05:46.978, 3, 22, 20812
2026/05/21 16:05:46.978, 4, 22, 20812
2026/05/21 16:05:46.978, 5, 21, 17406
2026/05/21 16:05:46.978, 6, 3, 17386
2026/05/21 16:05:46.979, 7, 22, 11582
2026/05/21 16:05:47.562, 0, 5, 21794
2026/05/21 16:05:47.562, 1, 15, 20812
2026/05/21 16:05:47.562, 2, 21, 20812
2026/05/21 16:05:47.562, 3, 16, 20812
2026/05/21 16:05:47.563, 4, 22, 20812
2026/05/21 16:05:47.563, 5, 18, 17406
2026/05/21 16:05:47.563, 6, 20, 17386
2026/05/21 16:05:47.563, 7, 22, 11582
2026/05/21 16:05:48.160, 0, 3, 21794
2026/05/21 16:05:48.160, 1, 17, 20812
2026/05/21 16:05:48.160, 2, 15, 20812
2026/05/21 16:05:48.160, 3, 16, 20812
2026/05/21 16:05:48.161, 4, 16, 20812
2026/05/21 16:05:48.161, 5, 4, 17406
2026/05/21 16:05:48.161, 6, 17, 17386
2026/05/21 16:05:48.161, 7, 25, 11582
2026/05/21 16:05:48.768, 0, 20, 21794
2026/05/21 16:05:48.768, 1, 22, 20812
2026/05/21 16:05:48.769, 2, 22, 20812
2026/05/21 16:05:48.769, 3, 17, 20812
2026/05/21 16:05:48.769, 4, 17, 20812
2026/05/21 16:05:48.769, 5, 7, 17406
2026/05/21 16:05:48.769, 6, 21, 17386
2026/05/21 16:05:48.770, 7, 24, 11582
