record_type	tensor_id	source_name	layer_id	family	source_dtype	source_shape	runtime_layout	owning_gpu	tp_rank	ep_rank	split_axis	shard_index	shard_count	expert_first	expert_count	kv_ratio	kv_rows_per_slot	bytes_estimate	source_pack_file	source_shard_offset	source_byte_length	kernel_family
dense_tp	token_embd.weight	token_embd.weight	-1	dense_or_embedding	bf16	[4096x129280]	source_bf16	0	0	-1	vocab	0	8	-1	0	-1	0	132382720	gpu0.weights	0	1059061760	ds4_embedding_bf16
dense_tp	token_embd.weight	token_embd.weight	-1	dense_or_embedding	bf16	[4096x129280]	source_bf16	1	1	-1	vocab	1	8	-1	0	-1	0	132382720	gpu0.weights	0	1059061760	ds4_embedding_bf16
dense_tp	token_embd.weight	token_embd.weight	-1	dense_or_embedding	bf16	[4096x129280]	source_bf16	2	2	-1	vocab	2	8	-1	0	-1	0	132382720	gpu0.weights	0	1059061760	ds4_embedding_bf16
dense_tp	token_embd.weight	token_embd.weight	-1	dense_or_embedding	bf16	[4096x129280]	source_bf16	3	3	-1	vocab	3	8	-1	0	-1	0	132382720	gpu0.weights	0	1059061760	ds4_embedding_bf16
dense_tp	token_embd.weight	token_embd.weight	-1	dense_or_embedding	bf16	[4096x129280]	source_bf16	4	4	-1	vocab	4	8	-1	0	-1	0	132382720	gpu0.weights	0	1059061760	ds4_embedding_bf16
dense_tp	token_embd.weight	token_embd.weight	-1	dense_or_embedding	bf16	[4096x129280]	source_bf16	5	5	-1	vocab	5	8	-1	0	-1	0	132382720	gpu0.weights	0	1059061760	ds4_embedding_bf16
dense_tp	token_embd.weight	token_embd.weight	-1	dense_or_embedding	bf16	[4096x129280]	source_bf16	6	6	-1	vocab	6	8	-1	0	-1	0	132382720	gpu0.weights	0	1059061760	ds4_embedding_bf16
dense_tp	token_embd.weight	token_embd.weight	-1	dense_or_embedding	bf16	[4096x129280]	source_bf16	7	7	-1	vocab	7	8	-1	0	-1	0	132382720	gpu0.weights	0	1059061760	ds4_embedding_bf16
replicated_control	blk.0.attn_sinks	blk.0.attn_sinks	0	control_or_router	f32	[64]	source_f32_control	0	0	-1	replicate	0	8	-1	0	-1	0	256	gpu0.weights	1059061760	256	ds4_attention_control
replicated_control	blk.0.attn_sinks	blk.0.attn_sinks	0	control_or_router	f32	[64]	source_f32_control	1	1	-1	replicate	1	8	-1	0	-1	0	256	gpu0.weights	1059061760	256	ds4_attention_control
replicated_control	blk.0.attn_sinks	blk.0.attn_sinks	0	control_or_router	f32	[64]	source_f32_control	2	2	-1	replicate	2	8	-1	0	-1	0	256	gpu0.weights	1059061760	256	ds4_attention_control
replicated_control	blk.0.attn_sinks	blk.0.attn_sinks	0	control_or_router	f32	[64]	source_f32_control	3	3	-1	replicate	3	8	-1	0	-1	0	256	gpu0.weights	1059061760	256	ds4_attention_control
replicated_control	blk.0.attn_sinks	blk.0.attn_sinks	0	control_or_router	f32	[64]	source_f32_control	4	4	-1	replicate	4	8	-1	0	-1	0	256	gpu0.weights	1059061760	256	ds4_attention_control
replicated_control	blk.0.attn_sinks	blk.0.attn_sinks	0	control_or_router	f32	[64]	source_f32_control	5	5	-1	replicate	5	8	-1	0	-1	0	256	gpu0.weights	1059061760	256	ds4_attention_control
replicated_control	blk.0.attn_sinks	blk.0.attn_sinks	0	control_or_router	f32	[64]	source_f32_control	6	6	-1	replicate	6	8	-1	0	-1	0	256	gpu0.weights	1059061760	256	ds4_attention_control
replicated_control	blk.0.attn_sinks	blk.0.attn_sinks	0	control_or_router	f32	[64]	source_f32_control	7	7	-1	replicate	7	8	-1	0	-1	0	256	gpu0.weights	1059061760	256	ds4_attention_control
replicated_control	blk.0.attn_kv_a_norm.weight	blk.0.attn_kv_a_norm.weight	0	control_or_router	f32	[512]	source_f32_control	0	0	-1	replicate	0	8	-1	0	-1	0	2048	gpu0.weights	1059062016	2048	ds4_attention_control
replicated_control	blk.0.attn_kv_a_norm.weight	blk.0.attn_kv_a_norm.weight	0	control_or_router	f32	[512]	source_f32_control	1	1	-1	replicate	1	8	-1	0	-1	0	2048	gpu0.weights	1059062016	2048	ds4_attention_control
replicated_control	blk.0.attn_kv_a_norm.weight	blk.0.attn_kv_a_norm.weight	0	control_or_router	f32	[512]	source_f32_control	2	2	-1	replicate	2	8	-1	0	-1	0	2048	gpu0.weights	1059062016	2048	ds4_attention_control
replicated_control	blk.0.attn_kv_a_norm.weight	blk.0.attn_kv_a_norm.weight	0	control_or_router	f32	[512]	source_f32_control	3	3	-1	replicate	3	8	-1	0	-1	0	2048	gpu0.weights	1059062016	2048	ds4_attention_control
replicated_control	blk.0.attn_kv_a_norm.weight	blk.0.attn_kv_a_norm.weight	0	control_or_router	f32	[512]	source_f32_control	4	4	-1	replicate	4	8	-1	0	-1	0	2048	gpu0.weights	1059062016	2048	ds4_attention_control
replicated_control	blk.0.attn_kv_a_norm.weight	blk.0.attn_kv_a_norm.weight	0	control_or_router	f32	[512]	source_f32_control	5	5	-1	replicate	5	8	-1	0	-1	0	2048	gpu0.weights	1059062016	2048	ds4_attention_control
replicated_control	blk.0.attn_kv_a_norm.weight	blk.0.attn_kv_a_norm.weight	0	control_or_router	f32	[512]	source_f32_control	6	6	-1	replicate	6	8	-1	0	-1	0	2048	gpu0.weights	1059062016	2048	ds4_attention_control
replicated_control	blk.0.attn_kv_a_norm.weight	blk.0.attn_kv_a_norm.weight	0	control_or_router	f32	[512]	source_f32_control	7	7	-1	replicate	7	8	-1	0	-1	0	2048	gpu0.weights	1059062016	2048	ds4_attention_control
replicated_control	blk.0.attn_q_a_norm.weight	blk.0.attn_q_a_norm.weight	0	control_or_router	f32	[1024]	source_f32_control	0	0	-1	replicate	0	8	-1	0	-1	0	4096	gpu0.weights	1059064064	4096	ds4_attention_control
replicated_control	blk.0.attn_q_a_norm.weight	blk.0.attn_q_a_norm.weight	0	control_or_router	f32	[1024]	source_f32_control	1	1	-1	replicate	1	8	-1	0	-1	0	4096	gpu0.weights	1059064064	4096	ds4_attention_control
replicated_control	blk.0.attn_q_a_norm.weight	blk.0.attn_q_a_norm.weight	0	control_or_router	f32	[1024]	source_f32_control	2	2	-1	replicate	2	8	-1	0	-1	0	4096	gpu0.weights	1059064064	4096	ds4_attention_control
replicated_control	blk.0.attn_q_a_norm.weight	blk.0.attn_q_a_norm.weight	0	control_or_router	f32	[1024]	source_f32_control	3	3	-1	replicate	3	8	-1	0	-1	0	4096	gpu0.weights	1059064064	4096	ds4_attention_control
replicated_control	blk.0.attn_q_a_norm.weight	blk.0.attn_q_a_norm.weight	0	control_or_router	f32	[1024]	source_f32_control	4	4	-1	replicate	4	8	-1	0	-1	0	4096	gpu0.weights	1059064064	4096	ds4_attention_control
replicated_control	blk.0.attn_q_a_norm.weight	blk.0.attn_q_a_norm.weight	0	control_or_router	f32	[1024]	source_f32_control	5	5	-1	replicate	5	8	-1	0	-1	0	4096	gpu0.weights	1059064064	4096	ds4_attention_control
replicated_control	blk.0.attn_q_a_norm.weight	blk.0.attn_q_a_norm.weight	0	control_or_router	f32	[1024]	source_f32_control	6	6	-1	replicate	6	8	-1	0	-1	0	4096	gpu0.weights	1059064064	4096	ds4_attention_control
replicated_control	blk.0.attn_q_a_norm.weight	blk.0.attn_q_a_norm.weight	0	control_or_router	f32	[1024]	source_f32_control	7	7	-1	replicate	7	8	-1	0	-1	0	4096	gpu0.weights	1059064064	4096	ds4_attention_control
dense_tp	blk.0.attn_kv_latent.weight	blk.0.attn_kv_latent.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	0	0	-1	tensor_dim	0	8	-1	0	-1	0	264192	gpu0.weights	1059068160	2113536	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_kv_latent.weight	blk.0.attn_kv_latent.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	1	1	-1	tensor_dim	1	8	-1	0	-1	0	264192	gpu0.weights	1059068160	2113536	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_kv_latent.weight	blk.0.attn_kv_latent.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	2	2	-1	tensor_dim	2	8	-1	0	-1	0	264192	gpu0.weights	1059068160	2113536	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_kv_latent.weight	blk.0.attn_kv_latent.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	3	3	-1	tensor_dim	3	8	-1	0	-1	0	264192	gpu0.weights	1059068160	2113536	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_kv_latent.weight	blk.0.attn_kv_latent.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	4	4	-1	tensor_dim	4	8	-1	0	-1	0	264192	gpu0.weights	1059068160	2113536	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_kv_latent.weight	blk.0.attn_kv_latent.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	5	5	-1	tensor_dim	5	8	-1	0	-1	0	264192	gpu0.weights	1059068160	2113536	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_kv_latent.weight	blk.0.attn_kv_latent.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	6	6	-1	tensor_dim	6	8	-1	0	-1	0	264192	gpu0.weights	1059068160	2113536	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_kv_latent.weight	blk.0.attn_kv_latent.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	7	7	-1	tensor_dim	7	8	-1	0	-1	0	264192	gpu0.weights	1059068160	2113536	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_a.weight	blk.0.attn_output_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	0	0	-1	vocab	0	8	-1	0	-1	0	4227072	gpu0.weights	1061181696	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_a.weight	blk.0.attn_output_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	1	1	-1	vocab	1	8	-1	0	-1	0	4227072	gpu0.weights	1061181696	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_a.weight	blk.0.attn_output_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	2	2	-1	vocab	2	8	-1	0	-1	0	4227072	gpu0.weights	1061181696	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_a.weight	blk.0.attn_output_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	3	3	-1	vocab	3	8	-1	0	-1	0	4227072	gpu0.weights	1061181696	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_a.weight	blk.0.attn_output_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	4	4	-1	vocab	4	8	-1	0	-1	0	4227072	gpu0.weights	1061181696	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_a.weight	blk.0.attn_output_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	5	5	-1	vocab	5	8	-1	0	-1	0	4227072	gpu0.weights	1061181696	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_a.weight	blk.0.attn_output_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	6	6	-1	vocab	6	8	-1	0	-1	0	4227072	gpu0.weights	1061181696	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_a.weight	blk.0.attn_output_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	7	7	-1	vocab	7	8	-1	0	-1	0	4227072	gpu0.weights	1061181696	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_b.weight	blk.0.attn_output_b.weight	0	dense_or_embedding	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	0	0	-1	vocab	0	8	-1	0	-1	0	4227072	gpu0.weights	1094998272	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_b.weight	blk.0.attn_output_b.weight	0	dense_or_embedding	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	1	1	-1	vocab	1	8	-1	0	-1	0	4227072	gpu0.weights	1094998272	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_b.weight	blk.0.attn_output_b.weight	0	dense_or_embedding	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	2	2	-1	vocab	2	8	-1	0	-1	0	4227072	gpu0.weights	1094998272	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_b.weight	blk.0.attn_output_b.weight	0	dense_or_embedding	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	3	3	-1	vocab	3	8	-1	0	-1	0	4227072	gpu0.weights	1094998272	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_b.weight	blk.0.attn_output_b.weight	0	dense_or_embedding	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	4	4	-1	vocab	4	8	-1	0	-1	0	4227072	gpu0.weights	1094998272	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_b.weight	blk.0.attn_output_b.weight	0	dense_or_embedding	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	5	5	-1	vocab	5	8	-1	0	-1	0	4227072	gpu0.weights	1094998272	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_b.weight	blk.0.attn_output_b.weight	0	dense_or_embedding	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	6	6	-1	vocab	6	8	-1	0	-1	0	4227072	gpu0.weights	1094998272	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_output_b.weight	blk.0.attn_output_b.weight	0	dense_or_embedding	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	7	7	-1	vocab	7	8	-1	0	-1	0	4227072	gpu0.weights	1094998272	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_a.weight	blk.0.attn_q_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	0	0	-1	tensor_dim	0	8	-1	0	-1	0	528384	gpu0.weights	1128814848	4227072	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_a.weight	blk.0.attn_q_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	1	1	-1	tensor_dim	1	8	-1	0	-1	0	528384	gpu0.weights	1128814848	4227072	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_a.weight	blk.0.attn_q_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	2	2	-1	tensor_dim	2	8	-1	0	-1	0	528384	gpu0.weights	1128814848	4227072	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_a.weight	blk.0.attn_q_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	3	3	-1	tensor_dim	3	8	-1	0	-1	0	528384	gpu0.weights	1128814848	4227072	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_a.weight	blk.0.attn_q_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	4	4	-1	tensor_dim	4	8	-1	0	-1	0	528384	gpu0.weights	1128814848	4227072	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_a.weight	blk.0.attn_q_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	5	5	-1	tensor_dim	5	8	-1	0	-1	0	528384	gpu0.weights	1128814848	4227072	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_a.weight	blk.0.attn_q_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	6	6	-1	tensor_dim	6	8	-1	0	-1	0	528384	gpu0.weights	1128814848	4227072	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_a.weight	blk.0.attn_q_a.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	7	7	-1	tensor_dim	7	8	-1	0	-1	0	528384	gpu0.weights	1128814848	4227072	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_b.weight	blk.0.attn_q_b.weight	0	dense_or_embedding	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	0	0	-1	tensor_dim	0	8	-1	0	-1	0	4227072	gpu0.weights	1133041920	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_b.weight	blk.0.attn_q_b.weight	0	dense_or_embedding	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	1	1	-1	tensor_dim	1	8	-1	0	-1	0	4227072	gpu0.weights	1133041920	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_b.weight	blk.0.attn_q_b.weight	0	dense_or_embedding	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	2	2	-1	tensor_dim	2	8	-1	0	-1	0	4227072	gpu0.weights	1133041920	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_b.weight	blk.0.attn_q_b.weight	0	dense_or_embedding	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	3	3	-1	tensor_dim	3	8	-1	0	-1	0	4227072	gpu0.weights	1133041920	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_b.weight	blk.0.attn_q_b.weight	0	dense_or_embedding	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	4	4	-1	tensor_dim	4	8	-1	0	-1	0	4227072	gpu0.weights	1133041920	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_b.weight	blk.0.attn_q_b.weight	0	dense_or_embedding	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	5	5	-1	tensor_dim	5	8	-1	0	-1	0	4227072	gpu0.weights	1133041920	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_b.weight	blk.0.attn_q_b.weight	0	dense_or_embedding	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	6	6	-1	tensor_dim	6	8	-1	0	-1	0	4227072	gpu0.weights	1133041920	33816576	v100_fp8_dequant_f16_hmma_pending
dense_tp	blk.0.attn_q_b.weight	blk.0.attn_q_b.weight	0	dense_or_embedding	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	7	7	-1	tensor_dim	7	8	-1	0	-1	0	4227072	gpu0.weights	1133041920	33816576	v100_fp8_dequant_f16_hmma_pending
replicated_control	blk.0.attn_norm.weight	blk.0.attn_norm.weight	0	control_or_router	f32	[4096]	source_f32_control	0	0	-1	replicate	0	8	-1	0	-1	0	16384	gpu0.weights	1166858496	16384	ds4_attention_control
replicated_control	blk.0.attn_norm.weight	blk.0.attn_norm.weight	0	control_or_router	f32	[4096]	source_f32_control	1	1	-1	replicate	1	8	-1	0	-1	0	16384	gpu0.weights	1166858496	16384	ds4_attention_control
replicated_control	blk.0.attn_norm.weight	blk.0.attn_norm.weight	0	control_or_router	f32	[4096]	source_f32_control	2	2	-1	replicate	2	8	-1	0	-1	0	16384	gpu0.weights	1166858496	16384	ds4_attention_control
replicated_control	blk.0.attn_norm.weight	blk.0.attn_norm.weight	0	control_or_router	f32	[4096]	source_f32_control	3	3	-1	replicate	3	8	-1	0	-1	0	16384	gpu0.weights	1166858496	16384	ds4_attention_control
replicated_control	blk.0.attn_norm.weight	blk.0.attn_norm.weight	0	control_or_router	f32	[4096]	source_f32_control	4	4	-1	replicate	4	8	-1	0	-1	0	16384	gpu0.weights	1166858496	16384	ds4_attention_control
replicated_control	blk.0.attn_norm.weight	blk.0.attn_norm.weight	0	control_or_router	f32	[4096]	source_f32_control	5	5	-1	replicate	5	8	-1	0	-1	0	16384	gpu0.weights	1166858496	16384	ds4_attention_control
replicated_control	blk.0.attn_norm.weight	blk.0.attn_norm.weight	0	control_or_router	f32	[4096]	source_f32_control	6	6	-1	replicate	6	8	-1	0	-1	0	16384	gpu0.weights	1166858496	16384	ds4_attention_control
replicated_control	blk.0.attn_norm.weight	blk.0.attn_norm.weight	0	control_or_router	f32	[4096]	source_f32_control	7	7	-1	replicate	7	8	-1	0	-1	0	16384	gpu0.weights	1166858496	16384	ds4_attention_control
replicated_control	blk.0.ffn_gate_tid2eid	blk.0.ffn_gate_tid2eid	0	control_or_router	i32	[6x129280]	source_i32	0	0	-1	replicate	0	8	-1	0	-1	0	3102720	gpu0.weights	4589426944	3102720	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_tid2eid	blk.0.ffn_gate_tid2eid	0	control_or_router	i32	[6x129280]	source_i32	1	1	-1	replicate	1	8	-1	0	-1	0	3102720	gpu0.weights	4589426944	3102720	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_tid2eid	blk.0.ffn_gate_tid2eid	0	control_or_router	i32	[6x129280]	source_i32	2	2	-1	replicate	2	8	-1	0	-1	0	3102720	gpu0.weights	4589426944	3102720	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_tid2eid	blk.0.ffn_gate_tid2eid	0	control_or_router	i32	[6x129280]	source_i32	3	3	-1	replicate	3	8	-1	0	-1	0	3102720	gpu0.weights	4589426944	3102720	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_tid2eid	blk.0.ffn_gate_tid2eid	0	control_or_router	i32	[6x129280]	source_i32	4	4	-1	replicate	4	8	-1	0	-1	0	3102720	gpu0.weights	4589426944	3102720	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_tid2eid	blk.0.ffn_gate_tid2eid	0	control_or_router	i32	[6x129280]	source_i32	5	5	-1	replicate	5	8	-1	0	-1	0	3102720	gpu0.weights	4589426944	3102720	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_tid2eid	blk.0.ffn_gate_tid2eid	0	control_or_router	i32	[6x129280]	source_i32	6	6	-1	replicate	6	8	-1	0	-1	0	3102720	gpu0.weights	4589426944	3102720	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_tid2eid	blk.0.ffn_gate_tid2eid	0	control_or_router	i32	[6x129280]	source_i32	7	7	-1	replicate	7	8	-1	0	-1	0	3102720	gpu0.weights	4589426944	3102720	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_inp.weight	blk.0.ffn_gate_inp.weight	0	control_or_router	f32	[4096x256]	source_f32	0	0	-1	replicate	0	8	-1	0	-1	0	4194304	gpu0.weights	4592529664	4194304	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_inp.weight	blk.0.ffn_gate_inp.weight	0	control_or_router	f32	[4096x256]	source_f32	1	1	-1	replicate	1	8	-1	0	-1	0	4194304	gpu0.weights	4592529664	4194304	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_inp.weight	blk.0.ffn_gate_inp.weight	0	control_or_router	f32	[4096x256]	source_f32	2	2	-1	replicate	2	8	-1	0	-1	0	4194304	gpu0.weights	4592529664	4194304	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_inp.weight	blk.0.ffn_gate_inp.weight	0	control_or_router	f32	[4096x256]	source_f32	3	3	-1	replicate	3	8	-1	0	-1	0	4194304	gpu0.weights	4592529664	4194304	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_inp.weight	blk.0.ffn_gate_inp.weight	0	control_or_router	f32	[4096x256]	source_f32	4	4	-1	replicate	4	8	-1	0	-1	0	4194304	gpu0.weights	4592529664	4194304	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_inp.weight	blk.0.ffn_gate_inp.weight	0	control_or_router	f32	[4096x256]	source_f32	5	5	-1	replicate	5	8	-1	0	-1	0	4194304	gpu0.weights	4592529664	4194304	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_inp.weight	blk.0.ffn_gate_inp.weight	0	control_or_router	f32	[4096x256]	source_f32	6	6	-1	replicate	6	8	-1	0	-1	0	4194304	gpu0.weights	4592529664	4194304	ds4_router_f32_i32
replicated_control	blk.0.ffn_gate_inp.weight	blk.0.ffn_gate_inp.weight	0	control_or_router	f32	[4096x256]	source_f32	7	7	-1	replicate	7	8	-1	0	-1	0	4194304	gpu0.weights	4592529664	4194304	ds4_router_f32_i32
dense_tp	blk.0.ffn_gate_shexp.weight	blk.0.ffn_gate_shexp.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	0	0	-1	ffn_shared_projection	0	8	-1	0	-1	0	1056768	gpu0.weights	4596723968	8454144	v100_shared_fp8_dense_pending
dense_tp	blk.0.ffn_gate_shexp.weight	blk.0.ffn_gate_shexp.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	1	1	-1	ffn_shared_projection	1	8	-1	0	-1	0	1056768	gpu0.weights	4596723968	8454144	v100_shared_fp8_dense_pending
dense_tp	blk.0.ffn_gate_shexp.weight	blk.0.ffn_gate_shexp.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	2	2	-1	ffn_shared_projection	2	8	-1	0	-1	0	1056768	gpu0.weights	4596723968	8454144	v100_shared_fp8_dense_pending
dense_tp	blk.0.ffn_gate_shexp.weight	blk.0.ffn_gate_shexp.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	3	3	-1	ffn_shared_projection	3	8	-1	0	-1	0	1056768	gpu0.weights	4596723968	8454144	v100_shared_fp8_dense_pending
dense_tp	blk.0.ffn_gate_shexp.weight	blk.0.ffn_gate_shexp.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	4	4	-1	ffn_shared_projection	4	8	-1	0	-1	0	1056768	gpu0.weights	4596723968	8454144	v100_shared_fp8_dense_pending
dense_tp	blk.0.ffn_gate_shexp.weight	blk.0.ffn_gate_shexp.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	5	5	-1	ffn_shared_projection	5	8	-1	0	-1	0	1056768	gpu0.weights	4596723968	8454144	v100_shared_fp8_dense_pending
dense_tp	blk.0.ffn_gate_shexp.weight	blk.0.ffn_gate_shexp.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	6	6	-1	ffn_shared_projection	6	8	-1	0	-1	0	1056768	gpu0.weights	4596723968	8454144	v100_shared_fp8_dense_pending
dense_tp	blk.0.ffn_gate_shexp.weight	blk.0.ffn_gate_shexp.weight	0	dense_or_embedding	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	7	7	-1	ffn_shared_projection	7	8	-1	0	-1	0	1056768	gpu0.weights	4596723968	8454144	v100_shared_fp8_dense_pending
