==106295== NVPROF is profiling process 106295, command: ./tools/ds4-v100-tp-ep-full-layer-smoke --pack-dir /workspace/packs/ds4-appliance-full-tm-gated-s181 --contract /workspace/logs/sprint245-tp-ep-dense-f16-cache-contract/contract/tp-ep-pack-contract.tsv --tm-index /workspace/packs/ds4-appliance-full-tm-gat
==106295== Profiling application: ./tools/ds4-v100-tp-ep-full-layer-smoke --pack-dir /workspace/packs/ds4-appliance-full-tm-gated-s181 --contract /workspace/logs/sprint245-tp-ep-dense-f16-cache-contract/contract/tp-ep-pack-contract.tsv --tm-index /workspace/packs/ds4-appliance-full-tm-gat
==106295== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Src Dev","Src Ctx","Dst Dev","Dst Ctx","Name","Correlation_ID"
s,ms,,,,,,,,KB,KB,MB,GB/s,,,,,,,,,,,
138.853789,0.008608,9,1,1,256,1,1,34,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","105",,,,,"_GLOBAL__N__7651caed_22_ds4_v100_tp_runtime_cu_7d79089d::store_f32_device_to_f8_kv_rows_kernel(unsigned char*, unsigned long, unsigned long, unsigned long, int, float const *, unsigned long, unsigned int, unsigned long, unsigned int)",15962
138.854065,0.004832,256,1,1,256,1,1,16,1.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::head_rms_norm_local_heads_kernel(float*, unsigned int, unsigned int, unsigned int, float)",16067
138.854070,0.002464,256,1,1,64,1,1,26,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::rope_tail_rows_kernel(float*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, int, float, float, float, float, float, float)",16069
138.854077,0.005824,,,,,,,,,,0.062500,10.479938,"Device","Device","Tesla V100-SXM2-32GB (0)","1","10","Tesla V100-SXM2-32GB (0)","1","Tesla V100-SXM2-32GB (7)","8","[CUDA memcpy PtoP]",16071
138.854100,0.001952,32,1,1,64,1,1,26,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::rope_tail_rows_kernel(float*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, int, float, float, float, float, float, float)",16072
138.854103,0.004512,64,1,1,256,1,1,31,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::kv_fp8_round_store_raw_swa_kernel(float*, float const *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",16074
138.854160,0.006944,9,1,1,256,1,1,34,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","105",,,,,"_GLOBAL__N__7651caed_22_ds4_v100_tp_runtime_cu_7d79089d::store_f32_device_to_f8_kv_rows_kernel(unsigned char*, unsigned long, unsigned long, unsigned long, int, float const *, unsigned long, unsigned int, unsigned long, unsigned int)",16122
138.854342,0.002017,,,,,,,,,,0.000031,0.014776,"Device","Device","Tesla V100-SXM2-32GB (0)","1","10","Tesla V100-SXM2-32GB (0)","1","Tesla V100-SXM2-32GB (7)","8","[CUDA memcpy PtoP]",16201
138.854352,0.007904,256,1,1,256,1,1,32,1.562500,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::attention_raw_compressed_window_kernel(float*, float const *, float const *, float const *, unsigned int const *, float const *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",16202
138.854465,0.352577,35,32,1,128,1,1,94,0.000000,10.531250,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"void turbomind::gemm::gemm_kernel<turbomind::gemm::GemmUniversal<turbomind::gemm::Sm70, turbomind::gemm::MainloopSm70<turbomind::gemm::Tiled_MMA_v2<turbomind::gemm::SM70_MMA_884, turbomind::gemm::MMA_Map<int=8, int=128, int=64, int=8, int=32, int=8, turbomind::gemm::Blocked<int=1, int=4, turbomind::gemm::Order>, int=1, bool=0>, turbomind::gemm::Order>, turbomind::gemm::sm70_s884::Operand_A<__half>, turbomind::gemm::IteratorSm70<turbomind::gemm::Striding, turbomind::cache_policy::Default>, turbomind::gemm::Transform_Default, turbomind::gemm::VoidOperand, int=1, turbomind::gemm::sm70_s884::Operand_B_Pack<turbomind::fp4_e2m1_t>, turbomind::gemm::IteratorSm70<turbomind::gemm::Striding, turbomind::cache_policy::Stream>, turbomind::gemm::Transform_HMMA_SIMT_B, turbomind::gemm::sm70_s884::Operand_V_Pack<unsigned char>, int=32, int=2, bool=1>, turbomind::gemm::Epilogue_<__half, int=8, int=128, int=8, int=128, int=128, turbomind::gemm::Rearrange<turbomind::gemm::Tiled_MMA_v2<turbomind::gemm::SM70_MMA_884, turbomind::gemm::MMA_Map<int=8, int=128, int=64, int=8, int=32, int=8, turbomind::gemm::Blocked<int=1, int=4, turbomind::gemm::Order>, int=1, bool=0>, turbomind::gemm::Order>>, turbomind::gemm::sm70_s884::Operand_C<float, turbomind::gemm::Order>, turbomind::gemm::Striding, bool=1>, turbomind::gemm::SchedulerSm70<turbomind::gemm::Order, int=8, int=128, int=64, int=64, int=1, int=0>>, turbomind::gemm::GemmParam, turbomind::gemm::EpilogueParam, turbomind::gemm::SchedulerSm70<turbomind::gemm::Order, int=8, int=128, int=64, int=64, int=1, int=0>>(turbomind::gemm::SM70_MMA_884, int=8, int=128)",16249
138.854777,0.063008,8,2,13,128,1,1,96,0.000000,17.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cutlass::Kernel<cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8>(cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8Params)",16370
138.854821,0.184449,35,32,1,128,1,1,94,0.000000,10.531250,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"void turbomind::gemm::gemm_kernel<turbomind::gemm::GemmUniversal<turbomind::gemm::Sm70, turbomind::gemm::MainloopSm70<turbomind::gemm::Tiled_MMA_v2<turbomind::gemm::SM70_MMA_884, turbomind::gemm::MMA_Map<int=8, int=128, int=64, int=8, int=32, int=8, turbomind::gemm::Blocked<int=1, int=4, turbomind::gemm::Order>, int=1, bool=0>, turbomind::gemm::Order>, turbomind::gemm::sm70_s884::Operand_A<__half>, turbomind::gemm::IteratorSm70<turbomind::gemm::Striding, turbomind::cache_policy::Default>, turbomind::gemm::Transform_Default, turbomind::gemm::VoidOperand, int=1, turbomind::gemm::sm70_s884::Operand_B_Pack<turbomind::fp4_e2m1_t>, turbomind::gemm::IteratorSm70<turbomind::gemm::Striding, turbomind::cache_policy::Stream>, turbomind::gemm::Transform_HMMA_SIMT_B, turbomind::gemm::sm70_s884::Operand_V_Pack<unsigned char>, int=32, int=2, bool=1>, turbomind::gemm::Epilogue_<__half, int=8, int=128, int=8, int=128, int=128, turbomind::gemm::Rearrange<turbomind::gemm::Tiled_MMA_v2<turbomind::gemm::SM70_MMA_884, turbomind::gemm::MMA_Map<int=8, int=128, int=64, int=8, int=32, int=8, turbomind::gemm::Blocked<int=1, int=4, turbomind::gemm::Order>, int=1, bool=0>, turbomind::gemm::Order>>, turbomind::gemm::sm70_s884::Operand_C<float, turbomind::gemm::Order>, turbomind::gemm::Striding, bool=1>, turbomind::gemm::SchedulerSm70<turbomind::gemm::Order, int=8, int=128, int=64, int=64, int=1, int=0>>, turbomind::gemm::GemmParam, turbomind::gemm::EpilogueParam, turbomind::gemm::SchedulerSm70<turbomind::gemm::Order, int=8, int=128, int=64, int=64, int=1, int=0>>(turbomind::gemm::SM70_MMA_884, int=8, int=128)",16251
138.854924,0.014144,16,2,1,32,16,1,32,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cublasLt::splitKreduce_kernel<int=32, int=16, int, float, float, float, float, bool=1, bool=0, bool=0>(cublasLt::cublasSplitKParams<float>, float const *, float const *, float const **, cublasLt::cublasSplitKParams const *, cublasLt::cublasSplitKParams const , float const *, float const , cublasLt::cublasSplitKParams const **, void*, long, cublasLt::cublasSplitKParams*, int*)",16372
138.854939,0.057088,8,2,16,128,1,1,96,0.000000,17.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cutlass::Kernel<cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8>(cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8Params)",16498
138.854997,0.003456,16,2,1,32,16,1,32,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cublasLt::splitKreduce_kernel<int=32, int=16, int, float, float, float, float, bool=1, bool=0, bool=0>(cublasLt::cublasSplitKParams<float>, float const *, float const *, float const **, cublasLt::cublasSplitKParams const *, cublasLt::cublasSplitKParams const , float const *, float const , cublasLt::cublasSplitKParams const **, void*, long, cublasLt::cublasSplitKParams*, int*)",16500
138.855052,0.003009,384,1,1,256,1,1,16,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::ep_pack_route_dest_shards_kernel(float*, __half const *, float const *, int, int)",16554
138.855397,0.005728,,,,,,,,,,0.046875,7.991684,"Device","Device","Tesla V100-SXM2-32GB (7)","8","198","Tesla V100-SXM2-32GB (7)","8","Tesla V100-SXM2-32GB (0)","1","[CUDA memcpy PtoP]",16686
138.855408,0.005088,,,,,,,,,,0.046875,8.996928,"Device","Device","Tesla V100-SXM2-32GB (7)","8","199","Tesla V100-SXM2-32GB (7)","8","Tesla V100-SXM2-32GB (1)","2","[CUDA memcpy PtoP]",16688
138.855419,0.004608,,,,,,,,,,0.046875,9.934107,"Device","Device","Tesla V100-SXM2-32GB (7)","8","200","Tesla V100-SXM2-32GB (7)","8","Tesla V100-SXM2-32GB (2)","3","[CUDA memcpy PtoP]",16690
138.855419,0.006368,,,,,,,,,,0.046875,7.188500,"Device","Device","Tesla V100-SXM2-32GB (7)","8","201","Tesla V100-SXM2-32GB (7)","8","Tesla V100-SXM2-32GB (3)","4","[CUDA memcpy PtoP]",16692
138.855428,0.004544,,,,,,,,,,0.046875,10.074024,"Device","Device","Tesla V100-SXM2-32GB (7)","8","202","Tesla V100-SXM2-32GB (7)","8","Tesla V100-SXM2-32GB (4)","5","[CUDA memcpy PtoP]",16694
138.855432,0.004032,,,,,,,,,,0.046875,11.353266,"Device","Device","Tesla V100-SXM2-32GB (7)","8","203","Tesla V100-SXM2-32GB (7)","8","Tesla V100-SXM2-32GB (5)","6","[CUDA memcpy PtoP]",16696
138.855440,0.003392,,,,,,,,,,0.046875,13.495391,"Device","Device","Tesla V100-SXM2-32GB (7)","8","204","Tesla V100-SXM2-32GB (7)","8","Tesla V100-SXM2-32GB (6)","7","[CUDA memcpy PtoP]",16698
138.855599,0.003359,64,1,1,256,1,1,26,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::compose_next_hidden_compact8_kernel(float*, float const *, float const *, float const *, float const *, float const *, float const *, float const *, float const *, float const *, float const *, float const *, int const *, int const *, int const *, int const *, int const *, int const *, int const *, int const *, int, int)",16778
138.856169,0.001695,,,,,,,,,,0.002930,1.687919,"Device","Device","Tesla V100-SXM2-32GB (0)","1","10","Tesla V100-SXM2-32GB (0)","1","Tesla V100-SXM2-32GB (7)","8","[CUDA memcpy PtoP]",16881
138.856178,0.002881,256,1,1,256,1,1,20,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::hc_expand_shard_kernel(float*, float const *, float const *, float const *, unsigned int)",16882
138.857216,0.020800,,,,,,,,,,0.250000,11.737530,"Device","Pageable","Tesla V100-SXM2-32GB (7)","8","105",,,,,"[CUDA memcpy DtoH]",16915
138.857455,0.002721,512,1,1,256,1,1,16,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","105",,,,,"_GLOBAL__N__7651caed_22_ds4_v100_tp_runtime_cu_7d79089d::init_hidden_kernel(__half*, unsigned long, int)",16952
138.857462,0.002528,1,1,1,256,1,1,22,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","105",,,,,"_GLOBAL__N__7651caed_22_ds4_v100_tp_runtime_cu_7d79089d::dense_kv_slice_kernel(__half*, unsigned char*, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, int, int, unsigned int, unsigned long)",16954
138.857687,0.002944,,,,,,,,,,0.000062,0.020562,"Device","Pageable","Tesla V100-SXM2-32GB (7)","8","105",,,,,"[CUDA memcpy DtoH]",16986
138.857703,0.001728,,,,,,,,,,0.000016,0.009162,"Device","Pageable","Tesla V100-SXM2-32GB (7)","8","105",,,,,"[CUDA memcpy DtoH]",16987
138.879366,0.011808,,,,,,,,,,8.000000,661.627710,"Device",,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"[CUDA memset]",17095
138.881253,0.021280,,,,,,,,,,16.000000,734.257519,"Device",,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"[CUDA memset]",17099
138.881275,0.020896,,,,,,,,,,16.000000,747.750766,"Device",,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"[CUDA memset]",17100
138.881297,0.002240,,,,,,,,,,0.500000,217.982701,"Device",,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"[CUDA memset]",17101
138.881340,0.001856,,,,,,,,,,0.250000,131.541285,"Device",,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"[CUDA memset]",17105
138.881345,0.001568,,,,,,,,,,0.250000,155.701929,"Device",,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"[CUDA memset]",17106
138.881349,0.001568,,,,,,,,,,0.125000,77.850965,"Device",,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"[CUDA memset]",17107
138.881913,0.002528,,,,,,,,,,0.002930,1.131734,"Device","Device","Tesla V100-SXM2-32GB (0)","1","10","Tesla V100-SXM2-32GB (0)","1","Tesla V100-SXM2-32GB (7)","8","[CUDA memcpy PtoP]",17179
138.881923,0.001761,64,1,1,256,1,1,18,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::hc_weighted_sum_shard_kernel(float*, float const *, float const *, unsigned int, int)",17180
138.882304,0.052640,,,,,,,,,,0.500000,9.275860,"Device","Device","Tesla V100-SXM2-32GB (0)","1","10","Tesla V100-SXM2-32GB (0)","1","Tesla V100-SXM2-32GB (7)","8","[CUDA memcpy PtoP]",17257
138.882372,0.004096,1024,1,1,256,1,1,18,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::fill_dense_input_half_from_current_kernel(__half*, float const *, unsigned int, unsigned int)",17258
138.882376,0.002208,256,1,1,256,1,1,18,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::fill_dense_input_half_from_current_kernel(__half*, float const *, unsigned int, unsigned int)",17259
138.882380,0.002688,384,1,1,256,1,1,16,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::pack_current_full_to_routes_kernel(__half*, float const *, int const *, int)",17260
138.882651,0.050176,,,,,,,,,,0.500000,9.731371,"Device","Device","Tesla V100-SXM2-32GB (0)","1","10","Tesla V100-SXM2-32GB (0)","1","Tesla V100-SXM2-32GB (7)","8","[CUDA memcpy PtoP]",17318
138.882714,0.002720,512,1,1,256,1,1,18,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::fill_dense_input_half_from_current_kernel(__half*, float const *, unsigned int, unsigned int)",17319
138.882718,0.002720,512,1,1,256,1,1,18,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::fill_dense_input_half_from_current_kernel(__half*, float const *, unsigned int, unsigned int)",17320
138.882883,0.008448,4,1,16,128,1,1,96,0.000000,17.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cutlass::Kernel<cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8>(cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8Params)",17456
138.882892,0.003072,4,2,1,32,16,1,32,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cublasLt::splitKreduce_kernel<int=32, int=16, int, float, float, float, float, bool=1, bool=0, bool=0>(cublasLt::cublasSplitKParams<float>, float const *, float const *, float const **, cublasLt::cublasSplitKParams const *, cublasLt::cublasSplitKParams const , float const *, float const , cublasLt::cublasSplitKParams const **, void*, long, cublasLt::cublasSplitKParams*, int*)",17458
138.883032,0.006080,2,1,16,128,1,1,96,0.000000,17.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cutlass::Kernel<cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8>(cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8Params)",17584
138.883040,0.002720,2,2,1,32,16,1,32,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cublasLt::splitKreduce_kernel<int=32, int=16, int, float, float, float, float, bool=1, bool=0, bool=0>(cublasLt::cublasSplitKParams<float>, float const *, float const *, float const **, cublasLt::cublasSplitKParams const *, cublasLt::cublasSplitKParams const , float const *, float const , cublasLt::cublasSplitKParams const **, void*, long, cublasLt::cublasSplitKParams*, int*)",17586
138.883226,0.208640,128,1,1,256,1,1,16,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::fill_dense_input_half_from_tensor_kernel(__half*, float const *, unsigned int, unsigned int)",17655
138.883512,0.024064,8,16,1,128,1,1,96,0.000000,17.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cutlass::Kernel<cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8>(cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8Params)",17718
138.883789,0.050143,,,,,,,,,,0.500000,9.737775,"Device","Device","Tesla V100-SXM2-32GB (0)","1","10","Tesla V100-SXM2-32GB (0)","1","Tesla V100-SXM2-32GB (7)","8","[CUDA memcpy PtoP]",17773
138.883859,0.003040,512,1,1,256,1,1,18,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::fill_dense_input_half_from_current_kernel(__half*, float const *, unsigned int, unsigned int)",17774
138.883863,0.003041,512,1,1,256,1,1,18,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::fill_dense_input_half_from_current_kernel(__half*, float const *, unsigned int, unsigned int)",17775
138.884014,0.006688,4,1,16,128,1,1,96,0.000000,17.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cutlass::Kernel<cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8>(cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8Params)",17911
138.884021,0.002944,4,2,1,32,16,1,32,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cublasLt::splitKreduce_kernel<int=32, int=16, int, float, float, float, float, bool=1, bool=0, bool=0>(cublasLt::cublasSplitKParams<float>, float const *, float const *, float const **, cublasLt::cublasSplitKParams const *, cublasLt::cublasSplitKParams const , float const *, float const , cublasLt::cublasSplitKParams const **, void*, long, cublasLt::cublasSplitKParams*, int*)",17913
138.884154,0.006656,4,1,16,128,1,1,96,0.000000,17.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cutlass::Kernel<cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8>(cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8Params)",18039
138.884161,0.002688,4,2,1,32,16,1,32,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cublasLt::splitKreduce_kernel<int=32, int=16, int, float, float, float, float, bool=1, bool=0, bool=0>(cublasLt::cublasSplitKParams<float>, float const *, float const *, float const **, cublasLt::cublasSplitKParams const *, cublasLt::cublasSplitKParams const , float const *, float const , cublasLt::cublasSplitKParams const **, void*, long, cublasLt::cublasSplitKParams*, int*)",18041
138.884588,0.003008,,,,,,,,,,0.015625,5.072736,"Device","Pageable","Tesla V100-SXM2-32GB (7)","8","105",,,,,"[CUDA memcpy DtoH]",18094
138.884619,0.002176,,,,,,,,,,0.015625,7.012311,"Device","Pageable","Tesla V100-SXM2-32GB (7)","8","105",,,,,"[CUDA memcpy DtoH]",18096
138.885000,0.018112,,,,,,,,,,0.125000,6.739748,"Device","Device","Tesla V100-SXM2-32GB (0)","1","10","Tesla V100-SXM2-32GB (0)","1","Tesla V100-SXM2-32GB (7)","8","[CUDA memcpy PtoP]",18159
138.885040,0.025632,,,,,,,,,,0.125000,4.762419,"Device","Device","Tesla V100-SXM2-32GB (0)","1","10","Tesla V100-SXM2-32GB (0)","1","Tesla V100-SXM2-32GB (7)","8","[CUDA memcpy PtoP]",18160
138.885086,0.078400,128,1,1,256,1,1,18,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::compressor_store_slots_kernel(float const *, float const *, float*, float*, float const *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",18161
138.885165,0.130304,32,1,1,256,1,1,32,2.070312,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::compressor_pool_norm_rope_round_emit_slots_kernel(float*, float const *, float const *, float const *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float, unsigned int, unsigned int, unsigned int, float, float, float, float, float, float)",18162
138.885341,0.008000,9,1,1,256,1,1,34,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","105",,,,,"_GLOBAL__N__7651caed_22_ds4_v100_tp_runtime_cu_7d79089d::store_f32_device_to_f8_kv_rows_kernel(unsigned char*, unsigned long, unsigned long, unsigned long, int, float const *, unsigned long, unsigned int, unsigned long, unsigned int)",18202
138.885486,0.020256,128,1,1,256,1,1,16,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::fill_dense_input_half_from_tensor_kernel(__half*, float const *, unsigned int, unsigned int)",18279
138.885507,0.002848,512,1,1,256,1,1,18,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::fill_dense_input_half_from_current_kernel(__half*, float const *, unsigned int, unsigned int)",18280
138.885511,0.002688,512,1,1,256,1,1,18,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::fill_dense_input_half_from_current_kernel(__half*, float const *, unsigned int, unsigned int)",18281
138.885515,0.002688,512,1,1,256,1,1,18,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","195",,,,,"_GLOBAL__N__37e05b2b_34_ds4_v100_tp_ep_full_layer_smoke_cu_main::fill_dense_input_half_from_current_kernel(__half*, float const *, unsigned int, unsigned int)",18282
138.885608,0.016576,8,4,1,128,1,1,96,0.000000,17.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cutlass::Kernel<cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8>(cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8Params)",18345
138.885762,0.009248,1,1,16,128,1,1,106,16.500000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"volta_s884gemm_fp16_64x64_ldg8_tn",18451
138.885773,0.002273,1,2,1,32,16,1,32,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cublasLt::splitKreduce_kernel<int=32, int=16, int, float, float, float, float, bool=1, bool=0, bool=0>(cublasLt::cublasSplitKParams<float>, float const *, float const *, float const **, cublasLt::cublasSplitKParams const *, cublasLt::cublasSplitKParams const , float const *, float const , cublasLt::cublasSplitKParams const **, void*, long, cublasLt::cublasSplitKParams*, int*)",18453
138.885909,0.006400,1,1,16,128,1,1,96,0.000000,17.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cutlass::Kernel<cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8>(cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8Params)",18578
138.885917,0.002688,1,2,1,32,16,1,32,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cublasLt::splitKreduce_kernel<int=32, int=16, int, float, float, float, float, bool=1, bool=0, bool=0>(cublasLt::cublasSplitKParams<float>, float const *, float const *, float const **, cublasLt::cublasSplitKParams const *, cublasLt::cublasSplitKParams const , float const *, float const , cublasLt::cublasSplitKParams const **, void*, long, cublasLt::cublasSplitKParams*, int*)",18580
138.886051,0.006560,1,1,16,128,1,1,96,0.000000,17.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cutlass::Kernel<cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8>(cutlass_70_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8Params)",18706
138.886059,0.002688,1,2,1,32,16,1,32,0.000000,0.000000,,,,,"Tesla V100-SXM2-32GB (7)","8","196",,,,,"void cublasLt::splitKreduce_kernel<int=32, int=16, int, float, float, float, float, bool=1, bool=0, bool=0>(cublasLt::cublasSplitKParams<float>, float const *, float const *, float const **, cublasLt::cublasSplitKParams const *, cublasLt::cublasSplitKParams const , float const *, float const , cublasLt::cublasSplitKParams const **, void*, long, cublasLt::cublasSplitKParams*, int*)",18708
138.887274,0.010976,,,,,,,,,,0.125000,11.121566,"Device","Pageable","Tesla V100-SXM2-32GB (7)","8","105",,,,,"[CUDA memcpy DtoH]",18789
