requests	http_200	tokens	generated_tokens_meta	coalesced_batch_size	client_generated_tok_s	server_generated_tok_s	server_generated_tok_s_decode	server_continuation_tok_s_decode	scaffold_projected_slot_step_tok_s	compressed_kv_sum_ms	gpu_sample_count	gpu_util_avg	gpu_util_max	gpu_mem_used_max_mib	vram_min_free_mib	vram_max_used_mib	vram_threshold_mib	vram_failures	artifact_dir
32	32	32	1024	32	44.592824450127615	86.367455	103.758804	103.697423	106.601343	2835.901361000001	304	9.00328947368421	49.0	32426.0	1746	30747	64	0	/workspace/logs/sprint389-skip-dense-stats/http-candidate/requests-032/none-model-router-compact-moe
