schema	ds4_v100_tp_ep_sustained_http.v3
backend	tp_ep_launcher_http

tokens	ctx	slots	generation_requests	status_200	generated_tokens	continuation_tokens	elapsed_s	generated_tok_s	continuation_tok_s	generated_tok_s_decode	continuation_tok_s_decode	ep_ms	dense_ms	compose_ms	compose_reduce_ms	compose_copy_ms	compose_final_ms	gpu_util_avg	gpu_util_max	gpu_mem_used_max_mib
64	262144	32	3	96	6144	6048	9.661348	635.936079	639.624099	793.283316	797.595293	2616.186577	0.000000	5127.088703	690.020506	2085.464972	2351.603225	11.421429	28.000000	13186.000000
