requests	http_200	tokens	generated_tokens_meta	coalesced_batch_size	client_generated_tok_s	server_generated_tok_s	server_generated_tok_s_decode	server_continuation_tok_s_decode	scaffold_projected_slot_step_tok_s	compressed_kv_sum_ms	gpu_sample_count	gpu_util_avg	gpu_util_max	gpu_mem_used_max_mib	vram_min_free_mib	vram_max_used_mib	vram_threshold_mib	vram_failures	artifact_dir
32	32	32	1024	32	46.11599882264261	84.302469	101.206458	101.162104	101.795698	2882.6578659999955	272	9.231617647058824	49.0	32426.0	1746	30747	64	0	/workspace/logs/sprint391-e5m2-kv/http-control-default/requests-032/none-model-router-compact-moe
