requests	http_200	tokens	generated_tokens_meta	coalesced_batch_size	client_generated_tok_s	server_generated_tok_s	server_generated_tok_s_decode	server_continuation_tok_s_decode	scaffold_projected_slot_step_tok_s	compressed_kv_sum_ms	gpu_sample_count	gpu_util_avg	gpu_util_max	gpu_mem_used_max_mib	vram_min_free_mib	vram_max_used_mib	vram_threshold_mib	vram_failures	artifact_dir
32	32	32	1024	32	39.77418109430894	88.35122	106.483285	106.578033	108.949855	3301.691101999998	344	9.69186046511628	50.0	32426.0	1746	30747	64	0	/workspace/logs/sprint392-multiprompt-e5m2/http-candidate-e5m2/requests-032/none-model-router-compact-moe
