2026/05/20 05:10:10.137, 0, 0, 0, 23596, 32768, 56.83
2026/05/20 05:10:10.139, 1, 0, 0, 20824, 32768, 55.39
2026/05/20 05:10:10.140, 2, 0, 0, 20824, 32768, 57.40
2026/05/20 05:10:10.143, 3, 0, 0, 20824, 32768, 59.30
2026/05/20 05:10:10.145, 4, 0, 0, 20824, 32768, 60.32
2026/05/20 05:10:10.147, 5, 0, 0, 17416, 32768, 61.80
2026/05/20 05:10:10.149, 6, 0, 0, 17396, 32768, 59.83
2026/05/20 05:10:10.152, 7, 0, 0, 11588, 32768, 59.75
2026/05/20 05:10:10.654, 0, 16, 1, 23598, 32768, 56.83
2026/05/20 05:10:10.656, 1, 0, 0, 20826, 32768, 55.39
2026/05/20 05:10:10.658, 2, 0, 0, 20826, 32768, 57.40
2026/05/20 05:10:10.660, 3, 0, 0, 20826, 32768, 59.30
2026/05/20 05:10:10.662, 4, 0, 0, 20826, 32768, 60.32
2026/05/20 05:10:10.664, 5, 0, 0, 17418, 32768, 61.80
2026/05/20 05:10:10.666, 6, 0, 0, 17398, 32768, 59.83
2026/05/20 05:10:10.668, 7, 0, 0, 11590, 32768, 59.75
2026/05/20 05:10:11.169, 0, 0, 0, 23598, 32768, 83.85
2026/05/20 05:10:11.171, 1, 0, 0, 22618, 32768, 100.65
2026/05/20 05:10:11.173, 2, 11, 1, 22618, 32768, 57.40
2026/05/20 05:10:11.174, 3, 11, 1, 22618, 32768, 59.30
2026/05/20 05:10:11.176, 4, 11, 1, 22618, 32768, 60.32
2026/05/20 05:10:11.177, 5, 9, 1, 19210, 32768, 61.80
2026/05/20 05:10:11.179, 6, 0, 0, 19190, 32768, 60.28
2026/05/20 05:10:11.180, 7, 0, 0, 13382, 32768, 61.23
2026/05/20 05:10:11.682, 0, 20, 3, 23598, 32768, 96.16
2026/05/20 05:10:11.683, 1, 10, 1, 22618, 32768, 86.36
2026/05/20 05:10:11.685, 2, 10, 1, 22618, 32768, 57.40
2026/05/20 05:10:11.686, 3, 20, 3, 22618, 32768, 59.30
2026/05/20 05:10:11.688, 4, 12, 2, 22618, 32768, 60.82
2026/05/20 05:10:11.690, 5, 17, 2, 19210, 32768, 62.30
2026/05/20 05:10:11.692, 6, 9, 1, 19190, 32768, 61.76
2026/05/20 05:10:11.695, 7, 5, 1, 13382, 32768, 62.22
2026/05/20 05:10:12.197, 0, 16, 2, 23598, 32768, 95.66
2026/05/20 05:10:12.198, 1, 16, 2, 22618, 32768, 86.86
2026/05/20 05:10:12.200, 2, 10, 1, 22618, 32768, 57.40
2026/05/20 05:10:12.201, 3, 20, 3, 22618, 32768, 59.30
2026/05/20 05:10:12.203, 4, 10, 1, 22618, 32768, 60.82
2026/05/20 05:10:12.204, 5, 17, 2, 19210, 32768, 62.30
2026/05/20 05:10:12.206, 6, 17, 2, 19190, 32768, 62.26
2026/05/20 05:10:12.207, 7, 8, 1, 13382, 32768, 62.71
2026/05/20 05:10:12.709, 0, 10, 1, 23598, 32768, 98.13
2026/05/20 05:10:12.711, 1, 20, 3, 22618, 32768, 87.84
2026/05/20 05:10:12.712, 2, 10, 1, 22618, 32768, 57.40
2026/05/20 05:10:12.714, 3, 13, 2, 22618, 32768, 59.79
2026/05/20 05:10:12.716, 4, 10, 1, 22618, 32768, 60.82
2026/05/20 05:10:12.717, 5, 10, 1, 19210, 32768, 62.30
2026/05/20 05:10:12.719, 6, 17, 2, 19190, 32768, 62.79
2026/05/20 05:10:12.720, 7, 10, 1, 13382, 32768, 63.20
