2026/05/23 05:33:58.426, 0, 0, 0, 21904, 32768, 56.83
2026/05/23 05:33:58.428, 1, 0, 0, 20950, 32768, 55.39
2026/05/23 05:33:58.429, 2, 0, 0, 20950, 32768, 57.89
2026/05/23 05:33:58.430, 3, 0, 0, 20950, 32768, 59.34
2026/05/23 05:33:58.432, 4, 0, 0, 20950, 32768, 60.86
2026/05/23 05:33:58.433, 5, 0, 0, 17516, 32768, 61.31
2026/05/23 05:33:58.435, 6, 0, 0, 17508, 32768, 59.34
2026/05/23 05:33:58.436, 7, 0, 0, 11648, 32768, 59.30
2026/05/23 05:33:58.938, 0, 4, 0, 23698, 32768, 57.33
2026/05/23 05:33:58.939, 1, 0, 0, 20952, 32768, 55.39
2026/05/23 05:33:58.941, 2, 0, 0, 20952, 32768, 57.89
2026/05/23 05:33:58.943, 3, 0, 0, 20952, 32768, 59.34
2026/05/23 05:33:58.945, 4, 0, 0, 20952, 32768, 60.86
2026/05/23 05:33:58.947, 5, 0, 0, 17518, 32768, 61.31
2026/05/23 05:33:58.948, 6, 0, 0, 17510, 32768, 59.83
2026/05/23 05:33:58.950, 7, 0, 0, 11650, 32768, 59.30
2026/05/23 05:33:59.452, 0, 14, 1, 24122, 32768, 66.69
2026/05/23 05:33:59.455, 1, 0, 0, 20980, 32768, 55.39
2026/05/23 05:33:59.459, 2, 0, 0, 20952, 32768, 57.40
2026/05/23 05:33:59.460, 3, 0, 0, 20952, 32768, 59.34
2026/05/23 05:33:59.463, 4, 0, 0, 20952, 32768, 60.86
2026/05/23 05:33:59.466, 5, 0, 0, 17518, 32768, 61.31
2026/05/23 05:33:59.469, 6, 0, 0, 17510, 32768, 59.34
2026/05/23 05:33:59.471, 7, 0, 0, 11650, 32768, 59.30
2026/05/23 05:33:59.973, 0, 0, 0, 24124, 32768, 58.31
2026/05/23 05:33:59.977, 1, 4, 1, 23168, 32768, 57.36
2026/05/23 05:33:59.978, 2, 0, 0, 23168, 32768, 60.36
2026/05/23 05:33:59.980, 3, 4, 1, 23168, 32768, 63.74
2026/05/23 05:33:59.982, 4, 0, 0, 23168, 32768, 67.72
2026/05/23 05:33:59.984, 5, 6, 1, 19734, 32768, 71.67
2026/05/23 05:33:59.985, 6, 6, 1, 19728, 32768, 73.60
2026/05/23 05:33:59.988, 7, 6, 1, 13868, 32768, 70.10
2026/05/23 05:34:00.490, 0, 13, 4, 24124, 32768, 84.89
2026/05/23 05:34:00.491, 1, 13, 4, 23168, 32768, 79.96
2026/05/23 05:34:00.492, 2, 13, 4, 23168, 32768, 88.94
2026/05/23 05:34:00.494, 3, 13, 4, 23168, 32768, 64.23
2026/05/23 05:34:00.496, 4, 13, 4, 23168, 32768, 62.30
2026/05/23 05:34:00.497, 5, 11, 3, 19734, 32768, 63.28
2026/05/23 05:34:00.499, 6, 13, 4, 19728, 32768, 62.30
2026/05/23 05:34:00.501, 7, 7, 2, 13868, 32768, 61.23
2026/05/23 05:34:01.003, 0, 12, 4, 24124, 32768, 62.26
2026/05/23 05:34:01.005, 1, 13, 4, 23168, 32768, 64.72
2026/05/23 05:34:01.006, 2, 13, 4, 23168, 32768, 73.65
2026/05/23 05:34:01.008, 3, 13, 4, 23168, 32768, 79.96
2026/05/23 05:34:01.010, 4, 13, 4, 23168, 32768, 91.29
2026/05/23 05:34:01.012, 5, 11, 3, 19734, 32768, 71.13
2026/05/23 05:34:01.013, 6, 11, 3, 19728, 32768, 60.82
2026/05/23 05:34:01.015, 7, 10, 5, 13868, 32768, 60.24
2026/05/23 05:34:01.517, 0, 13, 4, 24124, 32768, 62.26
2026/05/23 05:34:01.520, 1, 13, 4, 23168, 32768, 63.24
2026/05/23 05:34:01.521, 2, 13, 4, 23168, 32768, 70.68
2026/05/23 05:34:01.523, 3, 13, 4, 23168, 32768, 79.96
2026/05/23 05:34:01.525, 4, 13, 4, 23168, 32768, 93.26
2026/05/23 05:34:01.526, 5, 11, 3, 19734, 32768, 74.09
2026/05/23 05:34:01.528, 6, 10, 3, 19728, 32768, 60.32
2026/05/23 05:34:01.530, 7, 10, 5, 13868, 32768, 60.24
2026/05/23 05:34:02.032, 0, 13, 4, 24124, 32768, 63.24
2026/05/23 05:34:02.034, 1, 13, 4, 23168, 32768, 65.21
2026/05/23 05:34:02.035, 2, 13, 4, 23168, 32768, 74.14
2026/05/23 05:34:02.037, 3, 13, 4, 23168, 32768, 84.39
2026/05/23 05:34:02.038, 4, 13, 4, 23168, 32768, 86.86
2026/05/23 05:34:02.040, 5, 11, 3, 19734, 32768, 62.30
2026/05/23 05:34:02.042, 6, 11, 3, 19728, 32768, 60.82
2026/05/23 05:34:02.044, 7, 10, 5, 13868, 32768, 60.24
2026/05/23 05:34:02.545, 0, 13, 4, 24124, 32768, 66.20
2026/05/23 05:34:02.547, 1, 13, 4, 23168, 32768, 71.13
