schema	ds4_v100_tp_ep_sustained_http.v3
backend	tp_ep_launcher_http

tokens	request_token_pattern	ctx	slots	generation_requests	coalesced_batches	coalesced_batch_max	status_200	generated_tokens	continuation_tokens	elapsed_s	generated_tok_s	continuation_tok_s	generated_tok_s_decode	continuation_tok_s_decode	ep_ms	dense_ms	compose_ms	compose_reduce_ms	compose_copy_ms	compose_final_ms	gpu_util_avg	gpu_util_max	gpu_mem_used_max_mib
32	32	262144	32	32	1	32	32	1024	992	1.348272	759.490446	808.982423	991.405750	1062.827294	490.663413	0.000000	541.867120	64.615829	297.258583	179.992708	9.150000	32.000000	13184.000000
