timestamp,index,utilization.gpu,memory.used,memory.total
2026/05/23 20:39:03.140, 0, 0, 13184, 32768
2026/05/23 20:39:03.140, 1, 0, 13184, 32768
2026/05/23 20:39:03.141, 2, 0, 13184, 32768
2026/05/23 20:39:03.141, 3, 3, 13184, 32768
2026/05/23 20:39:03.141, 4, 0, 13184, 32768
2026/05/23 20:39:03.141, 5, 0, 13184, 32768
2026/05/23 20:39:03.141, 6, 0, 13184, 32768
2026/05/23 20:39:03.142, 7, 9, 13184, 32768
2026/05/23 20:39:03.411, 0, 10, 13184, 32768
2026/05/23 20:39:03.411, 1, 10, 13184, 32768
2026/05/23 20:39:03.411, 2, 10, 13184, 32768
2026/05/23 20:39:03.412, 3, 10, 13184, 32768
2026/05/23 20:39:03.412, 4, 9, 13184, 32768
2026/05/23 20:39:03.412, 5, 9, 13184, 32768
2026/05/23 20:39:03.412, 6, 9, 13184, 32768
2026/05/23 20:39:03.413, 7, 31, 13184, 32768
2026/05/23 20:39:03.698, 0, 10, 13184, 32768
2026/05/23 20:39:03.699, 1, 9, 13184, 32768
2026/05/23 20:39:03.699, 2, 10, 13184, 32768
2026/05/23 20:39:03.699, 3, 9, 13184, 32768
2026/05/23 20:39:03.699, 4, 9, 13184, 32768
2026/05/23 20:39:03.700, 5, 9, 13184, 32768
2026/05/23 20:39:03.700, 6, 9, 13184, 32768
2026/05/23 20:39:03.700, 7, 31, 13184, 32768
2026/05/23 20:39:03.987, 0, 10, 13184, 32768
2026/05/23 20:39:03.987, 1, 9, 13184, 32768
2026/05/23 20:39:03.987, 2, 10, 13184, 32768
2026/05/23 20:39:03.988, 3, 10, 13184, 32768
2026/05/23 20:39:03.988, 4, 9, 13184, 32768
2026/05/23 20:39:03.988, 5, 9, 13184, 32768
2026/05/23 20:39:03.988, 6, 9, 13184, 32768
2026/05/23 20:39:03.989, 7, 31, 13184, 32768
2026/05/23 20:39:04.278, 0, 10, 13184, 32768
2026/05/23 20:39:04.278, 1, 10, 13184, 32768
2026/05/23 20:39:04.279, 2, 10, 13184, 32768
2026/05/23 20:39:04.279, 3, 10, 13184, 32768
2026/05/23 20:39:04.279, 4, 9, 13184, 32768
2026/05/23 20:39:04.279, 5, 9, 13184, 32768
2026/05/23 20:39:04.279, 6, 9, 13184, 32768
2026/05/23 20:39:04.280, 7, 31, 13184, 32768
2026/05/23 20:39:04.547, 0, 10, 13184, 32768
2026/05/23 20:39:04.547, 1, 10, 13184, 32768
2026/05/23 20:39:04.547, 2, 10, 13184, 32768
2026/05/23 20:39:04.547, 3, 10, 13184, 32768
2026/05/23 20:39:04.547, 4, 9, 13184, 32768
2026/05/23 20:39:04.548, 5, 9, 13184, 32768
2026/05/23 20:39:04.548, 6, 9, 13184, 32768
2026/05/23 20:39:04.548, 7, 32, 13184, 32768
2026/05/23 20:39:04.872, 0, 10, 13184, 32768
2026/05/23 20:39:04.873, 1, 9, 13184, 32768
2026/05/23 20:39:04.873, 2, 9, 13184, 32768
2026/05/23 20:39:04.873, 3, 9, 13184, 32768
2026/05/23 20:39:04.873, 4, 9, 13184, 32768
2026/05/23 20:39:04.874, 5, 9, 13184, 32768
2026/05/23 20:39:04.874, 6, 9, 13184, 32768
2026/05/23 20:39:04.874, 7, 31, 13184, 32768
2026/05/23 20:39:05.160, 0, 10, 13184, 32768
2026/05/23 20:39:05.160, 1, 10, 13184, 32768
2026/05/23 20:39:05.160, 2, 10, 13184, 32768
2026/05/23 20:39:05.160, 3, 10, 13184, 32768
2026/05/23 20:39:05.161, 4, 9, 13184, 32768
2026/05/23 20:39:05.161, 5, 9, 13184, 32768
2026/05/23 20:39:05.161, 6, 9, 13184, 32768
2026/05/23 20:39:05.161, 7, 32, 13184, 32768
2026/05/23 20:39:05.428, 0, 10, 13184, 32768
2026/05/23 20:39:05.429, 1, 10, 13184, 32768
2026/05/23 20:39:05.429, 2, 10, 13184, 32768
2026/05/23 20:39:05.429, 3, 10, 13184, 32768
2026/05/23 20:39:05.430, 4, 9, 13184, 32768
2026/05/23 20:39:05.430, 5, 9, 13184, 32768
2026/05/23 20:39:05.430, 6, 9, 13184, 32768
2026/05/23 20:39:05.430, 7, 31, 13184, 32768
2026/05/23 20:39:05.696, 0, 10, 13184, 32768
2026/05/23 20:39:05.697, 1, 10, 13184, 32768
2026/05/23 20:39:05.697, 2, 10, 13184, 32768
2026/05/23 20:39:05.697, 3, 10, 13184, 32768
2026/05/23 20:39:05.697, 4, 9, 13184, 32768
2026/05/23 20:39:05.697, 5, 9, 13184, 32768
2026/05/23 20:39:05.697, 6, 9, 13184, 32768
2026/05/23 20:39:05.698, 7, 31, 13184, 32768
2026/05/23 20:39:05.963, 0, 10, 13184, 32768
2026/05/23 20:39:05.963, 1, 10, 13184, 32768
2026/05/23 20:39:05.963, 2, 10, 13184, 32768
2026/05/23 20:39:05.963, 3, 10, 13184, 32768
2026/05/23 20:39:05.963, 4, 9, 13184, 32768
2026/05/23 20:39:05.964, 5, 9, 13184, 32768
2026/05/23 20:39:05.964, 6, 9, 13184, 32768
2026/05/23 20:39:05.964, 7, 31, 13184, 32768
2026/05/23 20:39:06.226, 0, 10, 13184, 32768
2026/05/23 20:39:06.227, 1, 10, 13184, 32768
2026/05/23 20:39:06.227, 2, 10, 13184, 32768
2026/05/23 20:39:06.227, 3, 10, 13184, 32768
2026/05/23 20:39:06.227, 4, 9, 13184, 32768
2026/05/23 20:39:06.227, 5, 9, 13184, 32768
2026/05/23 20:39:06.228, 6, 9, 13184, 32768
2026/05/23 20:39:06.228, 7, 32, 13184, 32768
2026/05/23 20:39:06.512, 0, 10, 13184, 32768
2026/05/23 20:39:06.512, 1, 10, 13184, 32768
2026/05/23 20:39:06.512, 2, 10, 13184, 32768
2026/05/23 20:39:06.513, 3, 10, 13184, 32768
2026/05/23 20:39:06.513, 4, 9, 13184, 32768
2026/05/23 20:39:06.513, 5, 9, 13184, 32768
2026/05/23 20:39:06.513, 6, 9, 13184, 32768
2026/05/23 20:39:06.513, 7, 32, 13184, 32768
2026/05/23 20:39:06.816, 0, 10, 13184, 32768
2026/05/23 20:39:06.817, 1, 10, 13184, 32768
2026/05/23 20:39:06.817, 2, 10, 13184, 32768
2026/05/23 20:39:06.818, 3, 10, 13184, 32768
2026/05/23 20:39:06.818, 4, 9, 13184, 32768
2026/05/23 20:39:06.818, 5, 9, 13184, 32768
2026/05/23 20:39:06.819, 6, 9, 13184, 32768
2026/05/23 20:39:06.819, 7, 32, 13184, 32768
2026/05/23 20:39:07.084, 0, 10, 13184, 32768
2026/05/23 20:39:07.085, 1, 10, 13184, 32768
2026/05/23 20:39:07.085, 2, 10, 13184, 32768
2026/05/23 20:39:07.086, 3, 10, 13184, 32768
2026/05/23 20:39:07.086, 4, 9, 13184, 32768
2026/05/23 20:39:07.087, 5, 9, 13184, 32768
2026/05/23 20:39:07.087, 6, 9, 13184, 32768
2026/05/23 20:39:07.088, 7, 32, 13184, 32768
2026/05/23 20:39:07.374, 0, 10, 13184, 32768
2026/05/23 20:39:07.375, 1, 10, 13184, 32768
2026/05/23 20:39:07.375, 2, 10, 13184, 32768
2026/05/23 20:39:07.375, 3, 10, 13184, 32768
2026/05/23 20:39:07.375, 4, 9, 13184, 32768
2026/05/23 20:39:07.376, 5, 9, 13184, 32768
2026/05/23 20:39:07.376, 6, 9, 13184, 32768
2026/05/23 20:39:07.376, 7, 32, 13184, 32768
2026/05/23 20:39:07.641, 0, 10, 13184, 32768
2026/05/23 20:39:07.641, 1, 10, 13184, 32768
2026/05/23 20:39:07.641, 2, 10, 13184, 32768
2026/05/23 20:39:07.641, 3, 10, 13184, 32768
2026/05/23 20:39:07.642, 4, 9, 13184, 32768
2026/05/23 20:39:07.642, 5, 9, 13184, 32768
2026/05/23 20:39:07.642, 6, 9, 13184, 32768
2026/05/23 20:39:07.642, 7, 31, 13184, 32768
2026/05/23 20:39:07.906, 0, 10, 13184, 32768
2026/05/23 20:39:07.906, 1, 10, 13184, 32768
2026/05/23 20:39:07.907, 2, 10, 13184, 32768
2026/05/23 20:39:07.907, 3, 10, 13184, 32768
2026/05/23 20:39:07.907, 4, 9, 13184, 32768
2026/05/23 20:39:07.907, 5, 9, 13184, 32768
2026/05/23 20:39:07.907, 6, 9, 13184, 32768
2026/05/23 20:39:07.907, 7, 32, 13184, 32768
2026/05/23 20:39:08.176, 0, 10, 13184, 32768
2026/05/23 20:39:08.177, 1, 10, 13184, 32768
2026/05/23 20:39:08.177, 2, 10, 13184, 32768
2026/05/23 20:39:08.177, 3, 10, 13184, 32768
2026/05/23 20:39:08.177, 4, 9, 13184, 32768
2026/05/23 20:39:08.177, 5, 9, 13184, 32768
2026/05/23 20:39:08.177, 6, 9, 13184, 32768
2026/05/23 20:39:08.178, 7, 32, 13184, 32768
2026/05/23 20:39:08.490, 0, 10, 13184, 32768
2026/05/23 20:39:08.490, 1, 10, 13184, 32768
2026/05/23 20:39:08.490, 2, 10, 13184, 32768
2026/05/23 20:39:08.491, 3, 10, 13184, 32768
2026/05/23 20:39:08.491, 4, 9, 13184, 32768
2026/05/23 20:39:08.491, 5, 9, 13184, 32768
2026/05/23 20:39:08.491, 6, 9, 13184, 32768
2026/05/23 20:39:08.492, 7, 32, 13184, 32768
2026/05/23 20:39:08.776, 0, 10, 13184, 32768
2026/05/23 20:39:08.776, 1, 10, 13184, 32768
2026/05/23 20:39:08.776, 2, 10, 13184, 32768
2026/05/23 20:39:08.776, 3, 10, 13184, 32768
2026/05/23 20:39:08.776, 4, 9, 13184, 32768
2026/05/23 20:39:08.777, 5, 9, 13184, 32768
2026/05/23 20:39:08.777, 6, 9, 13184, 32768
2026/05/23 20:39:08.777, 7, 32, 13184, 32768
2026/05/23 20:39:09.058, 0, 10, 13184, 32768
2026/05/23 20:39:09.059, 1, 10, 13184, 32768
2026/05/23 20:39:09.061, 2, 10, 13184, 32768
2026/05/23 20:39:09.062, 3, 10, 13184, 32768
2026/05/23 20:39:09.063, 4, 9, 13184, 32768
2026/05/23 20:39:09.064, 5, 9, 13184, 32768
2026/05/23 20:39:09.066, 6, 9, 13184, 32768
2026/05/23 20:39:09.066, 7, 32, 13184, 32768
2026/05/23 20:39:09.375, 0, 10, 13184, 32768
2026/05/23 20:39:09.376, 1, 10, 13184, 32768
2026/05/23 20:39:09.376, 2, 10, 13184, 32768
2026/05/23 20:39:09.376, 3, 10, 13184, 32768
2026/05/23 20:39:09.376, 4, 9, 13184, 32768
2026/05/23 20:39:09.376, 5, 9, 13184, 32768
2026/05/23 20:39:09.377, 6, 9, 13184, 32768
2026/05/23 20:39:09.377, 7, 32, 13184, 32768
2026/05/23 20:39:09.682, 0, 10, 13184, 32768
2026/05/23 20:39:09.682, 1, 10, 13184, 32768
2026/05/23 20:39:09.682, 2, 10, 13184, 32768
2026/05/23 20:39:09.683, 3, 10, 13184, 32768
2026/05/23 20:39:09.683, 4, 9, 13184, 32768
2026/05/23 20:39:09.683, 5, 9, 13184, 32768
2026/05/23 20:39:09.683, 6, 9, 13184, 32768
2026/05/23 20:39:09.683, 7, 32, 13184, 32768
2026/05/23 20:39:09.971, 0, 10, 13184, 32768
2026/05/23 20:39:09.972, 1, 10, 13184, 32768
2026/05/23 20:39:09.972, 2, 10, 13184, 32768
2026/05/23 20:39:09.972, 3, 10, 13184, 32768
