2026/05/21 02:10:28.979, 0, 0, 0
2026/05/21 02:10:28.979, 1, 0, 0
2026/05/21 02:10:28.980, 2, 0, 0
2026/05/21 02:10:28.980, 3, 0, 0
2026/05/21 02:10:28.980, 4, 0, 0
2026/05/21 02:10:28.980, 5, 0, 0
2026/05/21 02:10:28.980, 6, 0, 0
2026/05/21 02:10:28.981, 7, 0, 0
2026/05/21 02:10:29.623, 0, 1, 4
2026/05/21 02:10:29.623, 1, 0, 4
2026/05/21 02:10:29.623, 2, 0, 4
2026/05/21 02:10:29.624, 3, 1, 4
2026/05/21 02:10:29.624, 4, 0, 4
2026/05/21 02:10:29.624, 5, 1, 4
2026/05/21 02:10:29.625, 6, 0, 2
2026/05/21 02:10:29.625, 7, 0, 0
2026/05/21 02:10:30.785, 0, 0, 16
2026/05/21 02:10:30.798, 1, 0, 16
2026/05/21 02:10:30.814, 2, 0, 16
2026/05/21 02:10:30.818, 3, 0, 16
2026/05/21 02:10:30.825, 4, 0, 16
2026/05/21 02:10:30.828, 5, 0, 16
2026/05/21 02:10:30.833, 6, 0, 16
2026/05/21 02:10:30.837, 7, 0, 16
2026/05/21 02:10:31.587, 0, 1, 21794
2026/05/21 02:10:31.587, 1, 1, 20812
2026/05/21 02:10:31.588, 2, 1, 20812
2026/05/21 02:10:31.588, 3, 1, 20812
2026/05/21 02:10:31.589, 4, 1, 20812
2026/05/21 02:10:31.590, 5, 1, 17406
2026/05/21 02:10:31.590, 6, 1, 312
2026/05/21 02:10:31.591, 7, 1, 312
2026/05/21 02:10:32.205, 0, 18, 21794
2026/05/21 02:10:32.205, 1, 13, 20812
2026/05/21 02:10:32.206, 2, 3, 20812
2026/05/21 02:10:32.206, 3, 2, 20812
2026/05/21 02:10:32.206, 4, 2, 20812
2026/05/21 02:10:32.206, 5, 20, 17406
2026/05/21 02:10:32.207, 6, 13, 17386
2026/05/21 02:10:32.207, 7, 4, 11582
2026/05/21 02:10:32.798, 0, 3, 21794
2026/05/21 02:10:32.798, 1, 5, 20812
2026/05/21 02:10:32.799, 2, 3, 20812
2026/05/21 02:10:32.799, 3, 19, 20812
2026/05/21 02:10:32.799, 4, 1, 20812
2026/05/21 02:10:32.799, 5, 7, 17406
2026/05/21 02:10:32.799, 6, 3, 17386
2026/05/21 02:10:32.800, 7, 4, 11582
2026/05/21 02:10:33.415, 0, 3, 21794
2026/05/21 02:10:33.415, 1, 3, 20812
2026/05/21 02:10:33.415, 2, 3, 20812
2026/05/21 02:10:33.415, 3, 21, 20812
2026/05/21 02:10:33.416, 4, 1, 20812
2026/05/21 02:10:33.416, 5, 14, 17406
2026/05/21 02:10:33.416, 6, 11, 17386
2026/05/21 02:10:33.417, 7, 5, 11582
2026/05/21 02:10:34.012, 0, 4, 21794
2026/05/21 02:10:34.012, 1, 4, 20812
2026/05/21 02:10:34.012, 2, 4, 20812
2026/05/21 02:10:34.012, 3, 24, 20812
2026/05/21 02:10:34.013, 4, 3, 20812
2026/05/21 02:10:34.013, 5, 39, 17406
2026/05/21 02:10:34.013, 6, 41, 17386
2026/05/21 02:10:34.013, 7, 10, 11582
2026/05/21 02:10:34.642, 0, 3, 21794
2026/05/21 02:10:34.642, 1, 3, 20812
2026/05/21 02:10:34.643, 2, 3, 20812
2026/05/21 02:10:34.643, 3, 3, 20812
2026/05/21 02:10:34.643, 4, 1, 20812
2026/05/21 02:10:34.643, 5, 23, 17406
2026/05/21 02:10:34.644, 6, 47, 17386
2026/05/21 02:10:34.644, 7, 27, 11582
2026/05/21 02:10:35.253, 0, 2, 21794
2026/05/21 02:10:35.253, 1, 2, 20812
2026/05/21 02:10:35.253, 2, 2, 20812
2026/05/21 02:10:35.254, 3, 2, 20812
2026/05/21 02:10:35.254, 4, 2, 20812
2026/05/21 02:10:35.254, 5, 3, 17406
2026/05/21 02:10:35.255, 6, 41, 17386
2026/05/21 02:10:35.255, 7, 5, 11582
2026/05/21 02:10:35.851, 0, 2, 21794
2026/05/21 02:10:35.851, 1, 3, 20812
2026/05/21 02:10:35.852, 2, 3, 20812
2026/05/21 02:10:35.852, 3, 30, 20812
2026/05/21 02:10:35.852, 4, 3, 20812
2026/05/21 02:10:35.853, 5, 3, 17406
2026/05/21 02:10:35.853, 6, 5, 17386
2026/05/21 02:10:35.854, 7, 6, 11582
2026/05/21 02:10:36.445, 0, 2, 21794
2026/05/21 02:10:36.446, 1, 3, 20812
2026/05/21 02:10:36.446, 2, 3, 20812
2026/05/21 02:10:36.446, 3, 29, 20812
2026/05/21 02:10:36.447, 4, 2, 20812
2026/05/21 02:10:36.447, 5, 3, 17406
2026/05/21 02:10:36.447, 6, 3, 17386
2026/05/21 02:10:36.448, 7, 10, 11582
2026/05/21 02:10:37.044, 0, 2, 21794
2026/05/21 02:10:37.045, 1, 2, 20812
2026/05/21 02:10:37.046, 2, 2, 20812
2026/05/21 02:10:37.046, 3, 2, 20812
2026/05/21 02:10:37.047, 4, 2, 20812
2026/05/21 02:10:37.047, 5, 2, 17406
2026/05/21 02:10:37.048, 6, 2, 17386
2026/05/21 02:10:37.048, 7, 3, 11582
2026/05/21 02:10:37.677, 0, 7, 21794
2026/05/21 02:10:37.677, 1, 3, 20812
2026/05/21 02:10:37.677, 2, 2, 20812
2026/05/21 02:10:37.677, 3, 3, 20812
2026/05/21 02:10:37.678, 4, 2, 20812
2026/05/21 02:10:37.678, 5, 3, 17406
2026/05/21 02:10:37.678, 6, 17, 17386
2026/05/21 02:10:37.678, 7, 5, 11582
2026/05/21 02:10:38.252, 0, 11, 21794
2026/05/21 02:10:38.252, 1, 3, 20812
2026/05/21 02:10:38.252, 2, 2, 20812
2026/05/21 02:10:38.252, 3, 3, 20812
2026/05/21 02:10:38.253, 4, 2, 20812
2026/05/21 02:10:38.253, 5, 3, 17406
2026/05/21 02:10:38.253, 6, 5, 17386
2026/05/21 02:10:38.253, 7, 3, 11582
2026/05/21 02:10:38.861, 0, 2, 21794
2026/05/21 02:10:38.861, 1, 3, 20812
