2026/05/23 05:35:56.710, 0, 0, 0, 21850, 32768, 56.83
2026/05/23 05:35:56.711, 1, 0, 0, 20882, 32768, 55.39
2026/05/23 05:35:56.713, 2, 0, 0, 20882, 32768, 57.40
2026/05/23 05:35:56.714, 3, 0, 0, 20882, 32768, 58.84
2026/05/23 05:35:56.716, 4, 0, 0, 20882, 32768, 60.32
2026/05/23 05:35:56.717, 5, 0, 0, 17462, 32768, 61.31
2026/05/23 05:35:56.718, 6, 0, 0, 17448, 32768, 58.84
2026/05/23 05:35:56.720, 7, 0, 0, 16260, 32768, 59.30
2026/05/23 05:35:57.222, 0, 7, 0, 23644, 32768, 57.33
2026/05/23 05:35:57.223, 1, 0, 0, 20884, 32768, 55.39
2026/05/23 05:35:57.225, 2, 0, 0, 20884, 32768, 57.89
2026/05/23 05:35:57.226, 3, 0, 0, 20884, 32768, 58.84
2026/05/23 05:35:57.228, 4, 0, 0, 20884, 32768, 60.36
2026/05/23 05:35:57.229, 5, 0, 0, 17464, 32768, 61.31
2026/05/23 05:35:57.231, 6, 0, 0, 17450, 32768, 58.84
2026/05/23 05:35:57.232, 7, 0, 0, 16262, 32768, 59.30
2026/05/23 05:35:57.734, 0, 13, 1, 23798, 32768, 56.34
2026/05/23 05:35:57.735, 1, 0, 0, 20884, 32768, 55.39
2026/05/23 05:35:57.737, 2, 0, 0, 20884, 32768, 57.89
2026/05/23 05:35:57.739, 3, 0, 0, 20884, 32768, 58.84
2026/05/23 05:35:57.740, 4, 0, 0, 20884, 32768, 60.36
2026/05/23 05:35:57.742, 5, 0, 0, 17464, 32768, 61.31
2026/05/23 05:35:57.744, 6, 0, 0, 17450, 32768, 58.84
2026/05/23 05:35:57.745, 7, 0, 0, 16262, 32768, 59.30
2026/05/23 05:35:58.247, 0, 0, 0, 24070, 32768, 61.76
2026/05/23 05:35:58.249, 1, 0, 0, 23102, 32768, 63.28
2026/05/23 05:35:58.251, 2, 0, 0, 23102, 32768, 70.19
2026/05/23 05:35:58.252, 3, 5, 1, 23102, 32768, 79.52
2026/05/23 05:35:58.254, 4, 7, 1, 23102, 32768, 94.31
2026/05/23 05:35:58.256, 5, 6, 1, 19682, 32768, 76.06
2026/05/23 05:35:58.257, 6, 1, 0, 19666, 32768, 58.84
2026/05/23 05:35:58.259, 7, 1, 0, 18478, 32768, 59.79
2026/05/23 05:35:58.761, 0, 13, 4, 24070, 32768, 57.82
2026/05/23 05:35:58.764, 1, 15, 5, 23102, 32768, 56.83
2026/05/23 05:35:58.766, 2, 13, 4, 23102, 32768, 59.87
2026/05/23 05:35:58.768, 3, 13, 4, 23102, 32768, 62.26
2026/05/23 05:35:58.771, 4, 13, 4, 23102, 32768, 65.26
2026/05/23 05:35:58.773, 5, 11, 3, 19682, 32768, 67.72
2026/05/23 05:35:58.775, 6, 11, 3, 19668, 32768, 67.23
2026/05/23 05:35:58.778, 7, 7, 2, 18480, 32768, 66.16
2026/05/23 05:35:59.280, 0, 13, 4, 24070, 32768, 77.00
2026/05/23 05:35:59.282, 1, 13, 4, 23102, 32768, 83.90
2026/05/23 05:35:59.284, 2, 13, 4, 23102, 32768, 77.15
2026/05/23 05:35:59.287, 3, 13, 4, 23102, 32768, 59.79
2026/05/23 05:35:59.290, 4, 13, 4, 23102, 32768, 61.80
2026/05/23 05:35:59.293, 5, 11, 3, 19682, 32768, 62.79
2026/05/23 05:35:59.295, 6, 11, 3, 19668, 32768, 61.31
2026/05/23 05:35:59.297, 7, 8, 3, 18480, 32768, 62.22
2026/05/23 05:35:59.799, 0, 57, 20, 24070, 32768, 163.10
2026/05/23 05:35:59.801, 1, 64, 23, 23102, 32768, 152.00
2026/05/23 05:35:59.804, 2, 65, 23, 23102, 32768, 163.31
2026/05/23 05:35:59.806, 3, 62, 21, 23102, 32768, 156.43
2026/05/23 05:35:59.808, 4, 64, 23, 23102, 32768, 167.51
2026/05/23 05:35:59.809, 5, 52, 19, 19682, 32768, 150.04
2026/05/23 05:35:59.816, 6, 52, 18, 19668, 32768, 164.40
2026/05/23 05:35:59.819, 7, 32, 10, 18482, 32768, 93.51
2026/05/23 05:36:00.320, 0, 58, 20, 24070, 32768, 168.49
2026/05/23 05:36:00.322, 1, 62, 22, 23102, 32768, 152.40
2026/05/23 05:36:00.323, 2, 63, 22, 23102, 32768, 153.09
2026/05/23 05:36:00.325, 3, 60, 21, 23102, 32768, 160.25
2026/05/23 05:36:00.326, 4, 62, 22, 23102, 32768, 155.83
2026/05/23 05:36:00.327, 5, 52, 18, 19682, 32768, 147.18
2026/05/23 05:36:00.328, 6, 50, 18, 19668, 32768, 158.00
2026/05/23 05:36:00.330, 7, 34, 11, 18482, 32768, 96.89
2026/05/23 05:36:00.831, 0, 59, 20, 24070, 32768, 169.37
2026/05/23 05:36:00.833, 1, 61, 21, 23102, 32768, 160.74
2026/05/23 05:36:00.835, 2, 61, 21, 23102, 32768, 147.28
2026/05/23 05:36:00.836, 3, 60, 21, 23102, 32768, 164.68
2026/05/23 05:36:00.838, 4, 63, 22, 23102, 32768, 167.51
2026/05/23 05:36:00.839, 5, 51, 17, 19682, 32768, 156.43
2026/05/23 05:36:00.841, 6, 52, 18, 19668, 32768, 145.22
2026/05/23 05:36:00.843, 7, 33, 10, 18482, 32768, 93.51
2026/05/23 05:36:01.344, 0, 57, 20, 24070, 32768, 162.60
2026/05/23 05:36:01.347, 1, 62, 22, 23102, 32768, 157.41
2026/05/23 05:36:01.349, 2, 62, 21, 23102, 32768, 163.80
2026/05/23 05:36:01.350, 3, 62, 22, 23102, 32768, 162.99
2026/05/23 05:36:01.352, 4, 62, 21, 23102, 32768, 166.53
2026/05/23 05:36:01.353, 5, 51, 18, 19682, 32768, 155.34
2026/05/23 05:36:01.355, 6, 51, 18, 19668, 32768, 74.58
2026/05/23 05:36:01.355, 7, 33, 10, 18482, 32768, 94.00
2026/05/23 05:36:01.857, 0, 52, 18, 24070, 32768, 169.97
2026/05/23 05:36:01.859, 1, 62, 22, 23102, 32768, 153.97
2026/05/23 05:36:01.861, 2, 58, 20, 23102, 32768, 150.72
2026/05/23 05:36:01.863, 3, 62, 22, 23102, 32768, 131.76
2026/05/23 05:36:01.865, 4, 53, 19, 23102, 32768, 128.09
2026/05/23 05:36:01.866, 5, 48, 17, 19682, 32768, 119.23
2026/05/23 05:36:01.869, 6, 49, 17, 19668, 32768, 79.46
2026/05/23 05:36:01.871, 7, 33, 10, 18482, 32768, 60.17
2026/05/23 05:36:02.374, 0, 53, 18, 24070, 32768, 160.36
2026/05/23 05:36:02.375, 1, 59, 20, 23102, 32768, 133.50
2026/05/23 05:36:02.376, 2, 57, 19, 23102, 32768, 113.96
2026/05/23 05:36:02.378, 3, 57, 20, 23102, 32768, 93.20
2026/05/23 05:36:02.379, 4, 54, 19, 23102, 32768, 76.56
2026/05/23 05:36:02.380, 5, 46, 16, 19682, 32768, 78.53
2026/05/23 05:36:02.381, 6, 45, 16, 19668, 32768, 79.02
2026/05/23 05:36:02.383, 7, 35, 11, 18482, 32768, 63.65
2026/05/23 05:36:02.884, 0, 55, 19, 24070, 32768, 109.24
2026/05/23 05:36:02.886, 1, 46, 16, 23102, 32768, 163.41
2026/05/23 05:36:02.887, 2, 63, 22, 23102, 32768, 167.73
2026/05/23 05:36:02.888, 3, 46, 16, 23102, 32768, 165.93
2026/05/23 05:36:02.889, 4, 53, 19, 23102, 32768, 174.38
2026/05/23 05:36:02.891, 5, 52, 18, 19682, 32768, 155.44
2026/05/23 05:36:02.892, 6, 36, 12, 19668, 32768, 166.75
2026/05/23 05:36:02.893, 7, 42, 24, 18482, 32768, 112.04
