schema	s597_peer_copy_microbench.v1
bytes	dst	src	same_device	grid_blocks	block	burst_iters	burst_us_per_copy	burst_gbps	isolated_iters	isolated_us_per_copy	isolated_gbps
8192	6	5	0	8	256	200	5.056	1.620	50	7.743	1.058
8192	6	6	1	8	256	200	2.068	3.961	50	4.794	1.709
8192	6	7	0	8	256	200	5.061	1.619	50	8.139	1.007
8192	7	0	0	8	256	200	7.868	1.041	50	10.659	0.769
8192	7	1	0	8	256	200	7.886	1.039	50	10.666	0.768
8192	7	2	0	8	256	200	7.969	1.028	50	10.779	0.760
8192	7	3	0	8	256	200	5.242	1.563	50	7.980	1.027
8192	7	4	0	8	256	200	5.188	1.579	50	7.864	1.042
8192	7	5	0	8	256	200	5.250	1.560	50	8.100	1.011
8192	7	6	0	8	256	200	5.220	1.569	50	7.859	1.042
8192	7	7	1	8	256	200	2.121	3.862	50	5.200	1.575
65536	0	0	1	64	256	200	2.231	29.375	50	4.787	13.692
65536	0	1	0	64	256	200	7.852	8.346	50	10.367	6.321
65536	0	2	0	64	256	200	7.910	8.285	50	10.394	6.305
65536	0	3	0	64	256	200	6.276	10.443	50	8.952	7.321
65536	0	4	0	64	256	200	6.270	10.453	50	8.931	7.338
65536	0	5	0	64	256	200	13.809	4.746	50	16.363	4.005
65536	0	6	0	64	256	200	13.860	4.729	50	16.397	3.997
65536	0	7	0	64	256	200	13.983	4.687	50	16.412	3.993
65536	1	0	0	64	256	200	7.757	8.449	50	10.379	6.314
65536	1	1	1	64	256	200	2.231	29.377	50	4.992	13.128
65536	1	2	0	64	256	200	6.330	10.354	50	8.928	7.341
65536	1	3	0	64	256	200	7.801	8.401	50	10.365	6.323
65536	1	4	0	64	256	200	13.834	4.737	50	16.667	3.932
65536	1	5	0	64	256	200	6.399	10.241	50	9.002	7.280
65536	1	6	0	64	256	200	13.817	4.743	50	16.342	4.010
65536	1	7	0	64	256	200	13.887	4.719	50	16.403	3.995
65536	2	0	0	64	256	200	7.844	8.355	50	10.667	6.144
65536	2	1	0	64	256	200	6.378	10.275	50	8.906	7.359
65536	2	2	1	64	256	200	2.263	28.965	50	4.810	13.626
65536	2	3	0	64	256	200	6.325	10.362	50	8.891	7.371
65536	2	4	0	64	256	200	13.640	4.805	50	16.417	3.992
65536	2	5	0	64	256	200	13.716	4.778	50	16.294	4.022
65536	2	6	0	64	256	200	7.813	8.388	50	10.293	6.367
65536	2	7	0	64	256	200	13.702	4.783	50	16.344	4.010
65536	3	0	0	64	256	200	6.299	10.404	50	8.892	7.371
65536	3	1	0	64	256	200	7.815	8.386	50	10.289	6.370
65536	3	2	0	64	256	200	6.269	10.454	50	8.911	7.354
65536	3	3	1	64	256	200	2.347	27.919	50	4.805	13.639
65536	3	4	0	64	256	200	13.673	4.793	50	16.307	4.019
65536	3	5	0	64	256	200	13.791	4.752	50	16.195	4.047
65536	3	6	0	64	256	200	13.669	4.795	50	16.324	4.015
65536	3	7	0	64	256	200	7.804	8.398	50	10.296	6.365
65536	4	0	0	64	256	200	6.351	10.319	50	9.077	7.220
65536	4	1	0	64	256	200	13.538	4.841	50	16.364	4.005
65536	4	2	0	64	256	200	14.461	4.532	50	17.100	3.833
65536	4	3	0	64	256	200	14.108	4.645	50	16.918	3.874
65536	4	4	1	64	256	200	2.086	31.411	50	5.123	12.792
65536	4	5	0	64	256	200	7.833	8.367	50	10.429	6.284
65536	4	6	0	64	256	200	7.797	8.405	50	10.495	6.244
65536	4	7	0	64	256	200	6.367	10.292	50	9.197	7.126
65536	5	0	0	64	256	200	13.728	4.774	50	16.348	4.009
65536	5	1	0	64	256	200	6.420	10.207	50	9.113	7.192
65536	5	2	0	64	256	200	13.943	4.700	50	16.614	3.945
65536	5	3	0	64	256	200	14.568	4.499	50	17.802	3.681
65536	5	4	0	64	256	200	7.808	8.394	50	10.800	6.068
65536	5	5	1	64	256	200	2.148	30.513	50	5.366	12.212
65536	5	6	0	64	256	200	6.460	10.145	50	9.132	7.176
65536	5	7	0	64	256	200	7.878	8.319	50	10.564	6.203
65536	6	0	0	64	256	200	13.767	4.760	50	16.419	3.992
65536	6	1	0	64	256	200	13.879	4.722	50	16.438	3.987
65536	6	2	0	64	256	200	7.820	8.380	50	10.492	6.246
65536	6	3	0	64	256	200	14.452	4.535	50	17.060	3.841
65536	6	4	0	64	256	200	7.848	8.351	50	10.529	6.225
65536	6	5	0	64	256	200	6.420	10.207	50	9.053	7.239
65536	6	6	1	64	256	200	2.164	30.289	50	4.899	13.377
65536	6	7	0	64	256	200	6.355	10.312	50	9.064	7.230
65536	7	0	0	64	256	200	13.801	4.749	50	16.781	3.905
65536	7	1	0	64	256	200	13.865	4.727	50	16.579	3.953
65536	7	2	0	64	256	200	14.567	4.499	50	17.492	3.747
65536	7	3	0	64	256	200	7.856	8.342	50	10.625	6.168
65536	7	4	0	64	256	200	6.510	10.068	50	9.184	7.136
65536	7	5	0	64	256	200	7.817	8.383	50	10.578	6.196
65536	7	6	0	64	256	200	6.448	10.163	50	9.267	7.072
65536	7	7	1	64	256	200	2.141	30.615	50	5.240	12.506
196608	0	0	1	192	256	200	2.550	77.104	50	5.097	38.574
196608	0	1	0	192	256	200	13.499	14.565	50	16.425	11.970
196608	0	2	0	192	256	200	13.497	14.567	50	16.122	12.195
196608	0	3	0	192	256	200	9.152	21.483	50	11.855	16.585
196608	0	4	0	192	256	200	9.165	21.451	50	11.949	16.454
196608	0	5	0	192	256	200	27.081	7.260	50	29.738	6.611
196608	0	6	0	192	256	200	27.030	7.274	50	29.616	6.639
196608	0	7	0	192	256	200	26.964	7.291	50	29.737	6.612
196608	1	0	0	192	256	200	13.520	14.543	50	16.084	12.224
196608	1	1	1	192	256	200	2.525	77.856	50	5.151	38.166
196608	1	2	0	192	256	200	9.227	21.307	50	11.880	16.549
196608	1	3	0	192	256	200	13.515	14.548	50	16.124	12.194
196608	1	4	0	192	256	200	26.892	7.311	50	29.623	6.637
196608	1	5	0	192	256	200	9.212	21.343	50	11.855	16.584
196608	1	6	0	192	256	200	27.139	7.245	50	29.794	6.599
196608	1	7	0	192	256	200	26.976	7.288	50	29.594	6.643
196608	2	0	0	192	256	200	13.407	14.665	50	16.072	12.233
196608	2	1	0	192	256	200	9.223	21.316	50	11.800	16.662
196608	2	2	1	192	256	200	2.582	76.153	50	5.087	38.651
196608	2	3	0	192	256	200	9.247	21.261	50	11.816	16.639
196608	2	4	0	192	256	200	26.571	7.399	50	29.308	6.708
196608	2	5	0	192	256	200	26.528	7.411	50	29.311	6.708
196608	2	6	0	192	256	200	13.407	14.665	50	16.350	12.025
196608	2	7	0	192	256	200	26.964	7.291	50	29.764	6.605
196608	3	0	0	192	256	200	9.191	21.392	50	11.780	16.690
196608	3	1	0	192	256	200	13.414	14.657	50	16.093	12.217
196608	3	2	0	192	256	200	9.194	21.384	50	11.799	16.663
196608	3	3	1	192	256	200	2.498	78.719	50	5.109	38.482
196608	3	4	0	192	256	200	26.508	7.417	50	29.142	6.746
196608	3	5	0	192	256	200	26.554	7.404	50	29.167	6.741
196608	3	6	0	192	256	200	27.047	7.269	50	29.530	6.658
196608	3	7	0	192	256	200	13.397	14.675	50	16.080	12.227
196608	4	0	0	192	256	200	9.236	21.287	50	11.959	16.440
196608	4	1	0	192	256	200	26.769	7.345	50	29.425	6.682
196608	4	2	0	192	256	200	28.334	6.939	50	30.844	6.374
196608	4	3	0	192	256	200	28.128	6.990	50	30.792	6.385
196608	4	4	1	192	256	200	2.477	79.370	50	5.420	36.273
196608	4	5	0	192	256	200	13.524	14.538	50	16.542	11.885
196608	4	6	0	192	256	200	13.497	14.567	50	16.590	11.851
196608	4	7	0	192	256	200	9.246	21.264	50	11.956	16.445
196608	5	0	0	192	256	200	26.828	7.329	50	29.443	6.678
196608	5	1	0	192	256	200	9.372	20.978	50	12.015	16.364
196608	5	2	0	192	256	200	28.335	6.939	50	30.992	6.344
196608	5	3	0	192	256	200	28.259	6.957	50	30.909	6.361
196608	5	4	0	192	256	200	13.637	14.417	50	16.255	12.095
196608	5	5	1	192	256	200	2.500	78.643	50	5.430	36.209
196608	5	6	0	192	256	200	9.372	20.977	50	11.985	16.404
196608	5	7	0	192	256	200	13.646	14.407	50	16.305	12.058
196608	6	0	0	192	256	200	26.646	7.378	50	29.367	6.695
196608	6	1	0	192	256	200	26.643	7.379	50	29.346	6.700
196608	6	2	0	192	256	200	13.511	14.552	50	16.262	12.090
196608	6	3	0	192	256	200	28.105	6.995	50	31.932	6.157
196608	6	4	0	192	256	200	13.491	14.573	50	16.262	12.090
196608	6	5	0	192	256	200	9.148	21.491	50	12.107	16.239
196608	6	6	1	192	256	200	2.487	79.063	50	5.382	36.528
196608	6	7	0	192	256	200	9.147	21.495	50	11.942	16.463
196608	7	0	0	192	256	200	26.641	7.380	50	29.451	6.676
196608	7	1	0	192	256	200	26.793	7.338	50	29.529	6.658
196608	7	2	0	192	256	200	27.996	7.023	50	30.759	6.392
196608	7	3	0	192	256	200	13.597	14.460	50	16.350	12.025
196608	7	4	0	192	256	200	9.276	21.196	50	12.051	16.314
196608	7	5	0	192	256	200	13.654	14.399	50	16.413	11.978
196608	7	6	0	192	256	200	9.305	21.128	50	12.072	16.286
196608	7	7	1	192	256	200	2.419	81.270	50	5.260	37.381
393216	0	0	1	384	256	200	2.775	141.681	50	5.455	72.087
393216	0	1	0	384	256	200	22.113	17.782	50	24.721	15.906
393216	0	2	0	384	256	200	22.112	17.783	50	24.761	15.880
393216	0	3	0	384	256	200	13.522	29.081	50	16.214	24.251
393216	0	4	0	384	256	200	13.527	29.069	50	16.387	23.996
393216	0	5	0	384	256	200	46.719	8.417	50	49.285	7.978
393216	0	6	0	384	256	200	46.680	8.424	50	49.596	7.928
393216	0	7	0	384	256	200	46.936	8.378	50	49.589	7.929
393216	1	0	0	384	256	200	22.016	17.861	50	24.744	15.891
393216	1	1	1	384	256	200	2.806	140.146	50	5.749	68.396
393216	1	2	0	384	256	200	13.549	29.021	50	16.179	24.304
393216	1	3	0	384	256	200	22.003	17.871	50	24.738	15.895
393216	1	4	0	384	256	200	46.614	8.436	50	49.347	7.968
393216	1	5	0	384	256	200	13.545	29.030	50	16.157	24.337
393216	1	6	0	384	256	200	46.856	8.392	50	49.691	7.913
393216	1	7	0	384	256	200	46.726	8.415	50	49.281	7.979
393216	2	0	0	384	256	200	22.111	17.783	50	24.684	15.930
393216	2	1	0	384	256	200	13.527	29.070	50	16.128	24.381
393216	2	2	1	384	256	200	2.752	142.909	50	5.426	72.470
393216	2	3	0	384	256	200	13.527	29.069	50	16.129	24.379
393216	2	4	0	384	256	200	45.733	8.598	50	48.436	8.118
393216	2	5	0	384	256	200	45.940	8.559	50	48.421	8.121
393216	2	6	0	384	256	200	22.115	17.781	50	24.936	15.769
393216	2	7	0	384	256	200	46.593	8.439	50	49.428	7.955
393216	3	0	0	384	256	200	13.407	29.328	50	16.145	24.356
393216	3	1	0	384	256	200	22.065	17.821	50	25.002	15.727
393216	3	2	0	384	256	200	13.405	29.334	50	16.216	24.248
393216	3	3	1	384	256	200	2.754	142.801	50	5.404	72.762
393216	3	4	0	384	256	200	45.651	8.614	50	48.310	8.139
393216	3	5	0	384	256	200	45.761	8.593	50	48.269	8.146
393216	3	6	0	384	256	200	46.602	8.438	50	49.637	7.922
393216	3	7	0	384	256	200	22.063	17.823	50	24.712	15.912
393216	4	0	0	384	256	200	13.506	29.115	50	16.298	24.126
393216	4	1	0	384	256	200	45.864	8.574	50	48.529	8.103
393216	4	2	0	384	256	200	48.639	8.084	50	51.443	7.644
393216	4	3	0	384	256	200	48.680	8.077	50	51.603	7.620
393216	4	4	1	384	256	200	2.789	140.998	50	5.533	71.070
393216	4	5	0	384	256	200	22.164	17.741	50	24.867	15.813
393216	4	6	0	384	256	200	22.165	17.741	50	24.857	15.819
393216	4	7	0	384	256	200	13.503	29.121	50	16.291	24.138
393216	5	0	0	384	256	200	46.044	8.540	50	48.622	8.087
393216	5	1	0	384	256	200	13.666	28.773	50	16.368	24.023
393216	5	2	0	384	256	200	48.639	8.084	50	51.404	7.650
393216	5	3	0	384	256	200	48.943	8.034	50	51.556	7.627
393216	5	4	0	384	256	200	22.238	17.682	50	24.904	15.789
393216	5	5	1	384	256	200	2.872	136.898	50	5.644	69.676
393216	5	6	0	384	256	200	13.680	28.744	50	16.310	24.109
393216	5	7	0	384	256	200	22.246	17.676	50	24.910	15.785
393216	6	0	0	384	256	200	45.860	8.574	50	48.947	8.033
393216	6	1	0	384	256	200	45.967	8.554	50	48.761	8.064
393216	6	2	0	384	256	200	22.060	17.825	50	24.880	15.805
393216	6	3	0	384	256	200	48.548	8.100	50	51.357	7.656
393216	6	4	0	384	256	200	22.068	17.818	50	24.845	15.826
393216	6	5	0	384	256	200	13.531	29.061	50	16.310	24.108
393216	6	6	1	384	256	200	2.792	140.829	50	5.544	70.931
393216	6	7	0	384	256	200	13.521	29.082	50	16.299	24.125
393216	7	0	0	384	256	200	47.735	8.237	50	50.518	7.784
393216	7	1	0	384	256	200	47.810	8.225	50	50.653	7.763
393216	7	2	0	384	256	200	48.799	8.058	50	51.418	7.647
393216	7	3	0	384	256	200	22.163	17.742	50	24.936	15.769
393216	7	4	0	384	256	200	13.640	28.828	50	16.420	23.947
393216	7	5	0	384	256	200	22.140	17.760	50	24.950	15.760
393216	7	6	0	384	256	200	13.636	28.836	50	16.396	23.983
393216	7	7	1	384	256	200	2.855	137.719	50	5.796	67.845
524288	0	0	1	512	256	200	3.018	173.743	50	5.690	92.148
524288	0	1	0	512	256	200	27.733	18.905	50	30.475	17.204
524288	0	2	0	512	256	200	27.739	18.901	50	30.445	17.221
524288	0	3	0	512	256	200	16.429	31.912	50	19.222	27.276
524288	0	4	0	512	256	200	16.433	31.905	50	18.986	27.615
524288	0	5	0	512	256	200	59.778	8.771	50	62.285	8.418
524288	0	6	0	512	256	200	59.824	8.764	50	62.945	8.329
524288	0	7	0	512	256	200	59.953	8.745	50	62.699	8.362
524288	1	0	0	512	256	200	27.861	18.818	50	30.419	17.236
524288	1	1	1	512	256	200	3.061	171.255	50	5.708	91.859
524288	1	2	0	512	256	200	16.356	32.054	50	19.040	27.536
524288	1	3	0	512	256	200	27.848	18.827	50	30.439	17.224
524288	1	4	0	512	256	200	59.609	8.795	50	62.474	8.392
524288	1	5	0	512	256	200	16.356	32.055	50	19.082	27.475
524288	1	6	0	512	256	200	59.987	8.740	50	62.636	8.370
524288	1	7	0	512	256	200	59.962	8.744	50	62.461	8.394
524288	2	0	0	512	256	200	27.705	18.924	50	30.420	17.235
524288	2	1	0	512	256	200	16.312	32.141	50	19.027	27.556
524288	2	2	1	512	256	200	3.011	174.140	50	5.665	92.544
524288	2	3	0	512	256	200	16.303	32.159	50	19.002	27.592
524288	2	4	0	512	256	200	58.782	8.919	50	61.427	8.535
524288	2	5	0	512	256	200	58.828	8.912	50	61.359	8.545
524288	2	6	0	512	256	200	27.717	18.916	50	30.765	17.042
524288	2	7	0	512	256	200	59.846	8.761	50	62.490	8.390
524288	3	0	0	512	256	200	16.384	32.000	50	18.963	27.649
524288	3	1	0	512	256	200	27.751	18.893	50	30.389	17.252
524288	3	2	0	512	256	200	16.372	32.023	50	19.187	27.325
524288	3	3	1	512	256	200	3.010	174.187	50	5.649	92.806
524288	3	4	0	512	256	200	58.478	8.966	50	61.605	8.510
524288	3	5	0	512	256	200	58.523	8.959	50	61.160	8.572
524288	3	6	0	512	256	200	59.751	8.775	50	62.586	8.377
524288	3	7	0	512	256	200	27.749	18.894	50	30.406	17.243
524288	4	0	0	512	256	200	16.462	31.849	50	19.131	27.405
524288	4	1	0	512	256	200	58.654	8.939	50	61.585	8.513
524288	4	2	0	512	256	200	62.316	8.413	50	65.158	8.046
524288	4	3	0	512	256	200	62.428	8.398	50	65.043	8.061
524288	4	4	1	512	256	200	3.037	172.654	50	5.770	90.861
524288	4	5	0	512	256	200	27.872	18.811	50	30.589	17.140
524288	4	6	0	512	256	200	27.874	18.809	50	30.605	17.131
524288	4	7	0	512	256	200	16.465	31.843	50	19.196	27.313
524288	5	0	0	512	256	200	58.771	8.921	50	61.589	8.513
524288	5	1	0	512	256	200	16.392	31.985	50	19.268	27.210
524288	5	2	0	512	256	200	62.338	8.410	50	65.049	8.060
524288	5	3	0	512	256	200	62.547	8.382	50	65.442	8.012
524288	5	4	0	512	256	200	27.880	18.805	50	30.648	17.107
524288	5	5	1	512	256	200	3.170	165.370	50	5.803	90.350
524288	5	6	0	512	256	200	16.484	31.807	50	19.234	27.259
524288	5	7	0	512	256	200	27.896	18.795	50	30.665	17.097
524288	6	0	0	512	256	200	58.709	8.930	50	61.446	8.533
524288	6	1	0	512	256	200	58.691	8.933	50	61.357	8.545
524288	6	2	0	512	256	200	27.868	18.814	50	30.568	17.151
524288	6	3	0	512	256	200	62.465	8.393	50	65.181	8.044
524288	6	4	0	512	256	200	27.869	18.813	50	30.580	17.145
524288	6	5	0	512	256	200	16.425	31.921	50	19.162	27.361
524288	6	6	1	512	256	200	3.068	170.880	50	5.768	90.901
524288	6	7	0	512	256	200	16.425	31.921	50	19.158	27.367
524288	7	0	0	512	256	200	62.054	8.449	50	64.971	8.070
524288	7	1	0	512	256	200	62.087	8.444	50	65.053	8.059
524288	7	2	0	512	256	200	62.390	8.403	50	65.311	8.028
524288	7	3	0	512	256	200	27.930	18.772	50	30.724	17.064
524288	7	4	0	512	256	200	16.429	31.913	50	19.218	27.281
524288	7	5	0	512	256	200	27.928	18.773	50	30.712	17.071
524288	7	6	0	512	256	200	16.423	31.924	50	19.227	27.268
524288	7	7	1	512	256	200	3.096	169.352	50	5.846	89.687
