requests	http_200	tokens	generated_tokens_meta	coalesced_batch_size	client_generated_tok_s	server_generated_tok_s	server_generated_tok_s_decode	server_continuation_tok_s_decode	scaffold_projected_slot_step_tok_s	compressed_kv_sum_ms	gpu_sample_count	gpu_util_avg	gpu_util_max	gpu_mem_used_max_mib	vram_min_free_mib	vram_max_used_mib	vram_threshold_mib	vram_failures	artifact_dir
32	32	32	1024	32	38.91286058543871	88.358577	106.390802	106.511943	108.403212	3343.550356000003	352	9.772727272727273	52.0	32426.0	1746	30747	64	0	/workspace/logs/sprint392-multiprompt-e5m2/http-control/requests-032/none-model-router-compact-moe
