2026/05/20 15:24:03.712, 0, 0, 0
2026/05/20 15:24:03.712, 1, 0, 0
2026/05/20 15:24:03.713, 2, 0, 0
2026/05/20 15:24:03.714, 3, 0, 0
2026/05/20 15:24:03.714, 4, 0, 0
2026/05/20 15:24:03.715, 5, 0, 0
2026/05/20 15:24:03.715, 6, 0, 0
2026/05/20 15:24:03.716, 7, 0, 0
2026/05/20 15:24:04.357, 0, 0, 4
2026/05/20 15:24:04.357, 1, 0, 4
2026/05/20 15:24:04.358, 2, 0, 4
2026/05/20 15:24:04.358, 3, 0, 4
2026/05/20 15:24:04.363, 4, 0, 4
2026/05/20 15:24:04.364, 5, 0, 4
2026/05/20 15:24:04.364, 6, 0, 1
2026/05/20 15:24:04.365, 7, 0, 0
2026/05/20 15:24:05.533, 0, 0, 16
2026/05/20 15:24:05.544, 1, 0, 16
2026/05/20 15:24:05.544, 2, 0, 18
2026/05/20 15:24:05.545, 3, 0, 16
2026/05/20 15:24:05.545, 4, 0, 22
2026/05/20 15:24:05.545, 5, 0, 16
2026/05/20 15:24:05.546, 6, 0, 16
2026/05/20 15:24:05.546, 7, 0, 16
2026/05/20 15:24:06.177, 0, 1, 21794
2026/05/20 15:24:06.178, 1, 1, 20812
2026/05/20 15:24:06.178, 2, 1, 20812
2026/05/20 15:24:06.178, 3, 1, 20812
2026/05/20 15:24:06.179, 4, 2, 20812
2026/05/20 15:24:06.179, 5, 1, 17406
2026/05/20 15:24:06.179, 6, 1, 17386
2026/05/20 15:24:06.179, 7, 1, 11582
2026/05/20 15:24:06.788, 0, 9, 21794
2026/05/20 15:24:06.788, 1, 2, 20812
2026/05/20 15:24:06.789, 2, 4, 20812
2026/05/20 15:24:06.789, 3, 2, 20812
2026/05/20 15:24:06.789, 4, 2, 20812
2026/05/20 15:24:06.789, 5, 3, 17406
2026/05/20 15:24:06.790, 6, 2, 17386
2026/05/20 15:24:06.790, 7, 2, 11582
2026/05/20 15:24:07.362, 0, 3, 21794
2026/05/20 15:24:07.363, 1, 3, 20812
2026/05/20 15:24:07.363, 2, 2, 20812
2026/05/20 15:24:07.363, 3, 2, 20812
2026/05/20 15:24:07.363, 4, 3, 20812
2026/05/20 15:24:07.364, 5, 2, 17406
2026/05/20 15:24:07.364, 6, 2, 17386
2026/05/20 15:24:07.364, 7, 2, 11582
2026/05/20 15:24:07.955, 0, 3, 21794
2026/05/20 15:24:07.955, 1, 3, 20812
2026/05/20 15:24:07.955, 2, 2, 20812
2026/05/20 15:24:07.955, 3, 3, 20812
2026/05/20 15:24:07.956, 4, 3, 20812
2026/05/20 15:24:07.956, 5, 26, 17406
2026/05/20 15:24:07.956, 6, 4, 17386
2026/05/20 15:24:07.956, 7, 4, 11582
2026/05/20 15:24:08.580, 0, 2, 21794
2026/05/20 15:24:08.580, 1, 2, 20812
2026/05/20 15:24:08.581, 2, 2, 20812
2026/05/20 15:24:08.581, 3, 3, 20812
2026/05/20 15:24:08.581, 4, 3, 20812
