schema	ds4_v100_tp_ep_sustained_http.v3
backend	tp_ep_launcher_http

tokens	ctx	slots	generation_requests	status_200	generated_tokens	continuation_tokens	elapsed_s	generated_tok_s	continuation_tok_s	generated_tok_s_decode	continuation_tok_s_decode	ep_ms	dense_ms	compose_ms	compose_reduce_ms	compose_copy_ms	compose_final_ms	gpu_util_avg	gpu_util_max	gpu_mem_used_max_mib
32	262144	32	3	96	3072	2976	3.984247	771.036527	781.922821	1017.437412	1033.741359	1334.051119	0.000000	1684.325071	196.492556	930.176638	557.655877	11.214286	31.000000	13184.000000
64	262144	32	3	96	6144	6048	7.731272	794.694599	799.391755	1044.457435	1051.722519	2613.815141	0.000000	3266.704197	380.794751	1808.001118	1077.908328	11.834821	32.000000	13184.000000
